
===== SHEET: Products with GP Class - Joyce (1224r x 17c) =====
(Do Not Modify) Product	(Do Not Modify) Row Checksum	(Do Not Modify) Modified On	Name	Product SKU	Product Brand	Solution Category	Product Type	GP Item Class	Tax Code	Status	Product Structure	Description	List Price	List Price (Base)	Legacy Product?	Currency
628fd8be-4d43-ed11-bba1-000d3a8fb7a8	zPptEp7N9Roph6EuO/O597OerOWpkrDJMuHRA2D7fudIhgTqZ1trVfqvrnRRxyQhjRlINB3PDY9OWa67Qk0H0A==	2025-06-25 01:00:55	Training & Consulting Services	OF00112	Outflank	Offensive Security	Services	SERVICES	SC070321	Active	Product		0	0	No	US Dollar
94424b89-4e43-ed11-bba1-000d3a8fb7a8	NljX9aN2Pcy3+rEyAKjiBQJpTZTgZVrDi7G8Ke+gwE/TRqCRg7piOUi0mBlVRk0ronLeIP5OQEXZxnDDSx8OiQ==	2025-06-25 01:00:55	Miscellaneous Services	OF00113	Outflank	Offensive Security	Services	SERVICES	SP140000	Active	Product		0	0	No	US Dollar
d76b016d-d958-e611-80da-0050569f6bb1	g0nKPcnGwrV2lErDDNZSFrUjQsnd8WbVeOfyw59a4a8ci0nn/ExDHoGeruVC+EQiFrAgS2Tdp5PYMUuuE9oCCw==	2025-06-25 02:59:55	Bytware Services (Hourly)	BW01904	Bytware	Power	Services	SERVICES	SC070321	Active	Product		275	275	No	US Dollar
d96b016d-d958-e611-80da-0050569f6bb1	6XR9v4ZpAYEKStxS3erfGER4iFY4bbjwcL2iBrAxaNXrMcfhXQCniWd+nxg8mHDiPfM08RPAu357mj8sdZZQYw==	2025-06-25 02:59:57	Bytware Online Services Half Day	BW01905	Bytware	Power	Services	SERVICES	SC070321	Active	Product		1100	1100	No	US Dollar
db6b016d-d958-e611-80da-0050569f6bb1	JTnWzSBSDhAfm1YIIhviLHTrlfr4lPzHasMD7T2fJdgXVewF+XT+6CGQ6v6179q3gqewuQI1AKO7ygu+cTtmGg==	2025-06-25 02:59:58	Bytware Online Services Full Day	BW01906	Bytware	Power	Services	SERVICES	SC070321	Active	Product		2200	2200	No	US Dollar
dd6b016d-d958-e611-80da-0050569f6bb1	9SDkR3WfK9hPOjxa2VHEwRec+Tb2Jvs+XF7XO67+SW16NKKi+mvh8/6+Q1ibus2BpA4BvvidKyoaAj6dvelRjQ==	2025-06-25 02:59:59	Bytware On-site Services Full Day	BW01907	Bytware	Power	Services	SERVICES	SC070321	Active	Product		2475	2475	No	US Dollar
df6b016d-d958-e611-80da-0050569f6bb1	gtayc+zl/IDFI0ubCbNu7y6lDfQpyqjTqsQaEbZCYOtMvIEUMPKT4mSSJZyPqXSGSdEALTfB6puit4lHi+6w1g==	2025-06-25 03:00:02	Bytware On Demand Consulting (hourly)	BW01908	Bytware	Power	Services	SERVICES	SC070321	Active	Product		200	200	No	US Dollar
e36b016d-d958-e611-80da-0050569f6bb1	3VYOdhtmWPei0ymTdNlMvNI5kA8jzOTI6619f0JAuCAGKLa7CGlh6DQ/QlCWKTBw1q/KwJ4UctrG/EMZw7/xbg==	2025-06-25 03:00:04	Bytware Contract Development	BW01910	Bytware	Power	Services	SERVICES	SC070321	Active	Product		0	0	No	US Dollar
fb7416cf-d958-e611-80da-0050569f6bb1	+KVaSRjJqIxYSmpGxhkJ3LUMtgtuo1zaPcClw52vUAw9ikftbnhtZIi1zS2ARhSPhicSOwqYJNwFLquE5ROjPQ==	2025-06-25 03:03:56	CCSS Services (Hourly)	CC01904	CCSS	Power	Services	SERVICES	SC070321	Active	Product		275	275	No	US Dollar
fd7416cf-d958-e611-80da-0050569f6bb1	oFlhqwtopgJT9iK2bYWc7OloykCT/DUvCQkOa6pvRAlriIBOY0Z0a1C3jVTzY0C6ccISMCl52+NYud/eHCddQg==	2025-06-25 03:03:57	CCSS Online Services Half Day	CC01905	CCSS	Power	Services	SERVICES	SC070321	Active	Product		1100	1100	No	US Dollar
ff7416cf-d958-e611-80da-0050569f6bb1	dGi1texSDgMp9+Nh0u7F0hWbXzqLCJRcgIkC/uyx73SAN3INM8CQvmOxIaLuCPgG7l3NQGwero+bss1W8Ylq7A==	2025-06-25 03:03:58	CCSS Online Services Full Day	CC01906	CCSS	Power	Services	SERVICES	SC070321	Active	Product		2200	2200	No	US Dollar
017516cf-d958-e611-80da-0050569f6bb1	8QksALMXJOnyG7Vga3P1axvQpPk9z5B/qstqHOvLCdXjbIpbC89oOKuzIqXlJLvzN7NB8UuFYFBowOzcu3ignA==	2025-06-25 03:04:00	CCSS On-site Services Full Day	CC01907	CCSS	Power	Services	SERVICES	SC070321	Active	Product		2475	2475	No	US Dollar
037516cf-d958-e611-80da-0050569f6bb1	PwkJbgHK3Ort3jKGOLk2Zt+Csa7RChENkVa8a1PfXaTmqpz64T9Eze0y/ef7Fk/8iiZJOSGNd2di62PcUaF4NQ==	2025-06-25 03:04:00	CCSS On Demand Consulting (hourly)	CC01908	CCSS	Power	Services	SERVICES	SC070321	Active	Product		200	200	No	US Dollar
077516cf-d958-e611-80da-0050569f6bb1	4gnCbxDy81TB+cZRR2oOD7OBnUUKyCqNqGb56f65ecXQWZNu1dyH6vN9pNDKtoqJuAM/gXSKKYmJlI3G2ZWxnw==	2025-06-25 03:04:05	CCSS Contract Development	CC01910	CCSS	Power	Services	SERVICES	SC070321	Active	Product		0	0	No	US Dollar
775850c7-3232-e611-80d8-0050569f6bb1	pWwmRsB7lThBV313OYov18zlriFHkFmW2FNLuqI1dWt5mWDzxopMzMT/P7PMx091TRzFj7RQaFJJXzh8W27QcA==	2025-06-25 02:55:36	HelpSystems Security Services - Services (Hourly)	PT01910	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		350	350	No	US Dollar
795850c7-3232-e611-80d8-0050569f6bb1	uWM153NdEwjq8n+4zC277Pe9pONROhbwlJFQ4XfZ7O/TVQw+f/B6ihkPtgm1OML4nbOfx0OAagTHLmAo+QxzSQ==	2025-06-25 02:55:39	HelpSystems Security Services - Online Services Half Day	PT01911	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		1400	1400	No	US Dollar
7b5850c7-3232-e611-80d8-0050569f6bb1	/t+Vb7kJiDG8R09QTchUmRUlYZAhBGCYJLuAjEr1QL52XBN8jzaTJI8/xTTbc/361bTlw0fPeIeHpey6MhBTfQ==	2025-06-25 02:55:40	HelpSystems Security Services - Online Services Full Day	PT01912	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		2800	2800	No	US Dollar
7d5850c7-3232-e611-80d8-0050569f6bb1	pP7Cvx7t6oCLkPOCGk9DzT1Tl2MlECh3M0Phy/BWqYDmsJF5kDqN1hwKdB3itXrAxi2rQJrxLJ66IsxxHKs6FQ==	2025-06-25 02:55:41	HelpSystems Security Services - On-site Services Full Day	PT01913	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		2800	2800	No	US Dollar
7f5850c7-3232-e611-80d8-0050569f6bb1	hGTZNy05l43y66M4VlPyEHWEZpI24D7R5Rg+9tbnGtHJMd7i64mQBOse2/r8FDkG56ddZwsha8zA8z5sUwZujg==	2025-06-25 02:55:42	HelpSystems Security Services - On Demand Consulting (hourly)	PT01914	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		350	350	No	US Dollar
835850c7-3232-e611-80d8-0050569f6bb1	lsk52Np03P0yye5IHGnRNM+LHCnumL6ShWKXE7p5chBqfhIop7ioX/5CWT+8JZJGUfnlgIh4ZYf1YxOMLLK3vg==	2025-06-25 02:55:45	HelpSystems Security Services - Risk Assessment	PT01916	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		3500	3500	No	US Dollar
855850c7-3232-e611-80d8-0050569f6bb1	bP+zUm/F4Nwka4CEnFutcNvXJHq1k3clgCgSTni0/qYZV07VnsMJfJO2eFb7JJDU33p5XvSC+FBXkRQym6cUKg==	2025-06-25 02:55:47	HelpSystems Security Services - Penetration Testing	PT01917	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		6300	6300	No	US Dollar
875850c7-3232-e611-80d8-0050569f6bb1	rj1LrQmN9TcEO9HncKHxr/gn2xyUVkPgMU62s59QuxIXgYqevXBP6POt6SQSFHLFDvc+3CH93Gxf9ZZ1QMM6yg==	2025-06-25 02:55:48	HelpSystems Security Services - Security Architecture	PT01918	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		14000	14000	No	US Dollar
895850c7-3232-e611-80d8-0050569f6bb1	sjRqmOwBBj97jf9lnuilQu2/rho16K3rRExL0vNkHCp1kOkWEPZY00A378WcdKPYooZo5+0rDqYWG2VGqENTlw==	2025-06-25 02:55:51	HelpSystems Security Services - Remediation Services	PT01919	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		350	350	No	US Dollar
8b5850c7-3232-e611-80d8-0050569f6bb1	mHBGwRgw9rXdGD5E7W3EWNcoxw7ebQgsqax9sZy5pWeU8wLZ22/53enm0jNXgGQG++fGYjA1w1+gtNHt/eCi0Q==	2025-06-25 02:55:52	HelpSystems Security Services - Workshop: Auditor Training - Group	PT01920	Fortra Security Services	Power	Services	SERVICES	ST080000	Active	Product		5600	5600	No	US Dollar
8d5850c7-3232-e611-80d8-0050569f6bb1	PrIfPT6Ng3w9Fid/37fIj/zRd74z5X7Fh5b8NjRyugsyAv0QHLAuVDhpY/AF/zvWgKf7TnGs0HRKVnYOiedmBQ==	2025-06-25 02:55:53	HelpSystems Security Services - Workshop: Auditor Training	PT01921	Fortra Security Services	Power	Services	SERVICES	ST080000	Active	Product		1045	1045	No	US Dollar
8f5850c7-3232-e611-80d8-0050569f6bb1	/8HUGjAYRXgxUfo+yCs0/m72PEMghHKS4OhiUchsG36Sg9P57hailIFXnZOhYoPGcsxYRQlT+9IcXVeZBwIG6g==	2025-06-25 02:55:55	HelpSystems Security Services - Workshop: IBM i Security Deep Dive	PT01922	Fortra Security Services	Power	Services	SERVICES	ST080000	Active	Product		1045	1045	No	US Dollar
915850c7-3232-e611-80d8-0050569f6bb1	HgjDH2bTslBJ9sYM6q8LBRi62iH/do007eCxM0ZF1/8Dq/p2zD8asBuRayK39bNpyXPOW0PkwpecN3cEUJWE6g==	2025-06-25 02:55:56	HelpSystems Security Services - Services Retainer	PT01923	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		350	350	No	US Dollar
cc55e7b8-5718-e611-80d6-0050569f6bb1	FOL1r3ML+P7fhyYy8/RB9oY4YMyqteoLvaBkdSZf74X7Ym3eXUi0TYz9dv/+eO46CBrj3cvYTkJzlP30Orl1PA==	2025-06-25 02:40:26	Managed Security Services for IBM i - Standard - New	PT01950	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		4920	4920	No	US Dollar
ce55e7b8-5718-e611-80d6-0050569f6bb1	jFEMdR4JzXPtmOJfb5JA2KfLW8bsXRBK4RMDm5bB8TReKQQuUptScIAF3ikzR8gDGM0GXxhibm+M8EP2k806qw==	2025-06-25 02:40:28	Managed Security Services for IBM i - Premium - New	PT01951	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		8220	8220	No	US Dollar
935850c7-3232-e611-80d8-0050569f6bb1	5OSZjh2hsrSvOSp0lc8aTnWaGbW1aREfBFIgnuCQy3nl6LaclLHrYjE3AFBj/trPTjbv+Gt684yvWqYHFB+5XQ==	2025-06-25 02:55:57	Managed Security Services - Standard - Renewal	PT01952	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		4920	4920	No	US Dollar
955850c7-3232-e611-80d8-0050569f6bb1	YGA9Eyxj8NZ4vM8Yk0OVW1NpmOG/5KEofeYzH1Uo+Qwu5uk+iQHXwfTfxm23++FXWO+Lrc7r+lnB9gsLaQdVSA==	2025-06-25 02:55:58	Managed Security Services - Premium - Renewal	PT01953	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		8220	8220	No	US Dollar
7f0706d7-a07a-e611-80db-0050569f6bb1	YvduXgWd/n40n168TqMPz9DeElKn5Nh8h7cj31aZYn2RB5LlbR8osAuZqfikHCF3NO4Zb6iHNrQTSFqvcOwi8Q==	2025-06-25 03:49:39	Managed Security Services - Upgrade MSS Premium - New	PT01954	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		3300	3300	No	US Dollar
35c6c610-a17a-e611-80db-0050569f6bb1	c9zOEta56VVUI6C4d0OesPzCx4JSdb1vwHTR+2Q1gvWrKidGcR0q1YNHW+l+qeMt/q6gB5XNMFNuBeVsMRy/ag==	2025-06-25 03:49:41	Managed Security Services - Upgrade MSS Premium - Renewal	PT01955	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		3300	3300	No	US Dollar
1b93d51e-9e74-e811-80ef-0050569f6bb1	WqjOz6CK3wmthTekknAkGx7zcBci9RbMsPsbqf7vWqc+epLs9wXLC6pilb4RZ8oDKDBCVlRt8Kvw9m+k7v+5LA==	2025-06-25 08:50:23	Single Sign On Managed Services – IBM I - New	PT01980	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		3300	3300	No	US Dollar
00dc9358-9f74-e811-80ef-0050569f6bb1	wvFNRR0KdrxITEAY6YG9mFGir0RCZ8dRIBK1hUv9IQBbN4by7Yvmw7msAB2Ne3PQd2hLtCPgQf0Y33o9Oi2q6Q==	2025-06-25 08:50:24	Single Sign On Managed Services – IBM I - Renew	PT01981	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		3300	3300	No	US Dollar
41196108-9e16-ef11-9f89-000d3a8e7ee5	ZDvthPfhVLudpSR7joIy/4jw/Lxrvk1mQtgi/XqORGDG+Q5NiLwippFU9DhtOfc/r+C76+PAZBe6o02kKzEw4A==	2025-06-25 01:28:11	Fortra Security Services (Hourly) - Recurring	PT02064	Fortra Security Services	Power	Subscription	SERV RECUR	SC130121	Active	Product		275	275	No	US Dollar
b02f7433-3012-ef11-9f89-6045bdec519d	bp62sXXM3YuaxczBT3TxPff9fUpElYt1YxPFZRc1loF2z7qDhvSQ0RriXxZB0pdZjVuI3YnWxZOjw2EjF88Fvw==	2025-06-25 11:29:47	Managed Security Services for IBM i - Premium - New - Bundle Pricing	PT02065	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		7200	7200	No	US Dollar
a22f7433-3012-ef11-9f89-6045bdec519d	ZjKzHI6N9dJXCT4Vne7KPV/wWg7Ow8nnPR6BQb8ubwZC65w2kC0Oj6Cvi8UPg7EOyClKCFGVsrRanSPDL77V9g==	2025-06-25 11:29:46	Managed Security Services for IBM i - Premium - Renewal - Bundle Pricing	PT02066	Fortra Security Services	Power	Subscription	SERV RECUR	DC010500	Active	Product		7200	7200	No	US Dollar
13e4566f-38bb-ec11-983f-0022482f0623	UkYjJs+Qxf3Mx5CAEsCC/1gKGpjn6DwQTyEtQ6+1z3+mNAm3xPjJcQmGutV1NFGp+ggYA9P19YGnZ5Xt2lIyDQ==	2025-06-25 01:39:22	QSECURITY 30 to QSECURITY 40 - Security Level Change Feasibility Assessment Service	PT02108	Fortra Security Services	Power	Services	SERVICES	SC070321	Active	Product		5000	5000	No	US Dollar
6d2a6a87-38bb-ec11-983f-0022482f0623	ntbLAx2KGyb7QlZHa5G/ksliStuHPc97BnB/WRw/UoWWogSNTbefGrr89eGzN0vYL2uV57LdivA7idMM9DHo3w==	2025-06-25 01:39:23	SSO Implementation	PT02109	Fortra Security Services	Power	Services	SERV SUP	SC070321	Active	Product		9500	9500	No	US Dollar
6a2ba253-dd58-e611-80da-0050569f6bb1	gDYNCwNMlDHJmYo2dQGyQ9WT5JSVvPVZDocyR+Ks5fBBGZcYaN/6C0Mb9nDx60PeMvAwgVzjJwVv5sdG9SWlgw==	2025-06-25 03:19:34	Halcyon Services (Hourly)	HC01904	Halcyon	Power	Services	SERVICES	SC070321	Active	Product		300	300	No	US Dollar
6c2ba253-dd58-e611-80da-0050569f6bb1	3JLCaWXaLy5AtSlWxAqbwbovplsma0FbFjRSkxqBEnVnPgknp6N5sC06BoGVBrVc03c5dnJz+fXy0sloFLyz7g==	2025-06-25 03:19:35	Halcyon Online Services Half Day	HC01905	Halcyon	Power	Services	SERVICES	SC070321	Active	Product		1200	1200	No	US Dollar
6e2ba253-dd58-e611-80da-0050569f6bb1	qsnHXVnI5saJ42V3/A5ZrzQDsEnv27dL7Qt/UH4LZAPEXDtlbuJybri/pEsgKY/t9MNiBmcHQVQ7E+PVzmVlwg==	2025-06-25 03:19:36	Halcyon Online Services Full Day	HC01906	Halcyon	Power	Services	SERVICES	SC070321	Active	Product		2400	2400	No	US Dollar
702ba253-dd58-e611-80da-0050569f6bb1	7zqGMspdyOhU92h25iVBMlj7MaAlxsWgum+9eOkCRQKlcO3iAj4wajOqkBxvWQlfH9HDm5wmx7dlh9wmXAXeAA==	2025-06-25 03:19:37	Halcyon On-site Services Full Day	HC01907	Halcyon	Power	Services	SERVICES	SC070321	Active	Product		2500	2500	No	US Dollar
722ba253-dd58-e611-80da-0050569f6bb1	P9FQCh5FejaiXTjUEeqqwDkMbQChsl6XZVw8N6S13QYFk3BQ9phRMqyJhxQKSHN0xP+M9KG68MnAHXlLRdMeZw==	2025-06-25 03:19:38	Halcyon On Demand Consulting (hourly)	HC01908	Halcyon	Power	Services	SERVICES	SC070321	Active	Product		300	300	No	US Dollar
... [truncated at 400 non-empty rows; sheet has 1224 rows]

===== SHEET: hiddenSheet (6r x 17c) =====
product:ST7G5Xu2siANZgM916AXkZMj7sUlp6HKvsQpCQL+A6KT9eVI8ur/nPOe3RASF6JwgBxa9/m3jQ+F1O7XFm4yBg==:productid=%28Do%20Not%20Modify%29%20Product&checksumLogicalName=%28Do%20Not%20Modify%29%20Row%20Checksum&modifiedon=%28Do%20Not%20Modify%29%20Modified%20On&name=Name&productnumber=Product%20SKU&hs_productbrand=Product%20Brand&hs_producttype=Product%20Type&hs_gpitemclass=GP%20Item%20Class&hs_taxcodeid=Tax%20Code&statecode=Status&productstructure=Product%20Structure&description=Description&price=List%20Price&price_base=List%20Price%20%28Base%29&hs_legacyproduct=Legacy%20Product%3f&transactioncurrencyid=Currency
Software	Subscription	New Maintenance	Renewal Maintenance	Services	Renewal Services	License Upgrade Fee	Other	Saas Subscription	(Not in use) Managed Security Services
CHANGE FEE	NEW MAINT	OTHER	RENEW MAIN	SERVICES	SOFTWARE	SUBS SAAS HOST	SUBS MSS	SUBS SAAS	SUBS SPLIT	SUBSCRIPT	UNISYS SUBS MAINT	UNISYS SW	MSPBULK	SERV EXP	SERV SUP	SERV RECUR
Active	Retired	Draft	Under Revision
Product	Product Family	Product Bundle
No	Yes
