
===== SHEET: Products with GP Class - Joyce (1224r x 17c) =====
(Do Not Modify) Product	(Do Not Modify) Row Checksum	(Do Not Modify) Modified On	Name	Product SKU	Product Brand	Solution Category	Product Type	GP Item Class	Tax Code	Status	Product Structure	Description	List Price	List Price (Base)	Legacy Product?	Currency
eadad224-89b3-ed11-83fd-6045bdd9c53a	PYn6nLcg9AgcKD2ZnW4F20FnbAQBBtB4CNS55ZgKQZyHC0Y3PRYGuf95ee6qzDKY8V4Oj/fAaRMjAiKDoBLCdg==	2023-08-28 04:22:48	Setup Fee - DRP	PL0130	PhishLabs	Brand Protection	Services	SERV SUP	SC070321	Active	Product		0	0	No	US Dollar
eddad224-89b3-ed11-83fd-6045bdd9c53a	iGcu/qKrLS2LIJP4PJpdG+uvQu4ptzbXI5yKMNATaDPIY/tYV/sA+Lq2xzmpZQ9RWe7DBsPjvf/5qlEjykm0oQ==	2023-08-28 04:22:48	Setup Fee - Email Security	PL0131	PhishLabs	Brand Protection	Services	SERV SUP	SC070321	Active	Product		0	0	No	US Dollar
5324afb2-89b3-ed11-83fd-6045bdf0559f	x4pnyy/LkaiqSjmiCZciYFxtjulcBDDfND1Yt34eKDt8Cj8SZYesLU8Tv2eCAWw4p0H6nCLe29BN0m30xqhAXQ==	2023-08-28 04:22:48	Setup Fee	PL0132	PhishLabs	Brand Protection	Services	SERV SUP	SC070321	Active	Product		0	0	No	US Dollar
fadad224-89b3-ed11-83fd-6045bdd9c53a	cJLXh31DEK5sPl+K5JckDMDWbg2kXp0H+WQNfuq9LJnobWQlycYzVoIlOdRVip1u5eQxVjb0+SLe5hSOFFzG5w==	2024-09-18 21:17:51	Phishing Simulations	PL0138	PhishLabs	Brand Protection	Subscription	SERV RECUR	SW054003	Active	Product		0	0	No	US Dollar
50f0cf2a-89b3-ed11-83fd-6045bdd9c53a	Amc9q53OsxTatTueWGhQLe8TdDGAswy8ozc0MElb1H27lZ4LWfgQno1gQ/r8jt1qg9Jw3TAzlq4yzUWagtO9yQ==	2024-09-18 21:17:51	Spearphishing Simulations	PL0140	PhishLabs	Brand Protection	Subscription	SERV RECUR	SW054003	Active	Product		0	0	No	US Dollar
45dad224-89b3-ed11-83fd-6045bdd9c53a	M+tRJergnQt0zJWwAb5s+i40A3G9EawPr5vb6PQwyX9SCyhRuX4LeZnhGYGTrA9qy4jD4VYvLrYyTQAM6KRYzg==	2024-09-18 21:17:51	Training Modules	PL0141	PhishLabs	Brand Protection	Subscription	SERV RECUR	SW054003	Active	Product		0	0	No	US Dollar
28841d8d-60fb-ee11-a1fe-7c1e5217797f	iV0yV6m9vpGgujxlBa0gc59LmxZGGB/haxj96GhTwtnsMC7up9enXlgxQfjLcdmorV8slJRFcZebfTv1g0QzSw==	2025-06-25 11:32:32	SASE Integration Service Fee	DG06079	Cloud Data Protection	Cloud Data Protection	Services	SERV SUP	SW054003	Active	Product		4125	4125	No	US Dollar
29841d8d-60fb-ee11-a1fe-7c1e5217797f	uCKDRmnft9G1qBn/HNrHNo2VJfvBr1G4fyn2dQiBQlWxWMkitcGRDlABV0DYE/pvjpsb1cy5G8Z4QrYL2z+E/g==	2025-06-25 11:32:33	SASE Quick Start Onboarding fee	DG06080	Cloud Data Protection	Cloud Data Protection	Services	SERV SUP	SW054003	Active	Product		4125	4125	No	US Dollar
25202e13-0312-ef11-9f89-7c1e520cedd4	/a5wYXgkAl8dlRIy/WpeSIYvabmnyDdI0qnK9UjFfMSzkB85hOx70+DhYjL3mPttu6IqXB9PGfZnypVo1oiiFQ==	2025-06-25 11:31:46	Boldon James 30 day training extension	DC00601	Boldon James	Data Protection	Services	SERVICES	SC070321	Active	Product		550	550	No	US Dollar
ad573715-0312-ef11-9f89-000d3a1d6066	03S1eY1NTWKsEwNcHf1mP2xJG5wo71y53k/QK7ZhVYi0S0YBTnGkLQGtIMc/2DFJ2MzE9qlfkDOoH/HkBphkaw==	2025-06-25 01:27:35	Boldon James Service Delivery Certification Exam	DC00602	Boldon James	Data Protection	Services	SERVICES	SC130121	Active	Product		550	550	No	US Dollar
ae573715-0312-ef11-9f89-000d3a1d6066	9mRFwPkh/ZlR3ibwd4sDTQRer8dH8cAVeAiTznkGdEPzS4Gm+XJarQp/k/+yg/0LBLLo+9tx0+dBoAmL4hPN0w==	2025-06-25 01:27:36	Boldon James Foundation Training (Customer) Private & exam-up to 12	DC00603	Boldon James	Data Protection	Services	SERVICES	SC070321	Active	Product		19000	19000	No	US Dollar
1f7e2619-0312-ef11-9f89-7c1e520cedd4	b6pMIZtuGUT80VnUtrGp6MEmH4vhiYJ0VX5YvlRSQmo+pXHMniKz5BDzbz7HJKERL4mZdTMhoGcUUGbPEKtnqg==	2025-06-25 11:31:47	Boldon James Foundation Training (Customer) Private & exam-up to 5	DC00604	Boldon James	Data Protection	Services	SERVICES	SC070321	Active	Product		9000	9000	No	US Dollar
207e2619-0312-ef11-9f89-7c1e520cedd4	api0JWnEdtStARnVE7fmrAGQHebA1cb/RcRgIFo5OGg+BimK8WKATSO637wf1gsJumCmGauxRmJyHilk+UH6IQ==	2025-06-25 11:31:49	Boldon James Foundation Training (Customer) Public & certification exam	DC00605	Boldon James	Data Protection	Services	SERVICES	SC070321	Active	Product		2000	2000	No	US Dollar
217e2619-0312-ef11-9f89-7c1e520cedd4	x1De13P6h9K04FJYpzhODOtpYVrl+/PXMJBKzV+hZPoudmhUe/MkpuaKGeEPgbW+tQPhPqpYM3OytYlU68c7LQ==	2025-06-25 11:31:50	Boldon James Service Delivery Partner Training Private & certification exam (up to 5)	DC00606	Boldon James	Data Protection	Services	SERVICES	SC070321	Active	Product		4000	4000	No	US Dollar
227e2619-0312-ef11-9f89-7c1e520cedd4	MLsZG6a2r0jHe0xYmBsXvE1OeU+imA0dtKwpkHQeKXs3z+HzxBCW9/UmhJS92Pz2B+Sp6tlcKz49EfsNhymzxw==	2025-06-25 11:31:51	Boldon James Service Delivery Partner Training Public & certification exam	DC00607	Boldon James	Data Protection	Services	SERVICES	SC070321	Active	Product		1500	1500	No	US Dollar
237e2619-0312-ef11-9f89-7c1e520cedd4	jce14hhBSQJ+qzgJZhK5ZAN/8OwCaZBrDh5CPQo80ng+1PySvy8edsgxyw+6UsbfwMBIMh4m/K4fWE5s3fmJJg==	2025-06-25 11:31:53	Boldon James Foundation Training Self-Study & certification exam	DC00608	Boldon James	Data Protection	Services	SERVICES	SC070321	Active	Product		1500	1500	No	US Dollar
257e2619-0312-ef11-9f89-7c1e520cedd4	MfpNl8MckjdqYNHYdR2RrDlC0TEGb3zzb9a9jWMzPc1sNsgw9tX/LxMlICxQiFKDKvai/XP8xoMkxQ6Zp2yPJw==	2025-06-25 11:31:55	DC - Boldon James - Business - On Prem Setup - DAC	DC00610	Boldon James	Data Protection	Services	SERV SUP	DC010500	Active	Product		48000	48000	No	US Dollar
267e2619-0312-ef11-9f89-7c1e520cedd4	qEUhQsiIuH2+oGsX3mkKDD7mVXJcbnEQfFXVzvSOGNc/DcFLkOZUV/90PBEUTgMO5U8zHKoWENrJy5q3XFv76A==	2025-06-25 11:31:56	DC - Boldon James - Business - On Prem Setup - DAR	DC00611	Boldon James	Data Protection	Services	SERV SUP	DC010500	Active	Product		72000	72000	No	US Dollar
277e2619-0312-ef11-9f89-7c1e520cedd4	9fE0PIglrWkt8/REo2iqYdCYc3e9DbL6ROv0iuoqhQgO03/5hdvwdU0MtjkLlXstNV+SahCIs1DUrgADzuprqg==	2025-06-25 11:31:57	DC - Boldon James - Core - On-Prem Setup - DAC	DC00612	Boldon James	Data Protection	Services	SERV SUP	DC010500	Active	Product		12000	12000	No	US Dollar
c0eb5b1e-0312-ef11-9f89-00224821ce28	Kh7hOGVa2JhWXK7RquBkvmDjZnZrDKe2qaoBNTVF8X0hNqRFRqRWpsbLRoEAkJv091NR7aN06xXKBqdMQav9zw==	2025-06-25 01:36:30	DC - Boldon James - Core - On-Prem Setup - DAR	DC00613	Boldon James	Data Protection	Services	SERV SUP	DC010500	Active	Product		24000	24000	No	US Dollar
c1eb5b1e-0312-ef11-9f89-00224821ce28	xb+c4lrXhMY9adRGGoloeQER6LdvhDS+OnWo2cYeQzTtCE4Qk9UgddOIb2MIQ+7q54zy4U4CT6z0LxiOvUWYBQ==	2025-06-25 01:36:32	DC - Boldon James - Enterprise - On Prem Setup	DC00614	Boldon James	Data Protection	Services	SERV SUP	DC010500	Active	Product		148000	148000	No	US Dollar
a86a9418-0312-ef11-9f89-000d3a1631b1	QWA/bBlF31SBQGibsHk0BdpSLU/BCmLroG1d+exZGgJoVMD0pC8kOaU0gpqvGZUQ+n5/Ux4bMHreBxP4WG8C4g==	2025-06-25 01:10:58	DP - 12 Calendar Month Resident	DC00647	Boldon James	Data Protection	Services	SERV RECUR	SC070321	Active	Product		360000	360000	No	US Dollar
a96a9418-0312-ef11-9f89-000d3a1631b1	k1mvNInQfzOx1oMeqRzN5bCR8ZdiaW1rrmSYMI47GZAoE/d8F2irMzXB7yEGG49BqS8dL+qhqpVDk7bPGusNXQ==	2025-06-25 01:10:59	DP - 3 Calendar Month Resident	DC00648	Boldon James	Data Protection	Services	SERV RECUR	SC070321	Active	Product		120000	120000	No	US Dollar
aa6a9418-0312-ef11-9f89-000d3a1631b1	AahByRlkqi7bVl1PxFexQ/E6BCO3zlYhc1Hs6+vpE4I4sawiBFhkIBrGpiBU0zGTRgRq54799B76RtG61D/19A==	2025-06-25 01:11:00	DP - 6 Calendar Month Resident	DC00649	Boldon James	Data Protection	Services	SERV RECUR	SC070321	Active	Product		216000	216000	No	US Dollar
287e2619-0312-ef11-9f89-7c1e520cedd4	3vnmzo8mKDfb5My77gE0NDrJkxHp4SfgrLmy/BbFRohB2/0ORDyftCI7Q8+1midMrXa1GRCtm2mmfDDPt3mTVQ==	2025-06-25 11:31:58	DP Professional Services - 24 Hours	DC00650	Boldon James	Data Protection	Services	SERVICES	SC130121	Active	Product		6100	6100	No	US Dollar
9e6a9418-0312-ef11-9f89-000d3a1631b1	yyHaD5eGSlf1ebbXo4eVl5HVyigt8TJEJIDM0bTL6WDfYOaenyGk3otikiAfJ7kJwnR2oAdQSy4KfaOfHHGyfA==	2025-06-25 01:10:49	DP Professional Services - 24 Hours - Postpaid	DC00651	Boldon James	Data Protection	Services	SERVICES	SC130121	Active	Product		7500	7500	No	US Dollar
9f6a9418-0312-ef11-9f89-000d3a1631b1	tKBVg6ly7GZzTBSe868FX1rU99DK89ry8RiVby6lGDVWIe17h94z+Nr2gg3Cs+t+U8n6dcFPyvxmIOMp9mEqNw==	2025-06-25 01:10:50	DP Professional Services - 40 Hours	DC00652	Boldon James	Data Protection	Services	SERVICES	SC130121	Active	Product		10000	10000	No	US Dollar
a06a9418-0312-ef11-9f89-000d3a1631b1	P3KA1+vnJGxdGo7dhG1BNTXrWAxPEils9xOAoW2dDnAhl4/PnwdR0wl1SVPDEYwb+f1doSStQXsV2vHMj/Bcfw==	2025-06-25 01:10:51	DP Professional Services - 40 Hours - Postpaid	DC00653	Boldon James	Data Protection	Services	SERVICES	SC130121	Active	Product		12000	12000	No	US Dollar
a16a9418-0312-ef11-9f89-000d3a1631b1	mk773m08jcPW3o15H/UDDaBgRYGLzZL/PvORNXjPmmR/42stMu7RU9UhFHEsjE93fhggm80EA3urIdgEpkVV/g==	2025-06-25 01:10:52	DP Professional Services - 8 Hours	DC00654	Boldon James	Data Protection	Services	SERVICES	SC130121	Active	Product		2200	2200	No	US Dollar
3e23d81c-0312-ef11-9f89-6045bdd6bffe	sitc3dx1XxYNAQkLQfgAjRoiAvCemd3b1Wkfxh93278cEJ1n4RVSPqNpiZIX/688KozZp5kpkABcp/9Oj+j0cA==	2025-06-25 11:27:17	DP Professional Services- 8 Hours - Postpaid	DC00655	Boldon James	Data Protection	Services	SERVICES	SC130121	Active	Product		2500	2500	No	US Dollar
a5573715-0312-ef11-9f89-000d3a1d6066	y7iCDWN58SJYh7QZy+YCIJ+4Is3Lxf/ra21c33LTucXF18xlhJ6s8/eJY0mXdEvbA2Ak4M2nDUlzhC6cq1YdYw==	2025-06-25 01:27:25	DC - Boldon James - Core - SaaS Setup	DC00662	Boldon James	Data Protection	Services	SERV SUP	SW054003	Active	Product		6000	6000	No	US Dollar
a6573715-0312-ef11-9f89-000d3a1d6066	HhSaedASNIBREtITxPFSm8yjAvnSeLpWhleguMYAfY/94H7pJlHiFQPh/Y6dwQV7xAA0aTzQeN3NfgPtO1or1g==	2025-06-25 01:27:26	DC - Boldon James - Review Services	DC00663	Boldon James	Data Protection	Services	SERVICES	SC130121	Active	Product		8000	8000	No	US Dollar
91c25f49-b3d4-ee11-9078-000d3a9a2abc	8xToET596jqEji4qCxzy4wpJ4DuK41xTF3TpKxaNsyBdEAhwk+AIA612Lygde43QKzhchHEoIiElVa+avsGuiA==	2025-06-25 01:29:41	DG eDLP Delivery Cert Exam	DG06006	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		550	550	No	US Dollar
f298bf48-b3d4-ee11-9078-000d3a9a23cc	bdov2QIk54WUcRbHTU4qGje+YWA30DMulQz0IcAIJRlcUtSPvp/s+eqGSUFIaFdAN+tB98Tm9GS1ZMU47+Dnvg==	2025-06-25 01:28:32	DG Setup - ARC OP	DG06012	Digital Guardian	Data Protection	Services	SERV SUP	SC070321	Active	Product		10000	10000	No	US Dollar
73c25f49-b3d4-ee11-9078-000d3a9a2abc	fECZWGuBEvTsykQFTX6iJ2kzzOW2NgOlq23gNYZW91E6MZ/w9DKO/QB6wNKmSiDXt2XPqFMGFs3BhIIuxErt9Q==	2025-06-25 01:29:04	DG Setup - High	DG06014	Digital Guardian	Data Protection	Services	SERV SUP	SC070321	Active	Product		125000	125000	No	US Dollar
78c25f49-b3d4-ee11-9078-000d3a9a2abc	VGlOUU2mzKlVcYwIGyZaMWgnzKhTYkKMv8+hCjx5Ce8Kzohny/wkYu00Ic52yGb7anaCPTIiPohYRYICdBUDwg==	2025-06-25 01:29:14	DG Setup - Linux Add On	DG06015	Digital Guardian	Data Protection	Services	SERV SUP	SC070321	Active	Product		10000	10000	No	US Dollar
7dc25f49-b3d4-ee11-9078-000d3a9a2abc	TJoZ6eNnVi3J9YNUKe95RshT9Fr1XRqZ2Ju0UHSKCCiqTVpEcTx409w1NOJdfJGAAIy0g7S00d+0HVje/JpOCQ==	2025-06-25 01:29:19	DG Setup - Low	DG06016	Digital Guardian	Data Protection	Services	SERV SUP	SC070321	Active	Product		40000	40000	No	US Dollar
82c25f49-b3d4-ee11-9078-000d3a9a2abc	Jn3WMka4lCskKRqxK8YlejNWP/dJ2KrIYbI2yJqqGDcLPJJOIUsfYHL6LUjAVYekakfph94NhzhWqHKc5KHQ4g==	2025-06-25 01:29:24	DG Setup - Medium	DG06017	Digital Guardian	Data Protection	Services	SERV SUP	SC070321	Active	Product		65000	65000	No	US Dollar
8bc25f49-b3d4-ee11-9078-000d3a9a2abc	pCG9p1ehL0AoI6V3c4h2stl6d15NOkkYwrec3z8uZQfXZvN0CrL29DVgyK23aKz0sdict52zX8CF8bWiaMohzg==	2025-06-25 01:29:34	DG Setup - NDLP Capability	DG06018	Digital Guardian	Data Protection	Services	SERV SUP	SC070321	Active	Product		10000	10000	No	US Dollar
88c25f49-b3d4-ee11-9078-000d3a9a2abc	ioeUqqBFHvYVeBL6gLn4cFZ0inl300btaUmkO0aWDTntjX6GdbHEk1McvBHkEOxsYiIAnp73WCHDDr8hZZaRkA==	2025-06-25 01:29:31	DG Setup - MM Only	DG06019	Digital Guardian	Data Protection	Services	SERV SUP	SC070321	Active	Product		15000	15000	No	US Dollar
acc25f49-b3d4-ee11-9078-000d3a9a2abc	XbpMgWbpQw5gXw4VRUxydZW7t12dvBbpK17T4aMFIZUvvou5hCShDjd4IKtS5Zv41TFFPZ8EDU8r0E4CoGqwmw==	2025-06-25 01:30:16	Digital Guardian eDLP 30 day training extension (per user, customer or partner)	DG06022	Digital Guardian	Data Protection	Services	SERVICES	SC070321	Active	Product		550	550	No	US Dollar
adc25f49-b3d4-ee11-9078-000d3a9a2abc	ogxcH9Y8nJ9tL1EiVdQBWzCFGOEjjylvKTd4RYRn3lXaY6D5rkCinBbszwZLcWqK+PVdmk48BmxOrPsucUdsOw==	2025-06-25 01:30:18	Digital Guardian eDLP Service Delivery Certification Exam	DG06023	Digital Guardian	Data Protection	Services	SERVICES	SC070321	Active	Product		550	550	No	US Dollar
f098bf48-b3d4-ee11-9078-000d3a9a23cc	5stU3afmn+Qz4i0PbNnLSnB2M0zMbzQKFLokG13bKgrUVUDbZYghNoZL+qyty0BiTaWLP41H+ySngtmAYdEhag==	2025-06-25 01:28:30	Professional Services Hourly Rate	DG06024	Digital Guardian	Data Protection	Services	SERVICES	SC070321	Active	Product		250	250	No	US Dollar
72c25f49-b3d4-ee11-9078-000d3a9a2abc	60B+xPUp5//kUGNhSLmG8alrEzAdyVyKTTmkUA/2O1wCb3nio/URqlBcyLPcdWCWlohSZRwXAL75YQh7q9T+wg==	2025-06-25 01:29:02	Digital Guardian ARC Self-Study & certification exam-per customer	DG06025	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		1900	1900	No	US Dollar
26c35f49-b3d4-ee11-9078-000d3a9a2abc	zuWhhulcClvp1iR5HI7PZczM+hPTvkEhTtMQlzEsmgzGGJf5TyMfAsFsbHmVtFRA3y6hMUdJqchU3zTjVUBfMg==	2025-06-25 01:32:00	Technical Account Manager - Dedicated	DG06026	Digital Guardian	Data Protection	Subscription	SERV RECUR	SC070321	Active	Product		180000	180000	No	US Dollar
13c35f49-b3d4-ee11-9078-000d3a9a2abc	2pUUegzIlflBviKiW2jcWO6ff0zxe5nXkYSCpMOHGLZNop4zFW1E88g0fhSX1QglHAvsy1WCez6rtlj/R0Ulhw==	2025-06-25 01:31:33	Technical Account Manager - Shared	DG06027	Digital Guardian	Data Protection	Subscription	SERV RECUR	SC070321	Active	Product		90000	90000	No	US Dollar
f198bf48-b3d4-ee11-9078-000d3a9a23cc	7nutlb7OPK13Bx/MVAetLIl496nM2VDPoyKql6pmEsb5VAYH7ENQf5Af3wOHaZIFSdz5mxqom4o6zi9RmSVYpQ==	2025-06-25 01:28:32	Digital Guardian Professional Services - Postpaid	DG06032	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		250	250	No	US Dollar
a1573715-0312-ef11-9f89-000d3a1d6066	06vEiiex/DlrjteJ/wFQy7xdqllGR5yLHwbNj4TzekuA7ho9+MAcZ5Ii5f6NcqpJOKynAeyy12sazJNmRHeuQA==	2025-06-25 01:27:21	DG Professional Services - Add On	DG06033	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		250	250	No	US Dollar
66f4bc86-60fb-ee11-a1fe-6045bdd82062	jlObI8fopQ+xT5pbalV0VIusk6Na4wIWYX+gt84Bxb0k6Yowp7l2agQtvEpSQlVprgUegS7aTH3BJ/J2b0z77Q==	2025-06-25 11:27:36	DG Expert Service Enterprise	DG06061	Digital Guardian	Data Protection	Subscription	SERV RECUR	SC070321	Active	Product		70000	70000	No	US Dollar
68f4bc86-60fb-ee11-a1fe-6045bdd82062	FDoM09n1AWNBij0y3TW8mYsOk3bbePMlXnE9u7LhTkX1hiN5Prkh0BQ/hMSsYJGoCh+JSRBjuEu5pqT1EW/p9Q==	2025-06-25 11:27:37	DG Expert Service Standard	DG06063	Digital Guardian	Data Protection	Subscription	SERV RECUR	SC070321	Active	Product		26000	26000	No	US Dollar
6af4bc86-60fb-ee11-a1fe-6045bdd82062	E5v4w0p3Saxx7h/zFYyknZ4FC23bGNxrx6deBR/jn1GwnG2nLdg318mJqWOFF9Xl9GP77r1EF/6dwkC8H8FbGA==	2025-06-25 11:27:38	DG Expert Service Core	DG06065	Digital Guardian	Data Protection	Subscription	SERV RECUR	SC070321	Active	Product		8000	8000	No	US Dollar
a8573715-0312-ef11-9f89-000d3a1d6066	lt9LijLTX78BqTEcne1xptrPB6ujNqmwH+HmV8i/IWCpg1ulWCw3cqdRKNVCo6GJeRWuQDzq/qa4M0LLauMuew==	2025-06-25 01:27:27	DG Professional Services - Max 24 Hours	DG06081	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		6000	6000	No	US Dollar
a9573715-0312-ef11-9f89-000d3a1d6066	QL9uQj5NIIOVp9iSeUeGNLmWIbUigft+mMvoNWfX1oZ5U6do4RM1ja3q1k7r4zJ7jMS0SyIRFMcKjxUzTs44dg==	2025-06-25 01:27:30	DG Professional Services - Max 40 Hours	DG06082	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		10000	10000	No	US Dollar
aa573715-0312-ef11-9f89-000d3a1d6066	SZaZLRxBR1628vGffq3ZyjuuZL2CwL1++kg61ChZAaZWuK7Fyby21S5GM4J8wrvHjLJ1W46Kor4NsOPTV24ymA==	2025-06-25 01:27:31	Digital Guardian (Customer) eDLP Private & exam-up to 12	DG06083	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		33250	33250	No	US Dollar
ab573715-0312-ef11-9f89-000d3a1d6066	fceM8QRt7BtyTrPKIgIBlxzWJM7YDAbL+IKt4pmrkrHVS/dDdlI5xh1lB4N+geewqNxDZm8YejuGJhgV3hr3GQ==	2025-06-25 01:27:33	Digital Guardian (Customer) eDLP Private & exam-up to 5	DG06084	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		15750	15750	No	US Dollar
ac573715-0312-ef11-9f89-000d3a1d6066	2ZMxUYIt7RPjJxQMzbWG++bi7kIxDnJwkzSW54qqWkdt5yh3syIiHapHcCARl7PRILgY0wiiLZj/tNYltG3+IA==	2025-06-25 01:27:34	Digital Guardian (Customer) eDLP Public & certification exam	DG06085	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		3500	3500	No	US Dollar
3a615c18-0312-ef11-9f89-00224821ce28	fDJnuyev1eq7mvF211g1Bn4MAI7y4c9mxc8FbSiux/DP6rUMidQe6tGIww6JTAgYx/JhfjATHnaiMgndC/oKBw==	2025-06-25 01:36:27	Digital Guardian Service Delivery Partner Training Private & certification exam (up to 5)	DG06086	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		4000	4000	No	US Dollar
3b615c18-0312-ef11-9f89-00224821ce28	JtWCYnCDyhSwIK5OkepJ+ptSALqDwtfDCnzbnSPpFjvKyKHGWHtkpUyq4DgFLTPgh+gQLHORJp0iwxi/DrM1vQ==	2025-06-25 01:36:28	Digital Guardian Service Delivery Partner Training Public & certification exam	DG06087	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		1500	1500	No	US Dollar
3c615c18-0312-ef11-9f89-00224821ce28	qd+lm/9C6aN7lrhqFz31l/cNX4gKf/uDPcVO4dUy942F/e7qczWWczA/mXa8uSzrxAb9ezs88iSF3BMKR8SajQ==	2025-06-25 01:36:29	Digital Guardian ARC 30 day training extension	DG06088	Digital Guardian	Data Protection	Services	SERVICES	SC070321	Active	Product		550	550	No	US Dollar
a2573715-0312-ef11-9f89-000d3a1d6066	yl5kzhZXhcsSjR1Hs88Xw3DRT/Cw34dWnYt8uy1TSXFcf0+LCPUa2WxkF/kEu+eN0Ycw2DAdxKPbCfYakStUbA==	2025-06-25 01:27:22	Digital Guardian ARC certification exam	DG06089	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		550	550	No	US Dollar
31615c18-0312-ef11-9f89-00224821ce28	6dJGd63FDJFtR+Q/Ezf1v/+Cr/x5LwtnkHgaVowyaJeaLfeht9DZweEN3Ep9e1bWhqX2IYzoDZQ6AiCSMBnyJg==	2025-06-25 01:36:16	Digital Guardian eDLP (Customer) Self-Study & certification exam	DG06090	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		2200	2200	No	US Dollar
33615c18-0312-ef11-9f89-00224821ce28	HcYKM/gUaEDhzGVPuK3A2qFp9QHXOQYSCtCODLKD1u80LRmcncYe26I2Sf/QEW58kku2ooYX4MpOxwj5zZqNcw==	2025-06-25 01:36:19	DP - 12 Calendar Month Resident	DG06092	Digital Guardian	Data Protection	Services	SERV RECUR	SC070321	Active	Product		360000	360000	No	US Dollar
34615c18-0312-ef11-9f89-00224821ce28	It7WXScy9bvZP4j5u4MZl5d3isNhPPuCbHvjVS02Rxk3hcG8fCmOFnq1nJ9XkLl7UrtchIVxelR8Kka7kd24NQ==	2025-06-25 01:36:20	DP - 3 Calendar Month Resident	DG06093	Digital Guardian	Data Protection	Services	SERV RECUR	SC070321	Active	Product		120000	120000	No	US Dollar
35615c18-0312-ef11-9f89-00224821ce28	QJ5jRiceduzjE47PFClJL2JIZCeidlk6GaGCZ7Cv52kOoR3oXbp8tO9VvUv2z5u5LxXPCASsSYwOhYN25b82oQ==	2025-06-25 01:36:21	DP - 6 Calendar Month Resident	DG06094	Digital Guardian	Data Protection	Services	SERV RECUR	SC070321	Active	Product		216000	216000	No	US Dollar
36615c18-0312-ef11-9f89-00224821ce28	rSDhFJWUBWCvObAUsbVRFfR8PLqfjrbiyUcTsSUxZd8pBOWVkjviR21MYWmUNJfmipPVlb5lcisloJbWd0P8uQ==	2025-06-25 01:36:22	DP Professional Services - 24 Hours	DG06095	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		6100	6100	No	US Dollar
37615c18-0312-ef11-9f89-00224821ce28	oq/5ENSBCFAmxGqJ9ONraJNZcTLYu326bJ4W8jtwEBYyDwHcR8nSgqb/GBW1nJCbAznuZIq1utm97vr4x7hTvg==	2025-06-25 01:36:24	DP Professional Services - 24 Hours - Postpaid	DG06096	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		7500	7500	No	US Dollar
38615c18-0312-ef11-9f89-00224821ce28	8QIhP3hHwX6vzJpaNzyCx9rRkRkY//2sny6+HTsU0Hm9BokW+H6+9JQJ/AjxUPoHIKWkFM8CoTbeII0mGtmJIw==	2025-06-25 01:36:25	DP Professional Services - 40 Hours	DG06097	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		10000	10000	No	US Dollar
39615c18-0312-ef11-9f89-00224821ce28	9UC5eEgctUB0TAZmMQIPmf+4Riyy30X69Lhk+vOCz+wi7AB0NiejZhEd1/is49AksEObCLZcKC8+BdSvarlAPQ==	2025-06-25 01:36:26	DP Professional Services - 40 Hours - Postpaid	DG06098	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		12000	12000	No	US Dollar
dc24b877-7f5d-e611-80da-0050569f6bb1	d0Z1ubOKSCMt9O4wUL8NftIDn77JgFYQ/n/ijYl9epRAv6pf2Mw5AIM9euH5DjSkE2Q8In1OG8WF0Um+qX7ylw==	2025-06-25 03:31:51	AutoMate Online Services Half Day	AM01905	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
de24b877-7f5d-e611-80da-0050569f6bb1	ysjt02aW2MWVa2X5Z2RkV6Abq0JuuwBrkKq/TaceWV6tv3N7yP9ljvTsvOYYq2A56NaUZLyGaY0ykWlFph6OMw==	2025-06-25 03:31:52	AutoMate Online Services Full Day	AM01906	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	2000	2000	Yes	US Dollar
e224b877-7f5d-e611-80da-0050569f6bb1	3w0UfS/5maX0H476XNHptqKLZZsRoRAbZZEWhqBZ5lj4loPGsgSZNE6qpcBQCaPysWR8DYO/0itW7StwEI2abQ==	2025-06-25 03:31:54	AutoMate On Demand Consulting (hourly)	AM01908	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	200	200	Yes	US Dollar
