Status	Class	ActionTypes	QuoteTypeCrit	SourceProductCodes	Targets	Seq	Name
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TEPP	01tWC00000DD1nIYAT	10	Year 1 Maintenance Sku added to Tripwire Enterprise for POS End Point Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TEPSP	01tWC00000DD1nNYAT	10	Year 1 Maintenance Sku added to Tripwire Enterprise for POS Servers Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TRFP	01tWC00000DD1nRYAT	10	Year 1 Maintenance Sku added to Tripwire Enterprise for Small Stores Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TEVEP	01tWC00000DCxksYAD	10	Year 1 Maintenance Sku added to Tripwire Enterprise for VMware ESX Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TRIPES	01tWC00000DD1nUYAT	10	Year 1 Maintenance Sku added to Tripwire EnterpriseforSmallStoreswND Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FML-NRPS-TINP	01tWC00000DD1oGYAT	10	Year 1 Maintenance Sku added to Tripwire IP360 NonTransferable Unlimi Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLCP	01tWC00000DD1oQYAT	10	Year 1 Maintenance Sku added to Tripwire Log Center Advanced Log Colle Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLCCP	01tWC00000DD1oWYAT	36	Year 1 Maintenance Sku added to Tripwire Log Center Console Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLCMLP	01tWC00000DD1tHYAT	22	Year 1 Maintenance Sku added to Tripwire Log Center Manager License Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLCMP	01tWC00000DD1ppYAD	20	Year 1 Maintenance Sku added to Tripwire Log Center Manager Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TRLOCR	01tWC00000DD1tKYAT	19	Year 1 Maintenance Sku added to Tripwire Log Center Remote Log Collect Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLCTBP	01tWC00000DD1oKYAT	18	Year 1 Maintenance Sku added to Tripwire Log Center Term Based Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TRILOG	01tWC00000DD1oiYAD	35	Year 1 Maintenance Sku added to Tripwire Log Center for Desktops Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLOG	01tWC00000DD1omYAD	34	Year 1 Maintenance Sku added to Tripwire Log Center for Directory Serv Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLCFSP	01tWC00000DD1ozYAD	32	Year 1 Maintenance Sku added to Tripwire Log Center for File Systems Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLCIEP	01tWC00000DD1p2YAD	31	Year 1 Maintenance Sku added to Tripwire Log Center for Industrial Env Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TRLOCM	01tWC00000DD1pGYAT	30	Year 1 Maintenance Sku added to Tripwire Log Center for Microsoft IIS Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TRLOCN	01tWC00000DD1pPYAT	29	Year 1 Maintenance Sku added to Tripwire Log Center for Network Device Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLCNDP	01tWC00000DD1pMYAT	27	Year 1 Maintenance Sku added to Tripwire Log Center for NetworkDevices Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TRLOCP	01tWC00000DD1pTYAT	27	Year 1 Maintenance Sku added to Tripwire Log Center for POS End Point Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLOCPO	01tWC00000DD1pXYAT	27	Year 1 Maintenance Sku added to Tripwire Log Center for POS Servers Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLCSDP	01tWC00000DD1pdYAD	26	Year 1 Maintenance Sku added to Tripwire Log Center for Security Dev Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TRLOCV	01tWC00000DD1pgYAD	25	Year 1 Maintenance Sku added to Tripwire Log Center for VMware ESX Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLOCVM	01tWC00000DD1pjYAD	24	Year 1 Maintenance Sku added to Tripwire Log Center for VMware ESX RC Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FML-NRPS-TMP	01tWC00000DD1tQYAT	18	Year 1 Maintenance Sku added to Tripwire Manager Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TRST	01tWC00000DD1tcYAD	17	Year 1 Maintenance Sku added to Tripwire State Analyzer Express Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TSAP	01tWC00000DD1tYYAT	16	Year 1 Maintenance Sku added to Tripwire State Analyzer Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TTBELP	01tWC00000DCxmNYAT	16	Year 1 Maintenance Sku added to Tripwire Term Based Enterprise License Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TDP	01tWC00000DD1noYAD	10	Year 1 Maintenance Sku added to Tripwire for Databases Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TDSP	01tWC00000DD1nsYAD	10	Year 1 Maintenance Sku added to Tripwire for Directory Services Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FML-NRPS-TSP	01tWC00000DD1o1YAD	10	Year 1 Maintenance Sku added to Tripwire for Servers  Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TRIPEM	01tWC00000DD1n7YAD	15	Year 1 Maintenance Sku added to TripwireEnterpriseforMidSizeStorewND Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-VEMEEP	01tWC00000DCyyIYAT	14	Year 1 Maintenance Sku added to VnE Manager Ev Express Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-VEMELP	01tWC00000DCyyKYAT	13	Year 1 Maintenance Sku added to VnE Manager Ev Limited Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FML-NRPS-VEMEVP	01tWC00000DCyyBYAT	12	Year 1 Maintenance Sku added to VnE Manager Ev Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-VEMEVD	01tWC00000DCyyFYAT	11	Year 1 Maintenance Sku added to VnE Manager Ev_Device Profiler Ev Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	RPA-AUT-NRPS-AMAOP	01tWC00000DD14MYAT	10	Year 2 Maintenance Sku added to Automate Maintenance Add Ons Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-FIMLAD	01tWC00000DD1IDYA1	10	Year 2 Maintenance Sku added to File Integrity Manager for Large Store Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-FIM-NRPS-TESP	01tWC00000DCxkpYAD	10	Year 2 Maintenance Sku added to TE Academic Institution Site LicenseDS Perpetual
Active	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TLOGCE	01tWC00000DD1p6YAD	10	Year1Maintenance Sku added to Tripwire Log Center for Microsoft Exch Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	RPA-AUT-NRPS-AUP	01tWC00000DD150YAD	20	Year 2 Maintenance Sku added to Automate Ultimate Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-CCMLIE	01tWC00000DD16JYAT	20	Year 2 Maintenance Sku added to CCM Limited Scan Engine Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-CCMNDP	01tWC00000FBYsCYAX	20	Year 2 Maintenance Sku added to CCM for Network Devices Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-CCMSER	01tWC00000FBYsGYAX	20	Year 2 Maintenance Sku added to CCM for Servers Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-CCMSIP	01tWC00000DD163YAD	20	Year 2 Maintenance Sku added to CCM for Single Purpose Devices Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-RSS-DPEEXS	01tWC00000DD1BTYA1	10	Year 2 Maintenance Sku added to Device Profiler Ev Express Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	GS-GSE-NRPS-E8CP	01tWC00000DD21VYAT	20	Year 2 Maintenance Sku added to EFT 8 Continuum Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMMPE	01tWC00000DD1JfYAL	20	Year 2 Maintenance Sku added to FIM for MidSize Stores Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMDAT	01tWC00000DD1HuYAL	20	Year 2 Maintenance Sku added to File Integrity Manager for Databases Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMDEP	01tWC00000DD1HyYAL	20	Year 2 Maintenance Sku added to File Integrity Manager for Desktops Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMFSP	01tWC00000DD1I6YAL	20	Year 2 Maintenance Sku added to File Integrity Manager for File System Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMNDP	01tWC00000DD1IKYA1	20	Year 2 Maintenance Sku added to File Integrity Manager for Network Dev Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMPSP	01tWC00000DD1IUYA1	20	Year 2 Maintenance Sku added to File Integrity Manager for POS Servers Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMSMA	01tWC00000DD1IYYA1	20	Year 2 Maintenance Sku added to File Integrity Manager for Small Store Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMVEP	01tWC00000DD1IfYAL	20	Year 2 Maintenance Sku added to File Integrity Manager for VMware ESX Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMDSP	01tWC00000DD1I2YAL	20	Year 2 Maintenance Sku added to File Integrity Mgr for Directory Serv Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMLAR	01tWC00000DD1IAYA1	20	Year 2 Maintenance Sku added to File Integrity Mgr for Large Store 75 Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMMID	01tWC00000DD1IGYA1	20	Year 2 Maintenance Sku added to File Integrity Mgr for MidSize Store Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-FIMPOE	01tWC00000DD1IPYA1	20	Year 2 Maintenance Sku added to File Integrity Mgr for POS End Point Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-IP36PE	01tWC00000DD20bYAD	20	Year 2 Maintenance Sku added to IP360 Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-IP36TE	01tWC00000DCwWaYAL	20	Year 2 Maintenance Sku added to IP360 Term Based Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-PMDP	01tWC00000DD1V7YAL	20	Year 2 Maintenance Sku added to Policy Manager for Desktops Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-PMFSP	01tWC00000DD1VCYA1	20	Year 2 Maintenance Sku added to Policy Manager for File Systems Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-PMNDP	01tWC00000FBZZ9YAP	20	Year 2 Maintenance Sku added to Policy Manager for Network Devices Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-PMPP	01tWC00000FBZZEYA5	20	Year 2 Maintenance Sku added to Policy Manager for POS End Point Syste Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-PMPSP	01tWC00000FBZZJYA5	20	Year 2 Maintenance Sku added to Policy Manager for POS Servers Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-PMVEP	01tWC00000DD1aCYAT	20	Year 2 Maintenance Sku added to Policy Manager for VMware ESX Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	PIA-PIA-NRPS-PIAP	01tWC00000DD1buYAD	20	Year 2 Maintenance Sku added to Powertech Identity_Access Manager Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEAI	01tWC00000DCxktYAD	20	Year 2 Maintenance Sku added to TE Academic Institution Site License Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEACAD	01tWC00000DD1mfYAD	20	Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseDataPerpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TAIP	01tWC00000DD1miYAD	20	Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseDeskPerpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TESP	01tWC00000DCxktYAD	20	Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseDirSer Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEDP	01tWC00000DCxkwYAD	20	Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseNetDevPerpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEEP	01tWC00000DCxkzYAD	20	Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseVMWarePerpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-TFSWOR	01tWC00000DCxlbYAD	20	Year 2 Maintenance Sku added to TFS for Workstations Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TRIPWI	01tWC00000DD1gNYAT	20	Year 2 Maintenance Sku added to Tripwire App Custom Workflow Integrate Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TATP	01tWC00000DD1hDYAT	20	Year 2 Maintenance Sku added to Tripwire App Term Based Enterprise Uti Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-TCUUP	01tWC00000DD1hLYAT	20	Year 2 Maintenance Sku added to Tripwire CCM Unlimited Use Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TECP	01tWC00000DD1hXYAT	20	Year 2 Maintenance Sku added to Tripwire Enterprise Console Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEECP	01tWC00000DD1hbYAD	20	Year 2 Maintenance Sku added to Tripwire Enterprise Express Console Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEP	01tWC00000DD1hPYAT	20	Year 2 Maintenance Sku added to Tripwire Enterprise Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TRDP	01tWC00000DD1hgYAD	20	Year 2 Maintenance Sku added to Tripwire Enterprise for Databases Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TRIPEN	01tWC00000DD1hnYAD	1	Year 2 Maintenance Sku added to Tripwire Enterprise for Desktops Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEDSP	01tWC00000DD1hrYAD	20	Year 2 Maintenance Sku added to Tripwire Enterprise for Directory Serv Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEFSP	01tWC00000DCzGGYA1	20	Year 2 Maintenance Sku added to Tripwire Enterprise for File Systems Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEIDP	01tWC00000DCzGKYA1	20	Year 2 Maintenance Sku added to Tripwire Enterprise for Industrial Dev Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TELP	01tWC00000DD1moYAD	20	Year 2 Maintenance Sku added to Tripwire Enterprise for Large Stores Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TRENTE	01tWC00000DD1mtYAD	20	Year 2 Maintenance Sku added to Tripwire Enterprise for Large StoresND Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEMEP	01tWC00000DD1mwYAD	20	Year 2 Maintenance Sku added to Tripwire Enterprise for Microsoft Exch Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEMIP	01tWC00000DD1n2YAD	20	Year 2 Maintenance Sku added to Tripwire Enterprise for Microsoft IIS Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEMP	01tWC00000DD1n6YAD	20	Year 2 Maintenance Sku added to Tripwire Enterprise for MidSize Store Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TENDP	01tWC00000DD1nFYAT	20	Year 2 Maintenance Sku added to Tripwire Enterprise for Network Device Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEPP	01tWC00000DD1nKYAT	20	Year 2 Maintenance Sku added to Tripwire Enterprise for POS End Point Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEPSP	01tWC00000DD1nPYAT	20	Year 2 Maintenance Sku added to Tripwire Enterprise for POS Servers Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TRFP	01tWC00000DD1nTYAT	20	Year 2 Maintenance Sku added to Tripwire Enterprise for Small Stores Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TEVEP	01tWC00000DD1nZYAT	20	Year 2 Maintenance Sku added to Tripwire Enterprise for VMware ESX Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TRIPES	01tWC00000DD1nWYAT	20	Year 2 Maintenance Sku added to Tripwire EnterpriseforSmallStoreswND Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-TINP	01tWC00000DD1oIYAT	20	Year 2 Maintenance Sku added to Tripwire IP360 NonTransferable Unlimi Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLCP	01tWC00000DD1oTYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center Advanced Log Colle Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLCCP	01tWC00000DD1oYYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center Console Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLCMLP	01tWC00000DD1tJYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center Manager License Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLCMP	01tWC00000DD1ptYAD	20	Year 2 Maintenance Sku added to Tripwire Log Center Manager Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TRLOCR	01tWC00000DD1tMYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center Remote Log Collect Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TRILOG	01tWC00000DD1okYAD	20	Year 2 Maintenance Sku added to Tripwire Log Center for Desktops Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLOG	01tWC00000DD1ooYAD	20	Year 2 Maintenance Sku added to Tripwire Log Center for Directory Serv Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLCFSP	01tWC00000DD1p1YAD	20	Year 2 Maintenance Sku added to Tripwire Log Center for File Systems Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLCIEP	01tWC00000DD1p4YAD	20	Year 2 Maintenance Sku added to Tripwire Log Center for Industrial Env Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TRLOCM	01tWC00000DD1pIYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center for Microsoft IIS Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TRLOCN	01tWC00000DD1pRYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center for Network Device Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLCNDP	01tWC00000DD1pOYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center for NetworkDevices Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TRLOCP	01tWC00000DD1pVYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center for POS End Point Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLOCPO	01tWC00000DD1pZYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center for POS Servers Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLCSDP	01tWC00000DD1pfYAD	20	Year 2 Maintenance Sku added to Tripwire Log Center for Security Dev Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TRLOCV	01tWC00000DD1piYAD	20	Year 2 Maintenance Sku added to Tripwire Log Center for VMware ESX Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-TLC-NRPS-TLOCVM	01tWC00000DD1plYAD	20	Year 2 Maintenance Sku added to Tripwire Log Center for VMware ESX RC Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-TMP	01tWC00000DD1tSYAT	20	Year 2 Maintenance Sku added to Tripwire Manager Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TRST	01tWC00000DD1tfYAD	20	Year 2 Maintenance Sku added to Tripwire State Analyzer Express Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TTBELP	01tWC00000DD222YAD	20	Year 2 Maintenance Sku added to Tripwire Term Based Enterprise License Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TDP	01tWC00000DD1nqYAD	20	Year 2 Maintenance Sku added to Tripwire for Databases Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TDSP	01tWC00000DD1nuYAD	20	Year 2 Maintenance Sku added to Tripwire for Directory Services Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-TSP	01tWC00000DD1o4YAD	20	Year 2 Maintenance Sku added to Tripwire for Servers  Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-TRIPEM	01tWC00000DD1nAYAT	20	Year 2 Maintenance Sku added to TripwireEnterpriseforMidSizeStorewND Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-VEMEEP	01tWC00000DD1ouYAD	20	Year 2 Maintenance Sku added to VnE Manager Ev Express Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-VEMELP	01tWC00000DCyyMYAT	20	Year 2 Maintenance Sku added to VnE Manager Ev Limited Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FML-NRPS-VEMEVP	01tWC00000DCyyDYAT	20	Year 2 Maintenance Sku added to VnE Manager Ev Perpetual
Active	RENEWAL_maint_autoadd	AutoAdd	QuoteTypeText__c=Renewal	FIM-FIM-NRPS-VEMEVD	01tWC00000DCyyHYAT	20	Year 2 Maintenance Sku added to VnE Manager Ev_Device Profiler Ev Perpetual
Active	STRADDLER_no_quotetype_autoadd	AutoAdd	<none>	FIM-FIM-RSS-DPEEXS	01tWC00000DD1BRYA1	1	Autoadd DPEENM when DPEEXS on New quote
