LineNumber	Product2.Name	Product2Id	Fortra_Product_Type__c	Quantity	UnitPrice	ListPrice	Base_Price__c	NetUnitPrice	NetTotalPrice	TotalPrice	Subtotal	TotalLineAmount	PricingTerm	PricingTermCount	PricingTermUnit	StartDate	EndDate	Pre_Partner_Price__c	PrehookRSNetUnitPrice__c	PartnerDiscountPercent	Partner_Discount_Percent__c	COLACalculatedPrice__c	COLA_Uplift_Percent__c	CancelNetUnitPrice__c
4267358	Powertech Identity & Access Manager (BoKS)-NewMaintenance	01tWC00000DD1bsYAD	New Maintenance	1	20000	0	20000	4000	4000	4000	20000	20000		0				20000		0	0			
4267359	Powertech Identity & Access Manager (BoKS)	01tWC00000DD1btYAD	Perpetual	1	20000	355	20000	20000	20000	20000	20000	20000		0				20000						
4267377	Policy Manager for VMware ESX	01tWC00000DD1aBYAT	Perpetual	1	595	595	595	595	595	595	595	595		0				595						
4267378	EFT 8 Continuum	01tWC00000DD1DxYAL	Perpetual	1	0	0		0	0	0	0	0		0										
