LineNumber	Product2.Name	Product2Id	Fortra_Product_Type__c	Quantity	UnitPrice	ListPrice	Base_Price__c	NetUnitPrice	NetTotalPrice	TotalPrice	Subtotal	TotalLineAmount	PricingTerm	PricingTermCount	PricingTermUnit	StartDate	EndDate	Pre_Partner_Price__c	PrehookRSNetUnitPrice__c	PartnerDiscountPercent	Partner_Discount_Percent__c	COLACalculatedPrice__c	COLA_Uplift_Percent__c	CancelNetUnitPrice__c
4265092	Tripwire Legacy SKU - Other	01tWC00000EBPrLYAX		13	78760	0		78760	1023880	1023880	1023880	1023880		0		2024-02-29	2025-02-27							
4265093	Tripwire Legacy SKU - Other	01tWC00000EBPrLYAX		13	16560	0		16560	215280	215280	215280	215280		0		2024-02-29	2025-02-27							
