LineNumber	Product2.Name	Product2Id	Fortra_Product_Type__c	Quantity	UnitPrice	ListPrice	Base_Price__c	NetUnitPrice	NetTotalPrice	TotalPrice	Subtotal	TotalLineAmount	PricingTerm	PricingTermCount	PricingTermUnit	StartDate	EndDate	Pre_Partner_Price__c	PrehookRSNetUnitPrice__c	PartnerDiscountPercent	Partner_Discount_Percent__c	COLACalculatedPrice__c	COLA_Uplift_Percent__c	CancelNetUnitPrice__c
4267451	Abstract	01tWC00000DD11GYAT		1		46		4573.8	4573.8	4573.8	4697.946	4697.946	1	1	Annual	2027-06-07						4573.8	7.85	
4267452	beSECURE - Cloud-Based	01tWC00000DD10zYAD		1		0		918.75	918.75	918.75	918.75	918.75	1	1	Annual	2027-06-07						918.75	5	
