LineNumber	Product2.Name	Product2Id	Fortra_Product_Type__c	Quantity	UnitPrice	ListPrice	Base_Price__c	NetUnitPrice	NetTotalPrice	TotalPrice	Subtotal	TotalLineAmount	PricingTerm	PricingTermCount	PricingTermUnit	StartDate	EndDate	Pre_Partner_Price__c	PrehookRSNetUnitPrice__c	PartnerDiscountPercent	Partner_Discount_Percent__c	COLACalculatedPrice__c	COLA_Uplift_Percent__c	CancelNetUnitPrice__c
4267458	5250 Integrator	01tWC00000DD119YAD	Subscription	1	2021.25	2021.25	2021.25	2021.25	2021.25	2021.25	2021.25	2021.25	1	1	Annual	2026-07-07		2021.25						
4267459	5250 Integrator	01tWC00000DD119YAD	Subscription	1	2021.25	2021.25	2021.25	2021.25	2021.25	2021.25	2021.25	2021.25	1	1	Annual	2026-07-07		2021.25						
