Product2.ProductCode,UnitPrice
DP-DLP-RSS-UCOCS_MAINT,4.36
DP-DLP-RSS-UCOCS,8.39
DP-DLP-RSS-UCOCS,7.45
DP-DLP-RSS-UCOCS,5.08
DP-DLP-RSS-UCOCS,4.36
DP-DLP-RSS-UCRCS,8.39
DP-DLP-RSS-UCRCS,7.45
DP-DLP-RSS-UCRCS,5.08
DP-DLP-RSS-UCRCS,4.36
DP-DLP-RSS-UCRCS_MAINT,8.39
DP-DLP-RSS-UCRCS_MAINT,7.45
DP-DLP-RSS-UCRCS_MAINT,5.08
DP-DLP-RSS-UCRCS_MAINT,4.36
DP-DLP-RSS-UCRCS_LIC,8.39
DP-DLP-RSS-UCRCS_LIC,7.45
DP-DLP-RSS-UCRCS_LIC,5.08
DP-DLP-RSS-UCRCS_LIC,4.36
DP-DLP-RSS-UCSCS_MAINT,8.39
DP-DLP-RSS-UCSCS_MAINT,7.45
DP-DLP-RSS-UCSCS_MAINT,5.08
DP-DLP-RSS-UCSCS_MAINT,4.36
DP-DLP-RSS-UCSCS,8.39
DP-DLP-RSS-UCSCS,7.45
DP-DLP-RSS-UCSCS,5.08
DP-DLP-RSS-UCSCS,4.36
DP-DLP-RSS-UCSCS_LIC,8.39
DP-DLP-RSS-UCSCS_LIC,7.45
DP-DLP-RSS-UCSCS_LIC,5.08
DP-DLP-RSS-UCSCS_LIC,4.36
CS-DFT-RSS-UPMS_MAINT,15200
CS-DFT-RSS-UPMS_MAINT,13500
CS-DFT-RSS-UPMS_MAINT,9200
CS-DFT-RSS-UPMS_MAINT,7900
CS-DFT-RSS-UPMS,15200
CS-DFT-RSS-UPMS,13500
CS-DFT-RSS-UPMS,9200
CS-DFT-RSS-UPMS,7900
CS-DFT-RSS-UPMS_LIC,15200
CS-DFT-RSS-UPMS_LIC,13500
CS-DFT-RSS-UPMS_LIC,9200
CS-DFT-RSS-UPMS_LIC,7900
ES-SEG-NRPS-VDCSCE,6817.2
ES-SEG-NRPS-VDCSCE,6054.75
ES-SEG-NRPS-VDCSCE,4126.2
ES-SEG-NRPS-VDCSCE,3543.15
CM-VCM-RSS-VCMSPS,208.24
CM-VCM-RSS-VCMSPS,184.95
CM-VCM-RSS-VCMSPS,126.04
CM-VCM-RSS-VCMSPS,108.23
CM-VCM-RSS-VCMSPS_MAINT,208.24
CM-VCM-RSS-VCMSPS_MAINT,184.95
CM-VCM-RSS-VCMSPS_MAINT,126.04
CM-VCM-RSS-VCMSPS_MAINT,108.23
CM-VCM-RSS-VCMSPS_LIC,208.24
CM-VCM-RSS-VCMSPS_LIC,184.95
CM-VCM-RSS-VCMSPS_LIC,126.04
CM-VCM-RSS-VCMSPS_LIC,108.23
SM-VMC-RSS-VCCS_LIC,104.88
SM-VMC-RSS-VCCS_LIC,93.15
SM-VMC-RSS-VCCS_LIC,63.48
SM-VMC-RSS-VCCS_LIC,54.51
SM-VMC-RSS-VCCS_MAINT,104.88
SM-VMC-RSS-VCCS_MAINT,93.15
SM-VMC-RSS-VCCS_MAINT,63.48
SM-VMC-RSS-VCCS_MAINT,54.51
SM-VMC-RSS-VCCS,104.88
SM-VMC-RSS-VCCS,93.15
SM-VMC-RSS-VCCS,63.48
SM-VMC-RSS-VCCS,54.51
SM-VMC-RSS-VCJS,269.04
SM-VMC-RSS-VCJS,238.95
SM-VMC-RSS-VCJS,162.84
SM-VMC-RSS-VCJS,139.83
SM-VMC-RSS-VCJS_MAINT,269.04
SM-VMC-RSS-VCJS_MAINT,238.95
SM-VMC-RSS-VCJS_MAINT,162.84
SM-VMC-RSS-VCJS_MAINT,139.83
SM-VMC-RSS-VCJS_LIC,269.04
SM-VMC-RSS-VCJS_LIC,238.95
SM-VMC-RSS-VCJS_LIC,162.84
SM-VMC-RSS-VCJS_LIC,139.83
SM-PN-RSS-VISCPPS,150.48
SM-PN-RSS-VISCPPS,133.65
SM-PN-RSS-VISCPPS,91.08
SM-PN-RSS-VISCPPS,78.21
SM-PN-RSS-VISCPPS_LIC,150.48
SM-PN-RSS-VISCPPS_LIC,133.65
SM-PN-RSS-VISCPPS_LIC,91.08
SM-PN-RSS-VISCPPS_LIC,78.21
SM-PN-RSS-VISCPPS_MAINT,150.48
SM-PN-RSS-VISCPPS_MAINT,133.65
SM-PN-RSS-VISCPPS_MAINT,91.08
SM-PN-RSS-VISCPPS_MAINT,78.21
SM-PN-RSS-VILS,5763.84
SM-PN-RSS-VILS,5119.2
SM-PN-RSS-VILS,3488.64
SM-PN-RSS-VILS,2995.68
SM-PN-RSS-VILS_LIC,5763.84
SM-PN-RSS-VILS_LIC,5119.2
SM-PN-RSS-VILS_LIC,3488.64
SM-PN-RSS-VILS_LIC,2995.68
SM-PN-RSS-VILS_MAINT,5763.84
SM-PN-RSS-VILS_MAINT,5119.2
SM-PN-RSS-VILS_MAINT,3488.64
SM-PN-RSS-VILS_MAINT,2995.68
SM-VMC-RSS-VMCS_LIC,226.48
SM-VMC-RSS-VMCS_LIC,201.15
SM-VMC-RSS-VMCS_LIC,137.08
SM-VMC-RSS-VMCS_LIC,117.71
SM-VMC-RSS-VMCS,226.48
SM-VMC-RSS-VMCS,201.15
SM-VMC-RSS-VMCS,137.08
SM-VMC-RSS-VMCS,117.71
SM-VMC-RSS-VMCS_MAINT,226.48
SM-VMC-RSS-VMCS_MAINT,201.15
SM-VMC-RSS-VMCS_MAINT,137.08
SM-VMC-RSS-VMCS_MAINT,117.71
SM-VMC-RSS-VIBS_MAINT,118.56
SM-VMC-RSS-VIBS_MAINT,105.3
SM-VMC-RSS-VIBS_MAINT,71.76
SM-VMC-RSS-VIBS_MAINT,61.62
SM-VMC-RSS-VIBS,118.56
SM-VMC-RSS-VIBS,105.3
SM-VMC-RSS-VIBS,71.76
SM-VMC-RSS-VIBS,61.62
SM-VMC-RSS-VIBS_LIC,118.56
SM-VMC-RSS-VIBS_LIC,105.3
SM-VMC-RSS-VIBS_LIC,71.76
SM-VMC-RSS-VIBS_LIC,61.62
SM-VMC-RSS-VIOS_MAINT,1360.4
SM-VMC-RSS-VIOS_MAINT,1208.25
SM-VMC-RSS-VIOS_MAINT,823.4
SM-VMC-RSS-VIOS_MAINT,707.05
SM-VMC-RSS-VIOS_LIC,1360.4
SM-VMC-RSS-VIOS_LIC,1208.25
SM-VMC-RSS-VIOS_LIC,823.4
SM-VMC-RSS-VIOS_LIC,707.05
SM-VMC-RSS-VIOS,1360.4
SM-VMC-RSS-VIOS,1208.25
SM-VMC-RSS-VIOS,823.4
SM-VMC-RSS-VIOS,707.05
SM-VMC-RSS-VRCS_MAINT,313.12
SM-VMC-RSS-VRCS_MAINT,278.1
SM-VMC-RSS-VRCS_MAINT,189.52
SM-VMC-RSS-VRCS_MAINT,162.74
SM-VMC-RSS-VRCS_LIC,313.12
SM-VMC-RSS-VRCS_LIC,278.1
SM-VMC-RSS-VRCS_LIC,189.52
SM-VMC-RSS-VRCS_LIC,162.74
SM-VMC-RSS-VRCS,313.12
SM-VMC-RSS-VRCS,278.1
SM-VMC-RSS-VRCS,189.52
SM-VMC-RSS-VRCS,162.74
SM-VMC-RSS-VIVS_LIC,798
SM-VMC-RSS-VIVS_LIC,708.75
SM-VMC-RSS-VIVS_LIC,483
SM-VMC-RSS-VIVS_LIC,414.75
SM-VMC-RSS-VIVS_MAINT,798
SM-VMC-RSS-VIVS_MAINT,708.75
SM-VMC-RSS-VIVS_MAINT,483
SM-VMC-RSS-VIVS_MAINT,414.75
SM-VMC-RSS-VIVS,798
SM-VMC-RSS-VIVS,708.75
SM-VMC-RSS-VIVS,483
SM-VMC-RSS-VIVS,414.75
CM-VCM-RSS-VCMS,30096
CM-VCM-RSS-VCMS,26730
CM-VCM-RSS-VCMS,18216
CM-VCM-RSS-VCMS,15642
CM-VCM-RSS-VCMS_LIC,30096
CM-VCM-RSS-VCMS_LIC,26730
CM-VCM-RSS-VCMS_LIC,18216
CM-VCM-RSS-VCMS_LIC,15642
CM-VCM-RSS-VCMS_MAINT,30096
CM-VCM-RSS-VCMS_MAINT,26730
CM-VCM-RSS-VCMS_MAINT,18216
CM-VCM-RSS-VCMS_MAINT,15642
CM-VCM-RSS-VCMES_MAINT,95.76
CM-VCM-RSS-VCMES_MAINT,85.05
CM-VCM-RSS-VCMES_MAINT,57.96
CM-VCM-RSS-VCMES_MAINT,49.77
CM-VCM-RSS-VCMES,95.76
CM-VCM-RSS-VCMES,85.05
CM-VCM-RSS-VCMES,57.96
CM-VCM-RSS-VCMES,49.77
CM-VCM-RSS-VCMES_LIC,95.76
CM-VCM-RSS-VCMES_LIC,85.05
CM-VCM-RSS-VCMES_LIC,57.96
CM-VCM-RSS-VCMES_LIC,49.77
CM-VIM-RSS-VMS_LIC,141.36
CM-VIM-RSS-VMS_LIC,125.55
CM-VIM-RSS-VMS_LIC,85.56
CM-VIM-RSS-VMS_LIC,73.47
CM-VIM-RSS-VMS,141.36
CM-VIM-RSS-VMS,125.55
CM-VIM-RSS-VMS,85.56
CM-VIM-RSS-VMS,73.47
CM-VIM-RSS-VMS_MAINT,141.36
CM-VIM-RSS-VMS_MAINT,125.55
CM-VIM-RSS-VMS_MAINT,85.56
CM-VIM-RSS-VMS_MAINT,73.47
SM-VMC-RSS-VATS_MAINT,4180
SM-VMC-RSS-VATS_MAINT,3712.5
SM-VMC-RSS-VATS_MAINT,2530
SM-VMC-RSS-VATS_MAINT,2172.5
SM-VMC-RSS-VATS_LIC,4180
SM-VMC-RSS-VATS_LIC,3712.5
SM-VMC-RSS-VATS_LIC,2530
SM-VMC-RSS-VATS_LIC,2172.5
SM-VMC-RSS-VATS,4180
SM-VMC-RSS-VATS,3712.5
SM-VMC-RSS-VATS,2530
SM-VMC-RSS-VATS,2172.5
SM-VMC-RSS-VMAS_LIC,290.32
SM-VMC-RSS-VMAS_LIC,257.85
SM-VMC-RSS-VMAS_LIC,175.72
SM-VMC-RSS-VMAS_LIC,150.89
SM-VMC-RSS-VMAS,290.32
SM-VMC-RSS-VMAS,257.85
SM-VMC-RSS-VMAS,175.72
SM-VMC-RSS-VMAS,150.89
SM-VMC-RSS-VMAS_MAINT,290.32
SM-VMC-RSS-VMAS_MAINT,257.85
SM-VMC-RSS-VMAS_MAINT,175.72
SM-VMC-RSS-VMAS_MAINT,150.89
SM-VMC-RSS-VDAS_MAINT,95.76
SM-VMC-RSS-VDAS_MAINT,85.05
SM-VMC-RSS-VDAS_MAINT,57.96
SM-VMC-RSS-VDAS_MAINT,49.77
SM-VMC-RSS-VDAS,95.76
SM-VMC-RSS-VDAS,85.05
SM-VMC-RSS-VDAS,57.96
SM-VMC-RSS-VDAS,49.77
SM-VMC-RSS-VDAS_LIC,95.76
SM-VMC-RSS-VDAS_LIC,85.05
SM-VMC-RSS-VDAS_LIC,57.96
SM-VMC-RSS-VDAS_LIC,49.77
SM-VMC-RSS-VMVS_MAINT,849.68
SM-VMC-RSS-VMVS_MAINT,754.65
SM-VMC-RSS-VMVS_MAINT,514.28
SM-VMC-RSS-VMVS_MAINT,441.61
SM-VMC-RSS-VMVS,849.68
SM-VMC-RSS-VMVS,754.65
SM-VMC-RSS-VMVS,514.28
SM-VMC-RSS-VMVS,441.61
SM-VMC-RSS-VMVS_LIC,849.68
SM-VMC-RSS-VMVS_LIC,754.65
SM-VMC-RSS-VMVS_LIC,514.28
SM-VMC-RSS-VMVS_LIC,441.61
SM-VMC-RSS-VHOS_MAINT,4180
SM-VMC-RSS-VHOS_MAINT,3712.5
SM-VMC-RSS-VHOS_MAINT,2530
SM-VMC-RSS-VHOS_MAINT,2172.5
SM-VMC-RSS-VHOS,4180
SM-VMC-RSS-VHOS,3712.5
SM-VMC-RSS-VHOS,2530
SM-VMC-RSS-VHOS,2172.5
SM-VMC-RSS-VHOS_LIC,4180
SM-VMC-RSS-VHOS_LIC,3712.5
SM-VMC-RSS-VHOS_LIC,2530
SM-VMC-RSS-VHOS_LIC,2172.5
SM-VMC-RSS-VMCIS,22800
SM-VMC-RSS-VMCIS,20250
SM-VMC-RSS-VMCIS,13800
SM-VMC-RSS-VMCIS,11850
SM-VMC-RSS-VMCIS_LIC,22800
SM-VMC-RSS-VMCIS_LIC,20250
SM-VMC-RSS-VMCIS_LIC,13800
SM-VMC-RSS-VMCIS_LIC,11850
SM-VMC-RSS-VMCIS_MAINT,22800
SM-VMC-RSS-VMCIS_MAINT,20250
SM-VMC-RSS-VMCIS_MAINT,13800
SM-VMC-RSS-VMCIS_MAINT,11850
SM-VMC-RSS-VMISEP_MAINT,104.88
SM-VMC-RSS-VMISEP_MAINT,93.15
SM-VMC-RSS-VMISEP_MAINT,63.48
SM-VMC-RSS-VMISEP_MAINT,54.51
SM-VMC-RSS-VMISEP_LIC,104.88
SM-VMC-RSS-VMISEP_LIC,93.15
SM-VMC-RSS-VMISEP_LIC,63.48
SM-VMC-RSS-VMISEP_LIC,54.51
SM-VMC-RSS-VMISEP,104.88
SM-VMC-RSS-VMISEP,93.15
SM-VMC-RSS-VMISEP,63.48
SM-VMC-RSS-VMISEP,54.51
SM-VMC-RSS-VISES,269.04
SM-VMC-RSS-VISES,238.95
SM-VMC-RSS-VISES,162.84
SM-VMC-RSS-VISES,139.83
SM-VMC-RSS-VISES_LIC,269.04
SM-VMC-RSS-VISES_LIC,238.95
SM-VMC-RSS-VISES_LIC,162.84
SM-VMC-RSS-VISES_LIC,139.83
SM-VMC-RSS-VISES_MAINT,269.04
SM-VMC-RSS-VISES_MAINT,238.95
SM-VMC-RSS-VISES_MAINT,162.84
SM-VMC-RSS-VISES_MAINT,139.83
SM-VMC-RSS-VISESA_MAINT,104.88
SM-VMC-RSS-VISESA_MAINT,93.15
SM-VMC-RSS-VISESA_MAINT,63.48
SM-VMC-RSS-VISESA_MAINT,54.51
SM-VMC-RSS-VISESA_LIC,104.88
SM-VMC-RSS-VISESA_LIC,93.15
SM-VMC-RSS-VISESA_LIC,63.48
SM-VMC-RSS-VISESA_LIC,54.51
SM-VMC-RSS-VISESA,104.88
SM-VMC-RSS-VISESA,93.15
SM-VMC-RSS-VISESA,63.48
SM-VMC-RSS-VISESA,54.51
SM-VMC-RSS-VISSAS,269.04
SM-VMC-RSS-VISSAS,238.95
SM-VMC-RSS-VISSAS,162.84
SM-VMC-RSS-VISSAS,139.83
SM-VMC-RSS-VISSAS_LIC,269.04
SM-VMC-RSS-VISSAS_LIC,238.95
SM-VMC-RSS-VISSAS_LIC,162.84
SM-VMC-RSS-VISSAS_LIC,139.83
SM-VMC-RSS-VISSAS_MAINT,269.04
SM-VMC-RSS-VISSAS_MAINT,238.95
SM-VMC-RSS-VISSAS_MAINT,162.84
SM-VMC-RSS-VISSAS_MAINT,139.83
SM-VMC-RSS-VLOS_MAINT,56.24
SM-VMC-RSS-VLOS_MAINT,49.95
SM-VMC-RSS-VLOS_MAINT,34.04
SM-VMC-RSS-VLOS_MAINT,29.23
SM-VMC-RSS-VLOS,56.24
SM-VMC-RSS-VLOS,49.95
SM-VMC-RSS-VLOS,34.04
SM-VMC-RSS-VLOS,29.23
SM-VMC-RSS-VLOS_LIC,56.24
SM-VMC-RSS-VLOS_LIC,49.95
SM-VMC-RSS-VLOS_LIC,34.04
SM-VMC-RSS-VLOS_LIC,29.23
SM-VMC-RSS-VNOS_LIC,94.24
SM-VMC-RSS-VNOS_LIC,83.7
SM-VMC-RSS-VNOS_LIC,57.04
SM-VMC-RSS-VNOS_LIC,48.98
SM-VMC-RSS-VNOS_MAINT,94.24
SM-VMC-RSS-VNOS_MAINT,83.7
SM-VMC-RSS-VNOS_MAINT,57.04
SM-VMC-RSS-VNOS_MAINT,48.98
SM-VMC-RSS-VNOS,94.24
SM-VMC-RSS-VNOS,83.7
SM-VMC-RSS-VNOS,57.04
SM-VMC-RSS-VNOS,48.98
SM-VMC-RSS-VNSS_LIC,30.4
SM-VMC-RSS-VNSS_LIC,27
SM-VMC-RSS-VNSS_LIC,18.4
SM-VMC-RSS-VNSS_LIC,15.8
SM-VMC-RSS-VNSS,30.4
SM-VMC-RSS-VNSS,27
SM-VMC-RSS-VNSS,18.4
SM-VMC-RSS-VNSS,15.8
SM-VMC-RSS-VNSS_MAINT,30.4
SM-VMC-RSS-VNSS_MAINT,27
SM-VMC-RSS-VNSS_MAINT,18.4
SM-VMC-RSS-VNSS_MAINT,15.8
SM-VMC-RSS-VOOS,94.24
SM-VMC-RSS-VOOS,83.7
SM-VMC-RSS-VOOS,57.04
SM-VMC-RSS-VOOS,48.98
SM-VMC-RSS-VOOS_LIC,94.24
SM-VMC-RSS-VOOS_LIC,83.7
SM-VMC-RSS-VOOS_LIC,57.04
SM-VMC-RSS-VOOS_LIC,48.98
SM-VMC-RSS-VOOS_MAINT,94.24
SM-VMC-RSS-VOOS_MAINT,83.7
SM-VMC-RSS-VOOS_MAINT,57.04
SM-VMC-RSS-VOOS_MAINT,48.98
SM-VMC-RSS-VOSS_LIC,278.16
SM-VMC-RSS-VOSS_LIC,247.05
SM-VMC-RSS-VOSS_LIC,168.36
SM-VMC-RSS-VOSS_LIC,144.57
SM-VMC-RSS-VOSS_MAINT,278.16
SM-VMC-RSS-VOSS_MAINT,247.05
SM-VMC-RSS-VOSS_MAINT,168.36
SM-VMC-RSS-VOSS_MAINT,144.57
SM-VMC-RSS-VOSS,278.16
SM-VMC-RSS-VOSS,247.05
SM-VMC-RSS-VOSS,168.36
SM-VMC-RSS-VOSS,144.57
SM-VMC-RSS-VPCS_MAINT,94.24
SM-VMC-RSS-VPCS_MAINT,83.7
SM-VMC-RSS-VPCS_MAINT,57.04
SM-VMC-RSS-VPCS_MAINT,48.98
SM-VMC-RSS-VPCS,94.24
SM-VMC-RSS-VPCS,83.7
SM-VMC-RSS-VPCS,57.04
SM-VMC-RSS-VPCS,48.98
SM-VMC-RSS-VPCS_LIC,94.24
SM-VMC-RSS-VPCS_LIC,83.7
SM-VMC-RSS-VPCS_LIC,57.04
SM-VMC-RSS-VPCS_LIC,48.98
SM-VMC-RSS-VPUS_MAINT,94.24
SM-VMC-RSS-VPUS_MAINT,83.7
SM-VMC-RSS-VPUS_MAINT,57.04
SM-VMC-RSS-VPUS_MAINT,48.98
SM-VMC-RSS-VPUS_LIC,94.24
SM-VMC-RSS-VPUS_LIC,83.7
SM-VMC-RSS-VPUS_LIC,57.04
SM-VMC-RSS-VPUS_LIC,48.98
SM-VMC-RSS-VPUS,94.24
SM-VMC-RSS-VPUS,83.7
SM-VMC-RSS-VPUS,57.04
SM-VMC-RSS-VPUS,48.98
SM-VMC-RSS-VMCSCAS_LIC,6589.2
SM-VMC-RSS-VMCSCAS_LIC,5852.25
SM-VMC-RSS-VMCSCAS_LIC,3988.2
SM-VMC-RSS-VMCSCAS_LIC,3424.65
SM-VMC-RSS-VMCSCAS_MAINT,6589.2
SM-VMC-RSS-VMCSCAS_MAINT,5852.25
SM-VMC-RSS-VMCSCAS_MAINT,3988.2
SM-VMC-RSS-VMCSCAS_MAINT,3424.65
SM-VMC-RSS-VMCSCAS,6589.2
SM-VMC-RSS-VMCSCAS,5852.25
SM-VMC-RSS-VMCSCAS,3988.2
SM-VMC-RSS-VMCSCAS,3424.65
SM-VMC-RSS-VSAS,94.24
SM-VMC-RSS-VSAS,83.7
SM-VMC-RSS-VSAS,57.04
SM-VMC-RSS-VSAS,48.98
SM-VMC-RSS-VSAS_LIC,94.24
SM-VMC-RSS-VSAS_LIC,83.7
SM-VMC-RSS-VSAS_LIC,57.04
SM-VMC-RSS-VSAS_LIC,48.98
SM-VMC-RSS-VSAS_MAINT,94.24
SM-VMC-RSS-VSAS_MAINT,83.7
SM-VMC-RSS-VSAS_MAINT,57.04
SM-VMC-RSS-VSAS_MAINT,48.98
SM-VMC-RSS-VMSQL_MAINT,1881.76
SM-VMC-RSS-VMSQL_MAINT,1671.3
SM-VMC-RSS-VMSQL_MAINT,1138.96
SM-VMC-RSS-VMSQL_MAINT,978.02
SM-VMC-RSS-VMSQL_LIC,1881.76
SM-VMC-RSS-VMSQL_LIC,1671.3
SM-VMC-RSS-VMSQL_LIC,1138.96
SM-VMC-RSS-VMSQL_LIC,978.02
SM-VMC-RSS-VMSQL,1881.76
SM-VMC-RSS-VMSQL,1671.3
SM-VMC-RSS-VMSQL,1138.96
SM-VMC-RSS-VMSQL,978.02
SM-VMC-RSS-VMCSSE,1881.76
SM-VMC-RSS-VMCSSE,1671.3
SM-VMC-RSS-VMCSSE,1138.96
SM-VMC-RSS-VMCSSE,978.02
SM-VMC-RSS-VMCSSE_LIC,1881.76
SM-VMC-RSS-VMCSSE_LIC,1671.3
SM-VMC-RSS-VMCSSE_LIC,1138.96
SM-VMC-RSS-VMCSSE_LIC,978.02
SM-VMC-RSS-VMCSSE_MAINT,1881.76
SM-VMC-RSS-VMCSSE_MAINT,1671.3
SM-VMC-RSS-VMCSSE_MAINT,1138.96
SM-VMC-RSS-VMCSSE_MAINT,978.02
SM-VMC-RSS-VUOS,828.4
SM-VMC-RSS-VUOS,735.75
SM-VMC-RSS-VUOS,501.4
SM-VMC-RSS-VUOS,430.55
SM-VMC-RSS-VUOS_MAINT,828.4
SM-VMC-RSS-VUOS_MAINT,735.75
SM-VMC-RSS-VUOS_MAINT,501.4
SM-VMC-RSS-VUOS_MAINT,430.55
SM-VMC-RSS-VUOS_LIC,828.4
SM-VMC-RSS-VUOS_LIC,735.75
SM-VMC-RSS-VUOS_LIC,501.4
SM-VMC-RSS-VUOS_LIC,430.55
SM-VMC-RSS-VUSS_MAINT,1588.4
SM-VMC-RSS-VUSS_MAINT,1410.75
SM-VMC-RSS-VUSS_MAINT,961.4
SM-VMC-RSS-VUSS_MAINT,825.55
SM-VMC-RSS-VUSS_LIC,1588.4
SM-VMC-RSS-VUSS_LIC,1410.75
SM-VMC-RSS-VUSS_LIC,961.4
SM-VMC-RSS-VUSS_LIC,825.55
SM-VMC-RSS-VUSS,1588.4
SM-VMC-RSS-VUSS,1410.75
SM-VMC-RSS-VUSS,961.4
SM-VMC-RSS-VUSS,825.55
SM-VMC-RSS-VVMS_MAINT,16720
SM-VMC-RSS-VVMS_MAINT,14850
SM-VMC-RSS-VVMS_MAINT,10120
SM-VMC-RSS-VVMS_MAINT,8690
SM-VMC-RSS-VVMS,16720
SM-VMC-RSS-VVMS,14850
SM-VMC-RSS-VVMS,10120
SM-VMC-RSS-VVMS,8690
SM-VMC-RSS-VVMS_LIC,16720
SM-VMC-RSS-VVMS_LIC,14850
SM-VMC-RSS-VVMS_LIC,10120
SM-VMC-RSS-VVMS_LIC,8690
SM-VMC-RSS-VVOS,2508
SM-VMC-RSS-VVOS,2227.5
SM-VMC-RSS-VVOS,1518
SM-VMC-RSS-VVOS,1303.5
SM-VMC-RSS-VVOS_LIC,2508
SM-VMC-RSS-VVOS_LIC,2227.5
SM-VMC-RSS-VVOS_LIC,1518
SM-VMC-RSS-VVOS_LIC,1303.5
SM-VMC-RSS-VVOS_MAINT,2508
SM-VMC-RSS-VVOS_MAINT,2227.5
SM-VMC-RSS-VVOS_MAINT,1518
SM-VMC-RSS-VVOS_MAINT,1303.5
SM-VMC-RSS-VVSS_LIC,2508
SM-VMC-RSS-VVSS_LIC,2227.5
SM-VMC-RSS-VVSS_LIC,1518
SM-VMC-RSS-VVSS_LIC,1303.5
SM-VMC-RSS-VVSS,2508
SM-VMC-RSS-VVSS,2227.5
SM-VMC-RSS-VVSS,1518
SM-VMC-RSS-VVSS,1303.5
SM-VMC-RSS-VVSS_MAINT,2508
SM-VMC-RSS-VVSS_MAINT,2227.5
SM-VMC-RSS-VVSS_MAINT,1518
SM-VMC-RSS-VVSS_MAINT,1303.5
SM-VMC-RSS-VWOS_MAINT,17905.6
SM-VMC-RSS-VWOS_MAINT,15903
SM-VMC-RSS-VWOS_MAINT,10837.6
SM-VMC-RSS-VWOS_MAINT,9306.2
SM-VMC-RSS-VWOS_LIC,17905.6
SM-VMC-RSS-VWOS_LIC,15903
SM-VMC-RSS-VWOS_LIC,10837.6
SM-VMC-RSS-VWOS_LIC,9306.2
SM-VMC-RSS-VWOS,17905.6
SM-VMC-RSS-VWOS,15903
SM-VMC-RSS-VWOS,10837.6
SM-VMC-RSS-VWOS,9306.2
SM-VMC-RSS-VWPS_LIC,8952.8
SM-VMC-RSS-VWPS_LIC,7951.5
SM-VMC-RSS-VWPS_LIC,5418.8
SM-VMC-RSS-VWPS_LIC,4653.1
SM-VMC-RSS-VWPS_MAINT,8952.8
SM-VMC-RSS-VWPS_MAINT,7951.5
SM-VMC-RSS-VWPS_MAINT,5418.8
SM-VMC-RSS-VWPS_MAINT,4653.1
SM-VMC-RSS-VWPS,8952.8
SM-VMC-RSS-VWPS,7951.5
SM-VMC-RSS-VWPS,5418.8
SM-VMC-RSS-VWPS,4653.1
SM-VMC-RSS-VMPS_MAINT,5396
SM-VMC-RSS-VMPS_MAINT,4792.5
SM-VMC-RSS-VMPS_MAINT,3266
SM-VMC-RSS-VMPS_MAINT,2804.5
SM-VMC-RSS-VMPS,5396
SM-VMC-RSS-VMPS,4792.5
SM-VMC-RSS-VMPS,3266
SM-VMC-RSS-VMPS,2804.5
SM-VMC-RSS-VMPS_LIC,5396
SM-VMC-RSS-VMPS_LIC,4792.5
SM-VMC-RSS-VMPS_LIC,3266
SM-VMC-RSS-VMPS_LIC,2804.5
FIM-FIM-RSS-VEMEVS,30400
FIM-FIM-RSS-VEMEVS,27000
FIM-FIM-RSS-VEMEVS,18400
FIM-FIM-RSS-VEMEVS,15800
FIM-FIM-RSS-VEMEVS_MAINT,30400
FIM-FIM-RSS-VEMEVS_MAINT,27000
FIM-FIM-RSS-VEMEVS_MAINT,18400
FIM-FIM-RSS-VEMEVS_MAINT,15800
FIM-FIM-RSS-VEMEVS_LIC,30400
FIM-FIM-RSS-VEMEVS_LIC,27000
FIM-FIM-RSS-VEMEVS_LIC,18400
FIM-FIM-RSS-VEMEVS_LIC,15800
FIM-FIM-RSS-VEMEES,4552.4
FIM-FIM-RSS-VEMEES,4043.25
FIM-FIM-RSS-VEMEES,2755.4
FIM-FIM-RSS-VEMEES,2366.05
FIM-FIM-RSS-VEMEES_LIC,4552.4
FIM-FIM-RSS-VEMEES_LIC,4043.25
FIM-FIM-RSS-VEMEES_LIC,2755.4
FIM-FIM-RSS-VEMEES_LIC,2366.05
FIM-FIM-RSS-VEMEES_MAINT,4552.4
FIM-FIM-RSS-VEMEES_MAINT,4043.25
FIM-FIM-RSS-VEMEES_MAINT,2755.4
FIM-FIM-RSS-VEMEES_MAINT,2366.05
FIM-FIM-RSS-VEMELS,12160
FIM-FIM-RSS-VEMELS,10800
FIM-FIM-RSS-VEMELS,7360
FIM-FIM-RSS-VEMELS,6320
FIM-FIM-RSS-VEMELS_MAINT,12160
FIM-FIM-RSS-VEMELS_MAINT,10800
FIM-FIM-RSS-VEMELS_MAINT,7360
FIM-FIM-RSS-VEMELS_MAINT,6320
FIM-FIM-RSS-VEMELS_LIC,12160
FIM-FIM-RSS-VEMELS_LIC,10800
FIM-FIM-RSS-VEMELS_LIC,7360
FIM-FIM-RSS-VEMELS_LIC,6320
HRM-HRM-RSL-VOLVSA,1900
HRM-HRM-RSL-VOLVSA,1687.5
HRM-HRM-RSL-VOLVSA,1150
HRM-HRM-RSL-VOLVSA,987.5
ES-ETM-RMS-VOLVSE,3800
ES-ETM-RMS-VOLVSE,3375
ES-ETM-RMS-VOLVSE,2300
ES-ETM-RMS-VOLVSE,1975
DM-WFM-RSS-WEBFSU_MAINT,8778
DM-WFM-RSS-WEBFSU_MAINT,7796.25
DM-WFM-RSS-WEBFSU_MAINT,5313
DM-WFM-RSS-WEBFSU_MAINT,4562.25
DM-WFM-RSS-WEBFSU_LIC,8778
DM-WFM-RSS-WEBFSU_LIC,7796.25
