Product2.ProductCode,UnitPrice
DM-IRM-RSS-BRSS_MAINT,4827.9
DM-IRM-RSS-BRSS_MAINT,4287.94
DM-IRM-RSS-BRSS_MAINT,2922.15
DM-IRM-RSS-BRSS_MAINT,2509.24
DM-IRM-RSS-BRSS,4827.9
DM-IRM-RSS-BRSS,4287.94
DM-IRM-RSS-BRSS,2922.15
DM-IRM-RSS-BRSS,2509.24
ES-DMP-RMS-BECE,7600
ES-DMP-RMS-BECE,6750
ES-DMP-RMS-BECE,4600
ES-DMP-RMS-BECE,3950
ES-SEA-RSL-B1IAAB,54.04
ES-SEA-RSL-B1IAAB,47.99
ES-SEA-RSL-B1IAAB,32.71
ES-SEA-RSL-B1IAAB,28.08
GS-GSE-RSS-SCHEYE_MAINT,4750
GS-GSE-RSS-SCHEYE_MAINT,4218.75
GS-GSE-RSS-SCHEYE_MAINT,2875
GS-GSE-RSS-SCHEYE_MAINT,2468.75
GS-GSE-RSS-SCHEYE_LIC,4750
GS-GSE-RSS-SCHEYE_LIC,4218.75
GS-GSE-RSS-SCHEYE_LIC,2875
GS-GSE-RSS-SCHEYE_LIC,2468.75
GS-GSE-RSS-SCHEYE,4750
GS-GSE-RSS-SCHEYE,4218.75
GS-GSE-RSS-SCHEYE,2875
GS-GSE-RSS-SCHEYE,2468.75
DP-SC-RSL-SDKR,76000
DP-SC-RSL-SDKR,67500
DP-SC-RSL-SDKR,46000
DP-SC-RSL-SDKR,39500
DP-SC-RSL-SCPIUT,38000
DP-SC-RSL-SCPIUT,33750
DP-SC-RSL-SCPIUT,23000
DP-SC-RSL-SCPIUT,19750
ES-SEG-RSS-SEGS_LIC,2280
ES-SEG-RSS-SEGS_LIC,2025
ES-SEG-RSS-SEGS_LIC,1380
ES-SEG-RSS-SEGS_LIC,1185
ES-SEG-RSS-SEGS,2280
ES-SEG-RSS-SEGS,2025
CDP-CSB-RSL-CASBSN,76
CDP-CSB-RSL-CASBSN,67.5
CDP-CSB-RSL-CASBSN,46
CDP-CSB-RSL-CASBSN,39.5
CDP-CSB-RSL-CASBSI,21.28
CDP-CSB-RSL-CASBSI,18.9
CDP-CSB-RSL-CASBSI,12.88
CDP-CSB-RSL-CASBSI,11.06
CDP-CSB-RSL-CASBSF,76
CDP-CSB-RSL-CASBSF,67.5
CDP-CSB-RSL-CASBSF,46
CDP-CSB-RSL-CASBSF,39.5
FIM-FIM-RSS-CCMNDS_LIC,141.36
FIM-FIM-RSS-CCMNDS_LIC,125.55
FIM-FIM-RSS-CCMNDS_LIC,85.56
FIM-FIM-RSS-CCMNDS_LIC,73.47
FIM-FIM-RSS-CCMNDS_MAINT,141.36
FIM-FIM-RSS-CCMNDS_MAINT,125.55
FIM-FIM-RSS-CCMNDS_MAINT,85.56
FIM-FIM-RSS-CCMNDS_MAINT,73.47
FIM-FIM-RSS-CCMNDS,141.36
FIM-FIM-RSS-CCMNDS,125.55
FIM-FIM-RSS-CCMNDS,85.56
FIM-FIM-RSS-CCMNDS,73.47
FIM-FIM-RSS-CCMSES_MAINT,188.48
FIM-FIM-RSS-CCMSES_MAINT,167.4
FIM-FIM-RSS-CCMSES_MAINT,114.08
FIM-FIM-RSS-CCMSES_MAINT,97.96
FIM-FIM-RSS-CCMSES_LIC,188.48
FIM-FIM-RSS-CCMSES_LIC,167.4
FIM-FIM-RSS-CCMSES_LIC,114.08
FIM-FIM-RSS-CCMSES_LIC,97.96
FIM-FIM-RSS-CCMSES,188.48
FIM-FIM-RSS-CCMSES,167.4
FIM-FIM-RSS-CCMSES,114.08
FIM-FIM-RSS-CCMSES,97.96
FIM-FIM-RSS-CCMSFO_LIC,72.96
FIM-FIM-RSS-CCMSFO_LIC,64.8
FIM-FIM-RSS-CCMSFO_LIC,44.16
FIM-FIM-RSS-CCMSFO_LIC,37.92
FIM-FIM-RSS-CCMSFO,72.96
FIM-FIM-RSS-CCMSFO,64.8
FIM-FIM-RSS-CCMSFO,44.16
FIM-FIM-RSS-CCMSFO,37.92
FIM-FIM-RSS-CCMSFO_MAINT,72.96
FIM-FIM-RSS-CCMSFO_MAINT,64.8
FIM-FIM-RSS-CCMSFO_MAINT,44.16
FIM-FIM-RSS-CCMSFO_MAINT,37.92
FIM-FIM-RSS-CCMSID_MAINT,34.96
FIM-FIM-RSS-CCMSID_MAINT,31.05
FIM-FIM-RSS-CCMSID_MAINT,21.16
FIM-FIM-RSS-CCMSID_MAINT,18.17
FIM-FIM-RSS-CCMSID,34.96
FIM-FIM-RSS-CCMSID,31.05
FIM-FIM-RSS-CCMSID,21.16
FIM-FIM-RSS-CCMSID,18.17
FIM-FIM-RSS-CCMSID_LIC,34.96
FIM-FIM-RSS-CCMSID_LIC,31.05
FIM-FIM-RSS-CCMSID_LIC,21.16
FIM-FIM-RSS-CCMSID_LIC,18.17
FIM-FIM-RSS-CCMSPD_LIC,15.2
FIM-FIM-RSS-CCMSPD_LIC,13.5
FIM-FIM-RSS-CCMSPD_LIC,9.2
FIM-FIM-RSS-CCMSPD_LIC,7.9
FIM-FIM-RSS-CCMSPD_MAINT,15.2
FIM-FIM-RSS-CCMSPD_MAINT,13.5
FIM-FIM-RSS-CCMSPD_MAINT,9.2
FIM-FIM-RSS-CCMSPD_MAINT,7.9
FIM-FIM-RSS-CCMSPD,15.2
FIM-FIM-RSS-CCMSPD,13.5
FIM-FIM-RSS-CCMSPD,9.2
FIM-FIM-RSS-CCMSPD,7.9
FIM-FIM-RSS-CCMWOS,63.84
FIM-FIM-RSS-CCMWOS,56.7
FIM-FIM-RSS-CCMWOS,38.64
FIM-FIM-RSS-CCMWOS,33.18
FIM-FIM-RSS-CCMWOS_MAINT,63.84
FIM-FIM-RSS-CCMWOS_MAINT,56.7
FIM-FIM-RSS-CCMWOS_MAINT,38.64
FIM-FIM-RSS-CCMWOS_MAINT,33.18
FIM-FIM-RSS-CCMWOS_LIC,63.84
FIM-FIM-RSS-CCMWOS_LIC,56.7
FIM-FIM-RSS-CCMWOS_LIC,38.64
FIM-FIM-RSS-CCMWOS_LIC,33.18
FIM-FIM-RSS-CCMWFO_MAINT,25.84
FIM-FIM-RSS-CCMWFO_MAINT,22.95
FIM-FIM-RSS-CCMWFO_MAINT,15.64
FIM-FIM-RSS-CCMWFO_MAINT,13.43
FIM-FIM-RSS-CCMWFO_LIC,25.84
FIM-FIM-RSS-CCMWFO_LIC,22.95
FIM-FIM-RSS-CCMWFO_LIC,15.64
FIM-FIM-RSS-CCMWFO_LIC,13.43
FIM-FIM-RSS-CCMWFO,25.84
FIM-FIM-RSS-CCMWFO,22.95
FIM-FIM-RSS-CCMWFO,15.64
FIM-FIM-RSS-CCMWFO,13.43
FIM-FIM-RSS-CCMLIS_LIC,11308.8
FIM-FIM-RSS-CCMLIS_LIC,10044
FIM-FIM-RSS-CCMLIS_LIC,6844.8
FIM-FIM-RSS-CCMLIS_LIC,5877.6
FIM-FIM-RSS-CCMLIS_MAINT,11308.8
FIM-FIM-RSS-CCMLIS_MAINT,10044
FIM-FIM-RSS-CCMLIS_MAINT,6844.8
FIM-FIM-RSS-CCMLIS_MAINT,5877.6
FIM-FIM-RSS-CCMLIS,11308.8
FIM-FIM-RSS-CCMLIS,10044
FIM-FIM-RSS-CCMLIS,6844.8
FIM-FIM-RSS-CCMLIS,5877.6
FIM-FIM-RSS-CCMMSS,32740.8
FIM-FIM-RSS-CCMMSS,29079
FIM-FIM-RSS-CCMMSS,19816.8
FIM-FIM-RSS-CCMMSS,17016.6
FIM-FIM-RSS-CCMMSS_MAINT,32740.8
FIM-FIM-RSS-CCMMSS_MAINT,29079
FIM-FIM-RSS-CCMMSS_MAINT,19816.8
FIM-FIM-RSS-CCMMSS_MAINT,17016.6
FIM-FIM-RSS-CCMMSS_LIC,32740.8
FIM-FIM-RSS-CCMMSS_LIC,29079
FIM-FIM-RSS-CCMMSS_LIC,19816.8
FIM-FIM-RSS-CCMMSS_LIC,17016.6
FIM-FIM-RSS-CCMMSF_MAINT,25262.4
FIM-FIM-RSS-CCMMSF_MAINT,22437
FIM-FIM-RSS-CCMMSF_MAINT,15290.4
FIM-FIM-RSS-CCMMSF_MAINT,13129.8
FIM-FIM-RSS-CCMMSF_LIC,25262.4
FIM-FIM-RSS-CCMMSF_LIC,22437
FIM-FIM-RSS-CCMMSF_LIC,15290.4
FIM-FIM-RSS-CCMMSF_LIC,13129.8
FIM-FIM-RSS-CCMMSF,25262.4
FIM-FIM-RSS-CCMMSF,22437
FIM-FIM-RSS-CCMMSF,15290.4
FIM-FIM-RSS-CCMMSF,13129.8
FIM-FIM-RSS-CCMWLS_LIC,1360.4
FIM-FIM-RSS-CCMWLS_LIC,1208.25
FIM-FIM-RSS-CCMWLS_LIC,823.4
FIM-FIM-RSS-CCMWLS_LIC,707.05
FIM-FIM-RSS-CCMWLS_MAINT,1360.4
FIM-FIM-RSS-CCMWLS_MAINT,1208.25
FIM-FIM-RSS-CCMWLS_MAINT,823.4
FIM-FIM-RSS-CCMWLS_MAINT,707.05
FIM-FIM-RSS-CCMWLS,1360.4
FIM-FIM-RSS-CCMWLS,1208.25
FIM-FIM-RSS-CCMWLS,823.4
FIM-FIM-RSS-CCMWLS,707.05
FIM-FIM-RSS-CCMWIN,3556.8
FIM-FIM-RSS-CCMWIN,3159
FIM-FIM-RSS-CCMWIN,2152.8
FIM-FIM-RSS-CCMWIN,1848.6
FIM-FIM-RSS-CCMWIN_LIC,3556.8
FIM-FIM-RSS-CCMWIN_LIC,3159
FIM-FIM-RSS-CCMWIN_LIC,2152.8
FIM-FIM-RSS-CCMWIN_LIC,1848.6
FIM-FIM-RSS-CCMWIN_MAINT,3556.8
FIM-FIM-RSS-CCMWIN_MAINT,3159
FIM-FIM-RSS-CCMWIN_MAINT,2152.8
FIM-FIM-RSS-CCMWIN_MAINT,1848.6
FIM-FIM-RSS-CCMWSE_MAINT,3556.8
FIM-FIM-RSS-CCMWSE_MAINT,3159
FIM-FIM-RSS-CCMWSE_MAINT,2152.8
FIM-FIM-RSS-CCMWSE_MAINT,1848.6
FIM-FIM-RSS-CCMWSE,3556.8
FIM-FIM-RSS-CCMWSE,3159
FIM-FIM-RSS-CCMWSE,2152.8
FIM-FIM-RSS-CCMWSE,1848.6
FIM-FIM-RSS-CCMWSE_LIC,3556.8
FIM-FIM-RSS-CCMWSE_LIC,3159
FIM-FIM-RSS-CCMWSE_LIC,2152.8
FIM-FIM-RSS-CCMWSE_LIC,1848.6
SM-ROT-RSS-CDBSUB,1524.64
SM-ROT-RSS-CDBSUB,1354.12
SM-ROT-RSS-CDBSUB,922.81
SM-ROT-RSS-CDBSUB,792.41
SM-ROT-RSS-CDBSUB_MAINT,1524.64
SM-ROT-RSS-CDBSUB_MAINT,1354.12
SM-ROT-RSS-CDBSUB_MAINT,922.81
SM-ROT-RSS-CDBSUB_MAINT,792.41
SM-ROT-RSS-CDBSUB_LIC,1524.64
SM-ROT-RSS-CDBSUB_LIC,1354.12
SM-ROT-RSS-CDBSUB_LIC,922.81
SM-ROT-RSS-CDBSUB_LIC,792.41
ES-SEG-NRPS-CSEGKP,71.85
ES-SEG-NRPS-CSEGKP,63.81
ES-SEG-NRPS-CSEGKP,43.49
ES-SEG-NRPS-CSEGKP,37.34
HRM-HRM-RSL-CLSAAS,3313.6
HRM-HRM-RSL-CLSAAS,2943
HRM-HRM-RSL-CLSAAS,2005.6
HRM-HRM-RSL-CLSAAS,1722.2
HRM-HRM-RSL-CLSACH,1822.18
HRM-HRM-RSL-CLSACH,1618.38
HRM-HRM-RSL-CLSACH,1102.9
HRM-HRM-RSL-CLSACH,947.05
HRM-HRM-RSL-CCHOPS,760
HRM-HRM-RSL-CCHOPS,675
HRM-HRM-RSL-CCHOPS,460
HRM-HRM-RSL-CCHOPS,395
ES-CEP-RSL-CEPS,3800
ES-CEP-RSL-CEPS,3375
ES-CEP-RSL-CEPS,2300
ES-CEP-RSL-CEPS,1975
CDP-CSB-RSL-CSPMS,15200
CDP-CSB-RSL-CSPMS,13500
CDP-CSB-RSL-CSPMS,9200
CDP-CSB-RSL-CSPMS,7900
OS-COS-NRPS-COBSTR,31160
OS-COS-NRPS-COBSTR,27675
OS-COS-NRPS-COBSTR,18860
OS-COS-NRPS-COBSTR,16195
DP-DLP-RSS-COMPLI,59.64
DP-DLP-RSS-COMPLI,52.97
DP-DLP-RSS-COMPLI,36.1
DP-DLP-RSS-COMPLI,31
DP-DLP-RSS-COMPLI_MAINT,59.64
DP-DLP-RSS-COMPLI_MAINT,52.97
DP-DLP-RSS-COMPLI_MAINT,36.1
DP-DLP-RSS-COMPLI_MAINT,31
DP-DLP-RSS-COMPLI_LIC,59.64
DP-DLP-RSS-COMPLI_LIC,52.97
DP-DLP-RSS-COMPLI_LIC,36.1
DP-DLP-RSS-COMPLI_LIC,31
IGA-AAS-RSS-CCFRS,21945.76
IGA-AAS-RSS-CCFRS,19491.3
IGA-AAS-RSS-CCFRS,13282.96
IGA-AAS-RSS-CCFRS,11406.02
IGA-AAS-RSS-CCFRS_LIC,21945.76
IGA-AAS-RSS-CCFRS_LIC,19491.3
IGA-AAS-RSS-CCFRS_LIC,13282.96
IGA-AAS-RSS-CCFRS_LIC,11406.02
IGA-AAS-RSS-CCFRS_MAINT,21945.76
IGA-AAS-RSS-CCFRS_MAINT,19491.3
IGA-AAS-RSS-CCFRS_MAINT,13282.96
IGA-AAS-RSS-CCFRS_MAINT,11406.02
IGA-AAS-RSS-CCLS_LIC,21945.76
IGA-AAS-RSS-CCLS_LIC,19491.3
IGA-AAS-RSS-CCLS_LIC,13282.96
IGA-AAS-RSS-CCLS_LIC,11406.02
IGA-AAS-RSS-CCLS_MAINT,21945.76
IGA-AAS-RSS-CCLS_MAINT,19491.3
IGA-AAS-RSS-CCLS_MAINT,13282.96
IGA-AAS-RSS-CCLS_MAINT,11406.02
IGA-AAS-RSS-CCLS,21945.76
IGA-AAS-RSS-CCLS,19491.3
IGA-AAS-RSS-CCLS,13282.96
IGA-AAS-RSS-CCLS,11406.02
IGA-AAS-RSP-CIROS,209760
IGA-AAS-RSP-CIROS,186300
IGA-AAS-RSP-CIROS,126960
IGA-AAS-RSP-CIROS,109020
OS-CI-RSS-CIS_MAINT,560.88
OS-CI-RSS-CIS_MAINT,498.15
OS-CI-RSS-CIS_MAINT,339.48
OS-CI-RSS-CIS_MAINT,291.51
OS-CI-RSS-CIS_LIC,560.88
OS-CI-RSS-CIS_LIC,498.15
OS-CI-RSS-CIS_LIC,339.48
OS-CI-RSS-CIS_LIC,291.51
OS-CI-RSS-CIS,560.88
OS-CI-RSS-CIS,498.15
OS-CI-RSS-CIS,339.48
OS-CI-RSS-CIS,291.51
OS-CI-RRM-OFFERE,0.18
OS-CI-RRM-OFFERE,0.16
IGA-VIS-RSS-CRDS_MAINT,19.15
IGA-VIS-RSS-CRDS_MAINT,17.01
IGA-VIS-RSS-CRDS_MAINT,11.59
IGA-VIS-RSS-CRDS_MAINT,9.95
IGA-VIS-RSS-CRDS_LIC,19.15
IGA-VIS-RSS-CRDS_LIC,17.01
IGA-VIS-RSS-CRDS_LIC,11.59
IGA-VIS-RSS-CRDS_LIC,9.95
IGA-VIS-RSS-CRDS,19.15
IGA-VIS-RSS-CRDS,17.01
IGA-VIS-RSS-CRDS,11.59
IGA-VIS-RSS-CRDS,9.95
OS-COS-NRST-CIICS,1292
OS-COS-NRST-CIICS,1147.5
OS-COS-NRST-CIICS,782
OS-COS-NRST-CIICS,671.5
OS-COS-NRST-CIC1S,912
OS-COS-NRST-CIC1S,810
OS-COS-NRST-CIC1S,552
OS-COS-NRST-CIC1S,474
OS-COS-NRST-CIC2S,532
OS-COS-NRST-CIC2S,472.5
OS-COS-NRST-CIC2S,322
OS-COS-NRST-CIC2S,276.5
DM-IRC-RSS-CSVCSU,1839.2
DM-IRC-RSS-CSVCSU,1633.5
DM-IRC-RSS-CSVCSU,1113.2
DM-IRC-RSS-CSVCSU,955.9
DM-IRC-RSS-CSVCSU_LIC,1839.2
DM-IRC-RSS-CSVCSU_LIC,1633.5
DM-IRC-RSS-CSVCSU_LIC,1113.2
DM-IRC-RSS-CSVCSU_LIC,955.9
DM-IRC-RSS-CSVCSU_MAINT,1839.2
DM-IRC-RSS-CSVCSU_MAINT,1633.5
DM-IRC-RSS-CSVCSU_MAINT,1113.2
DM-IRC-RSS-CSVCSU_MAINT,955.9
DP-DC-RSP-DCS,380
DP-DC-RSP-DCS,337.5
DP-DC-RSP-DCS,230
DP-DC-RSP-DCS,197.5
DP-DLP-RRM-DPRM,0.3
DP-DLP-RRM-DPRM,0.27
DP-DLP-RRM-DPRM,0.18
DP-DLP-RRM-DPRM,0.16
DP-DLP-RSL-DPPS,18.39
DP-DLP-RSL-DPPS,16.34
DP-DLP-RSL-DPPS,11.13
DP-DLP-RSL-DPPS,9.56
DM-IBM-RSS-DATASU_MAINT,1755.6
DM-IBM-RSS-DATASU_MAINT,1559.25
DM-IBM-RSS-DATASU_MAINT,1062.6
DM-IBM-RSS-DATASU_MAINT,912.45
DM-IBM-RSS-DATASU_LIC,1755.6
DM-IBM-RSS-DATASU_LIC,1559.25
DM-IBM-RSS-DATASU_LIC,1062.6
DM-IBM-RSS-DATASU_LIC,912.45
DM-IBM-RSS-DATASU,1755.6
DM-IBM-RSS-DATASU,1559.25
DM-IBM-RSS-DATASU,1062.6
DM-IBM-RSS-DATASU,912.45
,94.24
,83.7
,57.04
,48.98
DP-DC-RSS-DCSPLS_MAINT,63.84
DP-DC-RSS-DCSPLS_MAINT,56.7
DP-DC-RSS-DCSPLS_MAINT,38.64
DP-DC-RSS-DCSPLS_MAINT,33.18
DP-DC-RSS-DCSPLS_LIC,63.84
DP-DC-RSS-DCSPLS_LIC,56.7
DP-DC-RSS-DCSPLS_LIC,38.64
DP-DC-RSS-DCSPLS_LIC,33.18
DP-DC-RSS-DCSPLS,63.84
DP-DC-RSS-DCSPLS,56.7
DP-DC-RSS-DCSPLS,38.64
DP-DC-RSS-DCSPLS,33.18
DP-DC-RSL-DPMDSS,4560
DP-DC-RSL-DPMDSS,4050
DP-DC-RSL-DPMDSS,2760
DP-DC-RSL-DPMDSS,2370
DM-DLN-RSS-DELIBA,5016
DM-DLN-RSS-DELIBA,4455
DM-DLN-RSS-DELIBA,3036
DM-DLN-RSS-DELIBA,2607
DM-DLN-RSS-DELIBA_LIC,5016
DM-DLN-RSS-DELIBA_LIC,4455
DM-DLN-RSS-DELIBA_LIC,3036
DM-DLN-RSS-DELIBA_LIC,2607
DM-DLN-RSS-DELIBA_MAINT,5016
DM-DLN-RSS-DELIBA_MAINT,4455
DM-DLN-RSS-DELIBA_MAINT,3036
DM-DLN-RSS-DELIBA_MAINT,2607
DM-DLN-RSS-DELIIS_LIC,1881
DM-DLN-RSS-DELIIS_LIC,1670.63
DM-DLN-RSS-DELIIS_LIC,1138.5
DM-DLN-RSS-DELIIS_LIC,977.63
DM-DLN-RSS-DELIIS_MAINT,1881
DM-DLN-RSS-DELIIS_MAINT,1670.63
DM-DLN-RSS-DELIIS_MAINT,1138.5
DM-DLN-RSS-DELIIS_MAINT,977.63
DM-DLN-RSS-DELIIS,1881
DM-DLN-RSS-DELIIS,1670.63
DM-DLN-RSS-DELIIS,1138.5
DM-DLN-RSS-DELIIS,977.63
DM-DLN-RSS-DELISH_MAINT,877.8
DM-DLN-RSS-DELISH_MAINT,779.63
DM-DLN-RSS-DELISH_MAINT,531.3
DM-DLN-RSS-DELISH_MAINT,456.23
DM-DLN-RSS-DELISH,877.8
DM-DLN-RSS-DELISH,779.63
DM-DLN-RSS-DELISH,531.3
DM-DLN-RSS-DELISH,456.23
DM-DLN-RSS-DELISH_LIC,877.8
DM-DLN-RSS-DELISH_LIC,779.63
DM-DLN-RSS-DELISH_LIC,531.3
DM-DLN-RSS-DELISH_LIC,456.23
DM-DLN-RSS-DELIWM,1881
DM-DLN-RSS-DELIWM,1670.63
DM-DLN-RSS-DELIWM,1138.5
DM-DLN-RSS-DELIWM,977.63
DM-DLN-RSS-DELIWM_MAINT,1881
DM-DLN-RSS-DELIWM_MAINT,1670.63
DM-DLN-RSS-DELIWM_MAINT,1138.5
DM-DLN-RSS-DELIWM_MAINT,977.63
DM-DLN-RSS-DELIWM_LIC,1881
DM-DLN-RSS-DELIWM_LIC,1670.63
DM-DLN-RSS-DELIWM_LIC,1138.5
DM-DLN-RSS-DELIWM_LIC,977.63
BI-DB-RSS-DEPLSU_MAINT,20699.36
BI-DB-RSS-DEPLSU_MAINT,18384.3
BI-DB-RSS-DEPLSU_MAINT,12528.56
BI-DB-RSS-DEPLSU_MAINT,10758.22
BI-DB-RSS-DEPLSU,20699.36
BI-DB-RSS-DEPLSU,18384.3
BI-DB-RSS-DEPLSU,12528.56
BI-DB-RSS-DEPLSU,10758.22
BI-DB-RSS-DEPLSU_LIC,20699.36
BI-DB-RSS-DEPLSU_LIC,18384.3
BI-DB-RSS-DEPLSU_LIC,12528.56
BI-DB-RSS-DEPLSU_LIC,10758.22
FIM-FIM-RSS-DP700S,5244
FIM-FIM-RSS-DP700S,4657.5
FIM-FIM-RSS-DP700S,3174
FIM-FIM-RSS-DP700S,2725.5
FIM-FIM-RSS-DP700S_LIC,5244
FIM-FIM-RSS-DP700S_LIC,4657.5
FIM-FIM-RSS-DP700S_LIC,3174
FIM-FIM-RSS-DP700S_LIC,2725.5
FIM-FIM-RSS-DP700S_MAINT,5244
FIM-FIM-RSS-DP700S_MAINT,4657.5
FIM-FIM-RSS-DP700S_MAINT,3174
FIM-FIM-RSS-DP700S_MAINT,2725.5
FIM-FIM-RSS-DPESUB_MAINT,3556.8
FIM-FIM-RSS-DPESUB_MAINT,3159
FIM-FIM-RSS-DPESUB_MAINT,2152.8
FIM-FIM-RSS-DPESUB_MAINT,1848.6
FIM-FIM-RSS-DPESUB_LIC,3556.8
FIM-FIM-RSS-DPESUB_LIC,3159
FIM-FIM-RSS-DPESUB_LIC,2152.8
FIM-FIM-RSS-DPESUB_LIC,1848.6
FIM-FIM-RSS-DPESUB,3556.8
FIM-FIM-RSS-DPESUB,3159
FIM-FIM-RSS-DPESUB,2152.8
FIM-FIM-RSS-DPESUB,1848.6
FIM-FIM-RRM-DPEREN,951.14
FIM-FIM-RSS-DPEEXS,494
FIM-FIM-RSS-DPEEXS,438.75
FIM-FIM-RSS-DPEEXS,299
FIM-FIM-RSS-DPEEXS,256.75
FIM-FIM-RSS-DPEEXS_LIC,494
FIM-FIM-RSS-DPEEXS_LIC,438.75
FIM-FIM-RSS-DPEEXS_LIC,299
FIM-FIM-RSS-DPEEXS_LIC,256.75
FIM-FIM-RSS-DPEEXS_MAINT,494
FIM-FIM-RSS-DPEEXS_MAINT,438.75
FIM-FIM-RSS-DPEEXS_MAINT,299
FIM-FIM-RSS-DPEEXS_MAINT,256.75
FIM-FIM-RSS-DPELIS_LIC,1360.4
FIM-FIM-RSS-DPELIS_LIC,1208.25
FIM-FIM-RSS-DPELIS_LIC,823.4
FIM-FIM-RSS-DPELIS_LIC,707.05
FIM-FIM-RSS-DPELIS,1360.4
FIM-FIM-RSS-DPELIS,1208.25
FIM-FIM-RSS-DPELIS,823.4
FIM-FIM-RSS-DPELIS,707.05
FIM-FIM-RSS-DPELIS_MAINT,1360.4
FIM-FIM-RSS-DPELIS_MAINT,1208.25
FIM-FIM-RSS-DPELIS_MAINT,823.4
FIM-FIM-RSS-DPELIS_MAINT,707.05
DP-DLP-RSS-DGDMCS,50464
DP-DLP-RSS-DGDMCS,44820
DP-DLP-RSS-DGDMCS,30544
DP-DLP-RSS-DGDMCS,26228
DP-DLP-RSS-DGDMCS_LIC,50464
DP-DLP-RSS-DGDMCS_LIC,44820
DP-DLP-RSS-DGDMCS_LIC,30544
DP-DLP-RSS-DGDMCS_LIC,26228
DP-DLP-RSS-DGDMCS_MAINT,50464
DP-DLP-RSS-DGDMCS_MAINT,44820
DP-DLP-RSS-DGDMCS_MAINT,30544
DP-DLP-RSS-DGDMCS_MAINT,26228
DP-DLP-RSL-DGDSSE,5.02
DP-DLP-RSL-DGDSSE,4.46
DP-DLP-RSL-DGDSSE,3.04
DP-DLP-RSL-DGDSSE,2.61
DP-DLP-RSL-DGDSSU,2.43
DP-DLP-RSL-DGDSSU,2.16
DP-DLP-RSL-DGDSSU,1.47
DP-DLP-RSL-DGDSSU,1.26
DM-DA-RSS-DAAS_LIC,1.52
DM-DA-RSS-DAAS_LIC,1.35
DM-DA-RSS-DAAS_LIC,0.92
DM-DA-RSS-DAAS_LIC,0.79
DM-DA-RSS-DAAS,1.52
DM-DA-RSS-DAAS,1.35
DM-DA-RSS-DAAS,0.92
DM-DA-RSS-DAAS,0.79
DM-DA-RSS-DAAS_MAINT,1.52
DM-DA-RSS-DAAS_MAINT,1.35
DM-DA-RSS-DAAS_MAINT,0.92
DM-DA-RSS-DAAS_MAINT,0.79
DM-IRM-RSS-DRSSUB_MAINT,6270
DM-IRM-RSS-DRSSUB_MAINT,5568.75
DM-IRM-RSS-DRSSUB_MAINT,3795
DM-IRM-RSS-DRSSUB_MAINT,3258.75
DM-IRM-RSS-DRSSUB,6270
DM-IRM-RSS-DRSSUB,5568.75
DM-IRM-RSS-DRSSUB,3795
DM-IRM-RSS-DRSSUB,3258.75
DM-IRM-RSS-DRSSUB_LIC,6270
DM-IRM-RSS-DRSSUB_LIC,5568.75
DM-IRM-RSS-DRSSUB_LIC,3795
DM-IRM-RSS-DRSSUB_LIC,3258.75
,114
,101.25
,69
,59.25
,103.36
,91.8
,62.56
,53.72
CDP-DPM-RSL-DSPMH,7600
CDP-DPM-RSL-DSPMH,6750
CDP-DPM-RSL-DSPMH,4600
CDP-DPM-RSL-DSPMH,3950
CDP-DPM-RSL-DSHDDS,7600
CDP-DPM-RSL-DSHDDS,6750
CDP-DPM-RSL-DSHDDS,4600
CDP-DPM-RSL-DSHDDS,3950
VM-DDL-RSL-DSMFAL,109.44
VM-DDL-RSL-DSMFAL,97.2
VM-DDL-RSL-DSMFAL,66.24
VM-DDL-RSL-DSMFAL,56.88
DP-DLP-RSS-DVCSUB_MAINT,140.45
DP-DLP-RSS-DVCSUB_MAINT,124.74
DP-DLP-RSS-DVCSUB_MAINT,85.01
DP-DLP-RSS-DVCSUB_MAINT,73
DP-DLP-RSS-DVCSUB,140.45
DP-DLP-RSS-DVCSUB,124.74
DP-DLP-RSS-DVCSUB,85.01
DP-DLP-RSS-DVCSUB,73
DP-DLP-RSS-DVCSUB_LIC,140.45
DP-DLP-RSS-DVCSUB_LIC,124.74
DP-DLP-RSS-DVCSUB_LIC,85.01
DP-DLP-RSS-DVCSUB_LIC,73
DP-DLP-RSS-EDRS,93.39
DP-DLP-RSS-EDRS,82.94
DP-DLP-RSS-EDRS,56.52
DP-DLP-RSS-EDRS,48.54
DP-DLP-RSS-EDRS_MAINT,93.39
DP-DLP-RSS-EDRS_MAINT,82.94
DP-DLP-RSS-EDRS_MAINT,56.52
DP-DLP-RSS-EDRS_MAINT,48.54
DP-DLP-RSS-EDRS_LIC,93.39
DP-DLP-RSS-EDRS_LIC,82.94
DP-DLP-RSS-EDRS_LIC,56.52
DP-DLP-RSS-EDRS_LIC,48.54
GS-GSE-RSS-EBPS,4180
GS-GSE-RSS-EBPS,3712.5
GS-GSE-RSS-EBPS,2530
GS-GSE-RSS-EBPS,2172.5
GS-GSE-RSS-EBPS_MAINT,4180
GS-GSE-RSS-EBPS_MAINT,3712.5
GS-GSE-RSS-EBPS_MAINT,2530
GS-GSE-RSS-EBPS_MAINT,2172.5
GS-GSE-RSS-EBPS_LIC,4180
GS-GSE-RSS-EBPS_LIC,3712.5
GS-GSE-RSS-EBPS_LIC,2530
GS-GSE-RSS-EBPS_LIC,2172.5
