
===== SHEET: Sheet1 (2394r x 53c) =====
dnb_dunsnumber	exchangerate	hs_account	hs_accountname	hs_contracttermenddate	hs_contracttermstartdate	hs_historicalexchangerate	hs_initialmaintenancediscount	hs_managedservicescommission	hs_managedservicesdiscount	hs_name	hs_newmaintenancecommission	hs_newsubscriptioncommission	hs_nonoriginatinginitialmaintenancediscount	hs_nonoriginatingmanagedservicesdiscount	hs_nonoriginatingprofservicesdiscount	hs_nonoriginatingrenewmaintenancediscount	hs_nonoriginatingsoftwarediscount	hs_nonoriginatingsubscriptiondiscount	hs_notes	hs_otherreferralsdiscount	hs_partnerdiscountclassification	hs_partnerdiscountclassificationname	hs_partnerdiscountid	hs_primarycertifiedcontact	hs_primarycertifiedcontactname	hs_productbrand	hs_productbrandname	hs_productcertification	hs_productcertificationname	hs_quotacommitment	hs_quotacommitment_base	hs_renewalmaintenancecommission	hs_renewalmaintenancediscount	hs_secondarycertifiedcontact	hs_secondarycertifiedcontactname	hs_servicescommission	hs_servicesdiscount	hs_softwarecommission	hs_softwarediscount	hs_softwareproductmaster	hs_softwareproductmastername	hs_specialinitialmaintenance	hs_specialinitialmaintenance_base	hs_specialservices	hs_specialservices_base	hs_specialsoftware	hs_specialsoftware_base	hs_specialsubscription	hs_specialsubscription_base	hs_subscriptiondiscount	ownerid	owneridname
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					8dac9324-ab10-f011-9989-000d3a34afbe			c7c98b55-1480-ea11-8109-0050569f6bb1	Clearswift	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					d270913c-ab10-f011-9989-000d3a34afbe			676916ac-2a36-ee11-bdf4-000d3a1c08e1	Agari	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					2cdfc07a-ab10-f011-9989-000d3a34afbe			793f1549-1b0c-ed11-82e5-00224827a0b1	Terranova Security	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					0f8abf99-ab10-f011-9989-000d3a34afbe			130a8e62-538f-ec11-b400-00224824805a	Beyond Security	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					fdbc98ca-ab10-f011-9989-000d3a34afbe			aec060e6-b658-ef11-a316-6045bda871d0	Alert Logic	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					a64133e9-ab10-f011-9989-000d3a34afbe			d138895c-af1f-ec11-b6e6-000d3a1177a9	Digital Defense	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5	Core Security Cobalt Strike Outflank Security Tooling (OST) See Table 1 for Outflank Security Tooling (OST) Discounts				8ab59b15-ac10-f011-9989-000d3a34afbe			858fb2fa-0b44-e911-80f8-0050569f6bb1	Core CTS	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				56c0c15b-0e72-f011-b4cb-000d3a34afbe			676916ac-2a36-ee11-bdf4-000d3a1c08e1	Agari	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				2daa1780-0e72-f011-b4cb-000d3a34afbe			aec060e6-b658-ef11-a316-6045bda871d0	Alert Logic	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				403e77aa-0e72-f011-b4cb-000d3a34afbe			130a8e62-538f-ec11-b400-00224824805a	Beyond Security	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				36a3ddcf-0e72-f011-b4cb-000d3a34afbe			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				131207e8-0e72-f011-b4cb-000d3a34afbe			c7c98b55-1480-ea11-8109-0050569f6bb1	Clearswift	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				a10c3500-0f72-f011-b4cb-000d3a34afbe			1c1a4ed0-a2ad-eb11-8116-0050569f6bb1	Cobalt Strike	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				af168e18-0f72-f011-b4cb-000d3a34afbe			858fb2fa-0b44-e911-80f8-0050569f6bb1	Core CTS	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				e90c9e3d-0f72-f011-b4cb-000d3a34afbe			d138895c-af1f-ec11-b6e6-000d3a1177a9	Digital Defense	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				929a3256-0f72-f011-b4cb-000d3a34afbe			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				88723ea1-0f72-f011-b4cb-000d3a34afbe			26de1ae0-2243-ed11-bba1-000d3a8fb7a8	Outflank	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				670061b3-0f72-f011-b4cb-000d3a34afbe			188d680d-0bae-ed11-aad0-0022480ae351	PhishLabs	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				2f59b2d1-0f72-f011-b4cb-000d3a34afbe			793f1549-1b0c-ed11-82e5-00224827a0b1	Terranova Security	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				f7d3b7e9-0f72-f011-b4cb-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				d646e601-1072-f011-b4cb-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
986135390		8a212a48-5580-ee11-8179-0022480ae351	Renaissance Contingency Services Limited		2025-08-05 00:00:00		0		10			0	0	5	5	0	0	5	Executed FortraONE Distributor Agreement on 8/05/2025. Partner is authorized to sell all Cyber solutions in Ireland. Account discounts are set up to stack VAR guaranteed margin discounts.				6f15fe31-1372-f011-b4cb-000d3a34afbe			787275a7-946e-e511-80cd-0050568460e4	Fortra	0	No				0			0	5	0	0											10	49fac6c7-c891-eb11-b1ad-000d3a591c47	Vicki Smith
774485689		6ddf0c40-4bdd-4d35-bddf-3ea26fdc8ff2	CGI Sverige AB	2027-05-31 00:00:00	2024-06-01 00:00:00		0						0		0	0	0	0	• Halcyon Level 2 Systems Operations Suite • Halcyon Network Server Suite and Enterprise Console • Powertech security solution suite for IBM i				9b84b52f-c7f2-ef11-be20-000d3a34afbe			84c9d343-bd25-e511-80c4-005056840efe	Halcyon	0	No				0				0		0											0	bb8e848a-c991-eb11-b1ad-000d3a591c47	Tanya Johnson
774485689		6ddf0c40-4bdd-4d35-bddf-3ea26fdc8ff2	CGI Sverige AB	2027-05-31 00:00:00	2024-06-01 00:00:00		0						0		0	0	0	0	• Halcyon Level 2 Systems Operations Suite • Halcyon Network Server Suite and Enterprise Console • Powertech security solution suite for IBM i				6783166c-c7f2-ef11-be20-000d3a34afbe			88c9d343-bd25-e511-80c4-005056840efe	PowerTech	0	No				0				0		0											0	bb8e848a-c991-eb11-b1ad-000d3a591c47	Tanya Johnson
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					e4d9cf3a-5766-f011-bec2-000d3a34afbe			c7c98b55-1480-ea11-8109-0050569f6bb1	Clearswift	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					e5a0c452-5766-f011-bec2-000d3a34afbe			757f8a85-d33b-f011-b4cc-6045bdebdf0f	Cloud Data Protection	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					8d86ea76-5766-f011-bec2-000d3a34afbe			1c1a4ed0-a2ad-eb11-8116-0050569f6bb1	Cobalt Strike	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					4010ee8e-5766-f011-bec2-000d3a34afbe			858fb2fa-0b44-e911-80f8-0050569f6bb1	Core CTS	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					254221a1-5766-f011-bec2-000d3a34afbe			d138895c-af1f-ec11-b6e6-000d3a1177a9	Digital Defense	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					d3451db9-5766-f011-bec2-000d3a34afbe			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					4aec48d1-5766-f011-bec2-000d3a34afbe			787275a7-946e-e511-80cd-0050568460e4	Fortra	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					afdda6e3-5766-f011-bec2-000d3a34afbe			26de1ae0-2243-ed11-bba1-000d3a8fb7a8	Outflank	0	No				0				0		0	a90df5b0-4b43-ed11-bba1-000d3a8fb7a8	Outflank Security Tooling (OST)									15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					c574a438-5866-f011-bec2-000d3a34afbe			188d680d-0bae-ed11-aad0-0022480ae351	PhishLabs	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					ea9eda44-5866-f011-bec2-000d3a34afbe			793f1549-1b0c-ed11-82e5-00224827a0b1	Terranova Security	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					78c14b57-5866-f011-bec2-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
117706913		6d5a8114-8673-ef11-a671-6045bd045f9e	Pentamix Security	2026-06-20 00:00:00	2025-06-20 00:00:00		0		15				0	7	0	0	0	7					1d299269-5866-f011-bec2-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No				0				0		0											15	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					ea38b0e1-ff16-f111-8341-000d3a36224e			676916ac-2a36-ee11-bdf4-000d3a1c08e1	Agari	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					2f79e6f0-ff16-f111-8341-000d3a36224e			130a8e62-538f-ec11-b400-00224824805a	Beyond Security	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					67aec605-0017-f111-8341-000d3a36224e			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					f87a9513-0017-f111-8341-000d3a36224e			c7c98b55-1480-ea11-8109-0050569f6bb1	Clearswift	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					f4c48d1f-0017-f111-8341-000d3a36224e			757f8a85-d33b-f011-b4cc-6045bdebdf0f	Cloud Data Protection	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					ac18a52b-0017-f111-8341-000d3a36224e			1c1a4ed0-a2ad-eb11-8116-0050569f6bb1	Cobalt Strike	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					a9b4db31-0017-f111-8341-000d3a36224e			858fb2fa-0b44-e911-80f8-0050569f6bb1	Core CTS	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					9f5a3e3f-0017-f111-8341-000d3a36224e			d138895c-af1f-ec11-b6e6-000d3a1177a9	Digital Defense	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					a9007045-0017-f111-8341-000d3a36224e			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					06de3252-0017-f111-8341-000d3a36224e			787275a7-946e-e511-80cd-0050568460e4	Fortra	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					89365963-0017-f111-8341-000d3a36224e			26de1ae0-2243-ed11-bba1-000d3a8fb7a8	Outflank	0	No				20				15		40	a90df5b0-4b43-ed11-bba1-000d3a8fb7a8	Outflank Security Tooling (OST)									30	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					8a08636b-0017-f111-8341-000d3a36224e			188d680d-0bae-ed11-aad0-0022480ae351	PhishLabs	0	No				20				15		40											30	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					5cb34b74-0017-f111-8341-000d3a36224e			793f1549-1b0c-ed11-82e5-00224827a0b1	Terranova Security	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					54ab1c81-0017-f111-8341-000d3a36224e			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
264631509		04817e14-aae3-ed11-a7c6-000d3a321d70	Hermitage Solutions SAS		2026-03-02 00:00:00		40						0		0	0	0	0					5e0c218d-0017-f111-8341-000d3a36224e			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No				20				15		40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
656067232		46ff1fe7-209a-e911-80ff-0050568460e4	LC Networks Communication Inc.,		2026-03-12 00:00:00		40					0	0	0	0	0	0	0					2081b148-4d1e-f111-8341-000d3a36224e			676916ac-2a36-ee11-bdf4-000d3a1c08e1	Agari	0	No				20				15	0	40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
656067232		46ff1fe7-209a-e911-80ff-0050568460e4	LC Networks Communication Inc.,		2026-03-12 00:00:00		40					0	0		0	0	0	0					34c24f5e-4d1e-f111-8341-000d3a36224e			130a8e62-538f-ec11-b400-00224824805a	Beyond Security	0	No				20				15	0	40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
656067232		46ff1fe7-209a-e911-80ff-0050568460e4	LC Networks Communication Inc.,		2026-03-12 00:00:00		40					0	0		0	0	0	0					cdf2f2ca-4e1e-f111-8341-000d3a36224e			c7c98b55-1480-ea11-8109-0050569f6bb1	Clearswift	0	No				20				15	0	40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
656067232		46ff1fe7-209a-e911-80ff-0050568460e4	LC Networks Communication Inc.,		2026-03-12 00:00:00		40					0	0		0	0	0	0					ccad2adb-4e1e-f111-8341-000d3a36224e			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No				20				15	0	40											40	d74a3a8f-c9d5-ee11-9078-000d3a58b168	Lidiane Santos
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				40		0				5	0	0	5	5	5					e10abefa-b1d9-ef11-a730-000d3a366085			676916ac-2a36-ee11-bdf4-000d3a1c08e1	Agari	0	No				30				18		40											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				40		0				5	0	0	5	5	5					bb52e9a7-b2d9-ef11-a730-000d3a366085			97082f59-7f65-e611-80da-0050569f6bb1	Linoma	0	No				30				18		40											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				40		0				5	0	0	5	5	5					d6df6bf7-b2d9-ef11-a730-000d3a366085			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No				20				18		40											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				40		0				5	0	0	5	5	5					f3776623-b3d9-ef11-a730-000d3a366085			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No				20				18		40											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				40		0				5	0	0	5	5	5					23f4b441-b3d9-ef11-a730-000d3a366085			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No				20				18		40											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				40		0				5	0	0	5	5	5					ae08386d-b3d9-ef11-a730-000d3a366085			c7c98b55-1480-ea11-8109-0050569f6bb1	Clearswift	0	No				30				18		40											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				40		0				5	0	0	5	5	5					7144c098-b3d9-ef11-a730-000d3a366085			793f1549-1b0c-ed11-82e5-00224827a0b1	Terranova Security	0	No				30				18		40											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				0		0				0	0	0	0	0	5					9c2e62cf-b3d9-ef11-a730-000d3a366085			188d680d-0bae-ed11-aad0-0022480ae351	PhishLabs	0	No				0				0		0											30	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				0		0				0	0	0	0	0	5					00c0a925-b4d9-ef11-a730-000d3a366085			858fb2fa-0b44-e911-80f8-0050569f6bb1	Core CTS	0	No				0				18		0											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				0		0				0	0	0	0	0	5					d78cc343-b4d9-ef11-a730-000d3a366085			1c1a4ed0-a2ad-eb11-8116-0050569f6bb1	Cobalt Strike	0	No				0				18		0											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				0		0				0	0	0	0	0	5					da4dfe7f-b4d9-ef11-a730-000d3a366085			130a8e62-538f-ec11-b400-00224824805a	Beyond Security	0	No				0				18		0											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
556695879		d50bbc97-0202-eb11-8115-0050568460e4	VNCS				0		0				0	0	0	0	0	5					b94af797-b4d9-ef11-a730-000d3a366085			d138895c-af1f-ec11-b6e6-000d3a1177a9	Digital Defense	0	No				0				18		0											40	e4900bc7-be97-eb11-b1ac-000d3a3769cd	Cindy Whalen
