
===== SHEET: Sheet1 (2394r x 53c) =====
dnb_dunsnumber	exchangerate	hs_account	hs_accountname	hs_contracttermenddate	hs_contracttermstartdate	hs_historicalexchangerate	hs_initialmaintenancediscount	hs_managedservicescommission	hs_managedservicesdiscount	hs_name	hs_newmaintenancecommission	hs_newsubscriptioncommission	hs_nonoriginatinginitialmaintenancediscount	hs_nonoriginatingmanagedservicesdiscount	hs_nonoriginatingprofservicesdiscount	hs_nonoriginatingrenewmaintenancediscount	hs_nonoriginatingsoftwarediscount	hs_nonoriginatingsubscriptiondiscount	hs_notes	hs_otherreferralsdiscount	hs_partnerdiscountclassification	hs_partnerdiscountclassificationname	hs_partnerdiscountid	hs_primarycertifiedcontact	hs_primarycertifiedcontactname	hs_productbrand	hs_productbrandname	hs_productcertification	hs_productcertificationname	hs_quotacommitment	hs_quotacommitment_base	hs_renewalmaintenancecommission	hs_renewalmaintenancediscount	hs_secondarycertifiedcontact	hs_secondarycertifiedcontactname	hs_servicescommission	hs_servicesdiscount	hs_softwarecommission	hs_softwarediscount	hs_softwareproductmaster	hs_softwareproductmastername	hs_specialinitialmaintenance	hs_specialinitialmaintenance_base	hs_specialservices	hs_specialservices_base	hs_specialsoftware	hs_specialsoftware_base	hs_specialsubscription	hs_specialsubscription_base	hs_subscriptiondiscount	ownerid	owneridname
238869759		9e447410-5691-ef11-ac21-6045bd047409	Infinigate Global Services Limited	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					74cef14e-6f32-f011-8c4e-000d3a34afbe			1c1a4ed0-a2ad-eb11-8116-0050569f6bb1	Cobalt Strike	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
238869759		9e447410-5691-ef11-ac21-6045bd047409	Infinigate Global Services Limited	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					3b99e95a-6f32-f011-8c4e-000d3a34afbe			26de1ae0-2243-ed11-bba1-000d3a8fb7a8	Outflank	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					17bcab1a-7132-f011-8c4e-000d3a34afbe			676916ac-2a36-ee11-bdf4-000d3a1c08e1	Agari	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					572864e2-7132-f011-8c4e-000d3a34afbe			c7c98b55-1480-ea11-8109-0050569f6bb1	Clearswift	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					1fd25000-7232-f011-8c4e-000d3a34afbe			188d680d-0bae-ed11-aad0-0022480ae351	PhishLabs	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					ab1b2b43-7232-f011-8c4e-000d3a34afbe			793f1549-1b0c-ed11-82e5-00224827a0b1	Terranova Security	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					8ed07555-7232-f011-8c4e-000d3a34afbe			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					90e79a61-7232-f011-8c4e-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					5a519973-7232-f011-8c4e-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					dff59285-7232-f011-8c4e-000d3a34afbe			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					e9d19d91-7232-f011-8c4e-000d3a34afbe			d138895c-af1f-ec11-b6e6-000d3a1177a9	Digital Defense	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					86e2ccaa-7232-f011-8c4e-000d3a34afbe			130a8e62-538f-ec11-b400-00224824805a	Beyond Security	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					eee8c8bc-7232-f011-8c4e-000d3a34afbe			1c1a4ed0-a2ad-eb11-8116-0050569f6bb1	Cobalt Strike	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					518bb9c8-7232-f011-8c4e-000d3a34afbe			858fb2fa-0b44-e911-80f8-0050569f6bb1	Core CTS	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
415505267		a29e14be-f891-ef11-ac21-0022480807c8	Infinigate Global Services Europe B.V.	2025-12-31 00:00:00	2024-08-14 00:00:00		15		10				5	5	5	5	5	5					a91ca9e0-7232-f011-8c4e-000d3a34afbe			26de1ae0-2243-ed11-bba1-000d3a8fb7a8	Outflank	0	No				15				10		15											40	320b2003-bf97-eb11-b1ac-000d3a3769cd	Mandy Lopez
659428218	1	c4ae506f-8dcc-4c45-a9d5-6b322a1dbf10	South Asian Technologies (Private) Limited*	2025-12-31 00:00:00	2025-03-31 00:00:00		20						5		0	5	5	5					ae6f39ca-120f-f011-9989-000d3a34afbe			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No	75000	75000		10				10		20											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
659428218	1	c4ae506f-8dcc-4c45-a9d5-6b322a1dbf10	South Asian Technologies (Private) Limited*	2025-12-31 00:00:00	2025-03-31 00:00:00		20						5		0	5	5	5					d27a0525-130f-f011-9989-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No	75000	75000		10				10		20											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
659428218	1	c4ae506f-8dcc-4c45-a9d5-6b322a1dbf10	South Asian Technologies (Private) Limited*	2025-12-31 00:00:00	2025-03-31 00:00:00		20						5		0	5	5	5					56d02379-130f-f011-9989-000d3a34afbe			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No	75000	75000		10				10		20											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
659428218	1	c4ae506f-8dcc-4c45-a9d5-6b322a1dbf10	South Asian Technologies (Private) Limited*	2025-12-31 00:00:00	2025-03-31 00:00:00		20						5		0	5	5	5					b4c15dce-130f-f011-9989-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No	75000	75000		10				10		20											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
846093763	1	8983bde1-6c0d-eb11-8115-005056840efe	Sisap	2025-12-31 00:00:00	2025-04-01 00:00:00		20						5		0	5	5	5					ce33831d-a00f-f011-9989-000d3a34afbe			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No	75000	75000		10				10		20											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
846093763	1	8983bde1-6c0d-eb11-8115-005056840efe	Sisap	2025-12-31 00:00:00	2025-04-01 00:00:00		20						5		0	5	5	5					f8797ff0-a00f-f011-9989-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No	75000	75000		10				10		20											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
846093763	1	8983bde1-6c0d-eb11-8115-005056840efe	Sisap	2025-12-31 00:00:00	2025-04-01 00:00:00		20						5		0	5	5	5					bfd1db1a-a10f-f011-9989-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No	75000	75000		10				10		20											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
846093763	1	8983bde1-6c0d-eb11-8115-005056840efe	Sisap				0						0		0	0	0	0	See Table 1 of the Schedule A for Outflank Security Tooling (OST) Discounts				56292a99-a10f-f011-9989-000d3a34afbe			1c1a4ed0-a2ad-eb11-8116-0050569f6bb1	Cobalt Strike	0	No	75000	75000		0				10		0											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
846093763	1	8983bde1-6c0d-eb11-8115-005056840efe	Sisap	2025-12-31 00:00:00	2025-04-01 00:00:00		0						0		0	0	0	0	See Table 1 of the Schedule A for Outflank Security Tooling (OST) Discounts				3c7e7a0b-a30f-f011-9989-000d3a34afbe			858fb2fa-0b44-e911-80f8-0050569f6bb1	Core CTS	0	No	75000	75000		0				10		0											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
846093763	1	8983bde1-6c0d-eb11-8115-005056840efe	Sisap	2025-12-31 00:00:00	2025-04-01 00:00:00		0						0		0	0	0	0	See Table 1 of the Schedule A for Outflank Security Tooling (OST) Discounts				1e0dcb8e-a30f-f011-9989-000d3a34afbe			b2409404-0c44-e911-80f8-0050569f6bb1	Core IGA	0	No	75000	75000		0				10		0											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
846093763	1	8983bde1-6c0d-eb11-8115-005056840efe	Sisap	2025-12-31 00:00:00	2025-04-01 00:00:00		0						0		0	0	0	0	See Table 1 of the Schedule A for Outflank Security Tooling (OST) Discounts				da3266ad-a30f-f011-9989-000d3a34afbe			655e48cc-f38d-e911-80fb-0050569f6bb1	Core SCS	0	No	75000	75000		0				10		0											20	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
523018968	1	881225be-0a7a-ca61-f68c-4b8fe9cce577	HANDD Business Solutions - UK	2025-12-31 00:00:00	2025-04-01 00:00:00		0						0		0	0	0	5					8ac002ca-d90f-f011-9989-000d3a34afbe			7ec9d343-bd25-e511-80c4-005056840efe	AutoMate	0	No	100000	100000		0				15		0											30	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
737813159	1	5d63af2c-3141-1873-ec08-4e554b30d63c	Pro2col*	2025-12-31 00:00:00	2025-04-01 00:00:00		0						0		0	0	0	5	Automation: Automate (RPA), JAMS (WLA), Vityl, Intermapper				1d3135f1-6e10-f011-9989-000d3a34afbe			7ec9d343-bd25-e511-80c4-005056840efe	AutoMate	0	No	750000	750000		0				15		0											30	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
492691186	1	6fdfc123-2054-4b17-bc2c-f4d3dccb169c	Korper ICT	2026-12-31 00:00:00	2026-01-01 00:00:00		40						5		0	5	5	5	Automation: Automate (RPA), JAMS (WLA), Vityl, Intermapper				df1eb9a5-7b10-f011-9989-000d3a34afbe			7ec9d343-bd25-e511-80c4-005056840efe	AutoMate	0	No	200000	200000		40				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
442711674	1	bda38b62-edec-a036-7977-4d2c93df0c15	BlackBridge*	2025-12-31 00:00:00	2025-04-01 00:00:00		30						5		0	5	5	5	Automation: Automate (RPA), JAMS (WLA), Vityl, Intermapper				d833d42e-8510-f011-9989-000d3a34afbe			7ec9d343-bd25-e511-80c4-005056840efe	AutoMate	0	No	150000	150000		30				15		30											30	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
492691186		6fdfc123-2054-4b17-bc2c-f4d3dccb169c	Korper ICT	2026-12-31 00:00:00	2026-01-01 00:00:00		40						5		0	5	5	5	Automation: Automate (RPA), JAMS (WLA), Vityl, Intermapper				a6d0de91-9210-f011-9989-000d3a34afbe			86c9d343-bd25-e511-80c4-005056840efe	InterMapper	0	No				40				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					5268a3ad-9510-f011-9989-000d3a34afbe			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					b13bb8de-9510-f011-9989-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					434ab821-9610-f011-9989-000d3a34afbe			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					48784333-9710-f011-9989-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					ce92ee82-9710-f011-9989-000d3a34afbe			676916ac-2a36-ee11-bdf4-000d3a1c08e1	Agari	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					f9b39eef-9710-f011-9989-000d3a34afbe			188d680d-0bae-ed11-aad0-0022480ae351	PhishLabs	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					f5ca3857-9810-f011-9989-000d3a34afbe			793f1549-1b0c-ed11-82e5-00224827a0b1	Terranova Security	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					14ade17d-9810-f011-9989-000d3a34afbe			130a8e62-538f-ec11-b400-00224824805a	Beyond Security	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					9f69dda2-9810-f011-9989-000d3a34afbe			d138895c-af1f-ec11-b6e6-000d3a1177a9	Digital Defense	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
535351837	1	a90f663f-1356-c8e1-1176-52f0f73f93ad	Bulwark Technologies LLC*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					4c4689d3-9810-f011-9989-000d3a34afbe			aec060e6-b658-ef11-a316-6045bda871d0	Alert Logic	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
557571199	1	ec972c67-a716-ea11-8107-005056842064	CyberKnight Technologies*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					06a76b72-a010-f011-9989-000d3a34afbe			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No	3500000	3500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
557571199	1	ec972c67-a716-ea11-8107-005056842064	CyberKnight Technologies*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					6cc70c9d-a010-f011-9989-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No	3500000	3500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
557571199	1	ec972c67-a716-ea11-8107-005056842064	CyberKnight Technologies*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					ce7323c7-a010-f011-9989-000d3a34afbe			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No	3500000	3500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
557571199	1	ec972c67-a716-ea11-8107-005056842064	CyberKnight Technologies*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					e2c189e5-a010-f011-9989-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No	3500000	3500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
557571199	1	ec972c67-a716-ea11-8107-005056842064	CyberKnight Technologies*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					b3254c28-a110-f011-9989-000d3a34afbe			188d680d-0bae-ed11-aad0-0022480ae351	PhishLabs	0	No	3500000	3500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
557571199	1	ec972c67-a716-ea11-8107-005056842064	CyberKnight Technologies*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					154aec58-a110-f011-9989-000d3a34afbe			676916ac-2a36-ee11-bdf4-000d3a1c08e1	Agari	0	No	3500000	3500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
557571199	1	ec972c67-a716-ea11-8107-005056842064	CyberKnight Technologies*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					eae03e7d-a110-f011-9989-000d3a34afbe			793f1549-1b0c-ed11-82e5-00224827a0b1	Terranova Security	0	No	3500000	3500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
557571199	1	ec972c67-a716-ea11-8107-005056842064	CyberKnight Technologies*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					1aaeaba1-a110-f011-9989-000d3a34afbe			130a8e62-538f-ec11-b400-00224824805a	Beyond Security	0	No	3500000	3500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
557571199	1	ec972c67-a716-ea11-8107-005056842064	CyberKnight Technologies*	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					9785bbdd-a110-f011-9989-000d3a34afbe			aec060e6-b658-ef11-a316-6045bda871d0	Alert Logic	0	No	3500000	3500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
879217574		479d5552-4305-f011-bae2-0022480b643f	Bhagen Information Technology (OPC) Private Limited	2025-12-31 00:00:00	2025-03-14 00:00:00		15						5		0	5	5	5					014fb31c-a510-f011-9989-000d3a34afbe			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No				5				0		15											15	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
879217574		479d5552-4305-f011-bae2-0022480b643f	Bhagen Information Technology (OPC) Private Limited	2025-12-31 00:00:00	2025-03-14 00:00:00		15						5		0	5	5	5					a86b7f47-a510-f011-9989-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No				5				0		15											15	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
879217574		479d5552-4305-f011-bae2-0022480b643f	Bhagen Information Technology (OPC) Private Limited	2025-12-31 00:00:00	2025-03-14 00:00:00		15						5		0	5	5	5					37f90367-a510-f011-9989-000d3a34afbe			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No				5				0		15											15	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
879217574		479d5552-4305-f011-bae2-0022480b643f	Bhagen Information Technology (OPC) Private Limited	2025-12-31 00:00:00	2025-03-14 00:00:00		15						5		0	5	5	5					f2266f85-a510-f011-9989-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No				5				0		15											15	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
879217574		479d5552-4305-f011-bae2-0022480b643f	Bhagen Information Technology (OPC) Private Limited	2025-12-31 00:00:00	2025-03-14 00:00:00		15						5		0	5	5	5	Managed File Transfer Solutions: GoAnywhere, Globalscape, FileCatalyst				3f9568b5-a510-f011-9989-000d3a34afbe			97082f59-7f65-e611-80da-0050569f6bb1	Linoma	0	No				5				5		15											15	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
561200053	1	4e77e73e-06d7-ea11-8113-0050568460e4	Emerging Market Technologies Trading FZCO	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					51332838-a810-f011-9989-000d3a34afbe			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
561200053	1	4e77e73e-06d7-ea11-8113-0050568460e4	Emerging Market Technologies Trading FZCO	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					0fa99d5d-a810-f011-9989-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
561200053	1	4e77e73e-06d7-ea11-8113-0050568460e4	Emerging Market Technologies Trading FZCO	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					e575c37b-a810-f011-9989-000d3a34afbe			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
561200053	1	4e77e73e-06d7-ea11-8113-0050568460e4	Emerging Market Technologies Trading FZCO	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					7115209a-a810-f011-9989-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
561200053	1	4e77e73e-06d7-ea11-8113-0050568460e4	Emerging Market Technologies Trading FZCO	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					00276bb9-a810-f011-9989-000d3a34afbe			188d680d-0bae-ed11-aad0-0022480ae351	PhishLabs	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
561200053	1	4e77e73e-06d7-ea11-8113-0050568460e4	Emerging Market Technologies Trading FZCO	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					987075d3-a810-f011-9989-000d3a34afbe			676916ac-2a36-ee11-bdf4-000d3a1c08e1	Agari	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
561200053	1	4e77e73e-06d7-ea11-8113-0050568460e4	Emerging Market Technologies Trading FZCO	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					4712e5f1-a810-f011-9989-000d3a34afbe			793f1549-1b0c-ed11-82e5-00224827a0b1	Terranova Security	0	No	1500000	1500000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					9c556c8c-aa10-f011-9989-000d3a34afbe			ce31255c-b4bf-ee11-9079-6045bdf0559f	Boldon James	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					aa9f04ab-aa10-f011-9989-000d3a34afbe			cc31255c-b4bf-ee11-9079-6045bdf0559f	Titus	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					c07c65cf-aa10-f011-9989-000d3a34afbe			ca31255c-b4bf-ee11-9079-6045bdf0559f	Digital Guardian	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					889590e7-aa10-f011-9989-000d3a34afbe			d031255c-b4bf-ee11-9079-6045bdf0559f	Vera	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
936887553	1	19e38e59-2630-ef11-840b-6045bd087004	Sunnic PTE Ltd	2025-12-31 00:00:00	2025-04-01 00:00:00		40						5		0	5	5	5					4437850c-ab10-f011-9989-000d3a34afbe			188d680d-0bae-ed11-aad0-0022480ae351	PhishLabs	0	No	300000	300000		20				15		40											40	aeadfa22-04ac-ee11-be37-6045bd0a75ef	Lindsay Martin
