AttributeValue,QuoteLineItemId,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.UnitPrice,QuoteLineItem.TotalPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status,QuoteLineItem.Quote.QuoteTypeText__c
Standard,0QLWC000003GtGZ4A0,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,612.3,612.3,,Won,New
Standard,0QLWC000003GtGz4AK,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,434.51,434.51,,Won,New
Standard,0QLWC000003GtH04AK,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,733.2,733.2,,Won,New
Standard,0QLWC000003GtH14AK,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,587.65,587.65,,Won,New
Standard,0QLWC000003GtH24AK,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,7574.73,7574.73,,Won,New
Standard,0QLWC000003GtH34AK,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,657.31,657.31,,Won,New
Standard,0QLWC000003GtH44AK,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,6232.81,6232.81,,Won,New
Standard,0QLWC000003GtH54AK,DM-DML-RRM-DOMA,Renewal Maintenance,,0,0,,Won,New
Standard,0QLWC000003GtH64AK,DM-DML-RRM-DOMA,Renewal Maintenance,,705.47,705.47,,Won,New
Standard,0QLWC000003GtH84AK,DM-DML-RRM-DOMA,Renewal Maintenance,,0,0,,Won,New
Standard,0QLWC000003GtH94AK,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,657.31,657.31,,Won,New
Standard,0QLWC000003GtHA4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,3991.89,3991.89,,Won,New
Standard,0QLWC000003GtHB4A0,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,7362.93,7362.93,,Won,New
Standard,0QLWC000003GtHC4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,756.23,756.23,,Won,New
Standard,0QLWC000003GtHD4A0,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,1019.39,1019.39,,Won,New
Standard,0QLWC000003GtHE4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,10558.41,10558.41,,Won,New
Standard,0QLWC000003GtHG4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,756.23,756.23,,Won,New
Standard,0QLWC000003GtHH4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,657.31,657.31,,Won,New
Standard,0QLWC000003GtHJ4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,587.65,587.65,,Won,New
Standard,0QLWC000003GtHK4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,756.23,756.23,,Won,New
Standard,0QLWC000003GtHL4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,587.65,587.65,,Won,New
Standard,0QLWC000003GtHN4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,657.31,657.31,,Won,New
Standard,0QLWC000003GtHO4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,587.65,587.65,,Won,New
Standard,0QLWC000003GtHP4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,596.3,596.3,,Won,New
Standard,0QLWC000003GtHQ4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,434.51,434.51,,Won,New
Standard,0QLWC000003GtHS4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,587.65,587.65,,Won,New
Standard,0QLWC000003GtHT4A0,GOA-GAM-RRM-GARM,Renewal Maintenance,,289.51,289.51,,Won,New
Standard,0QLWC000003GtHV4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,3532.42,3532.42,,Won,New
Standard,0QLWC000003GtHX4A0,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,0,0,,Won,New
Standard,0QLWC000003GtHY4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,587.65,587.65,,Won,New
Standard,0QLWC000003GtHZ4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,657.31,657.31,,Won,New
Standard,0QLWC000003Gtj14AC,GOA-GAM-RNM-GANM,New Maintenance,,760,760,,Won,New
Standard,0QLWC000003GTjb4AG,GOA-GAM-RNM-GANM,New Maintenance,,550,550,,Won,New
Standard,0QLWC000003GTjc4AG,GOA-GAM-RNM-GANM,New Maintenance,,1050,1050,,Won,New
Standard,0QLWC000003GTjd4AG,GOA-GAM-RNM-GANM,New Maintenance,,4200,4200,,Won,New
Standard,0QLWC000003GTjh4AG,GOA-GAM-RNM-GANM,New Maintenance,,550,550,,Won,New
Standard,0QLWC000003GTjj4AG,GOA-GAM-RNM-GANM,New Maintenance,,1050,1050,,Won,New
Standard,0QLWC000003GTjl4AG,GOA-GAM-RNM-GANM,New Maintenance,,4200,4200,,Won,New
Standard,0QLWC000003GTKn4AO,NW-INT-RNM-NMNM,New Maintenance,,281,281,,Won,New
Standard,0QLWC000003GTKp4AO,NW-INT-RRM-NMRM,Renewal Maintenance,,7.3,7.3,,Won,New
Standard,0QLWC000003GTKs4AO,NW-INT-RNM-NMNM,New Maintenance,,82.5,82.5,,Won,New
Standard,0QLWC000003GTMs4AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,2552.03,2552.03,,Won,New
Standard,0QLWC000003GTMt4AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,605.62,605.62,,Won,New
Standard,0QLWC000003GTMu4AO,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,10145.85,10145.85,,Won,New
Standard,0QLWC000003GTMv4AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,605.62,605.62,,Won,New
Standard,0QLWC000003GTMx4AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,534.75,534.75,,Won,New
Standard,0QLWC000003GTMy4AO,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,1614.19,1614.19,,Won,New
Standard,0QLWC000003GTMz4AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,2552.03,2552.03,,Won,New
Standard,0QLWC000003GTN14AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,471.89,471.89,,Won,New
Standard,0QLWC000003GTN24AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,534.75,534.75,,Won,New
Standard,0QLWC000003GTN34AO,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,2014,2014,,Won,New
Standard,0QLWC000003GTN44AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,534.75,534.75,,Won,New
Standard,0QLWC000003GTN64AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,471.89,471.89,,Won,New
Standard,0QLWC000003GTN74AO,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,1614.19,1614.19,,Won,New
Standard,0QLWC000003GTN84AO,CS-CLP-RRM-CYBERE,Renewal Maintenance,,471.89,471.89,,Won,New
Standard,0QLWC000003GTNA4A4,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,10145.85,10145.85,,Won,New
Standard,0QLWC000003GTQv4AO,NW-INT-RNM-NMNM,New Maintenance,,516.25,516.25,,Won,New
Standard,0QLWC000003GTQw4AO,NW-INT-RRM-NMRM,Renewal Maintenance,,0,0,,Won,New
Standard,0QLWC000003GTQx4AO,NW-INT-RRM-NMRM,Renewal Maintenance,,1715.34,1715.34,,Won,New
Standard,0QLWC000003GTRQ4A4,GOA-GAM-RNM-GANM,New Maintenance,,824,824,,Won,New
Standard,0QLWC000003GTxB4AW,GOA-GAM-RNM-GANM,New Maintenance,,66.94,66.94,,Won,New
Standard,0QLWC000003GTxF4AW,GOA-GAM-RNM-GANM,New Maintenance,,20.4,20.4,,Won,New
Standard,0QLWC000003GTxI4AW,GOA-GAM-RNM-GANM,New Maintenance,,35.06,35.06,,Won,New
Standard,0QLWC000003GTxJ4AW,GOA-GAM-RNM-GANM,New Maintenance,,40.8,40.8,,Won,New
Standard,0QLWC000003GTxl4AG,GOA-GAM-RNM-GANM,New Maintenance,,3477.18,3477.18,,Won,New
Standard,0QLWC000003GTxm4AG,GOA-GAM-RNM-GANM,New Maintenance,,455.35,455.35,,Won,New
Standard,0QLWC000003GTxn4AG,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GTxo4AG,GOA-GAM-RNM-GANM,New Maintenance,,455.35,455.35,,Won,New
Standard,0QLWC000003GTxp4AG,GOA-GAM-RNM-GANM,New Maintenance,,869.3,869.3,,Won,New
Standard,0QLWC000003GTxq4AG,GOA-GAM-RNM-GANM,New Maintenance,,1043.15,1043.15,,Won,New
Standard,0QLWC000003GTxr4AG,ES-SEG-RNM-ESNM,New Maintenance,,1778.4,1778.4,,Won,New
Standard,0QLWC000003GTxs4AG,ES-SEG-RNM-ESNM,New Maintenance,,622.44,622.44,,Won,New
Standard,0QLWC000003GTxu4AG,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GTZ84AO,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,710,710,,Won,New
Premium,0QLWC000003GTZB4A4,CS-CLP-RRM-CYBERE,Renewal Maintenance,,314.3,314.3,,Won,New
Standard,0QLWC000003GTZc4AO,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,1826.45,1826.45,,Won,New
Premium,0QLWC000003GTZD4A4,CS-CLP-RRM-CYBERE,Renewal Maintenance,,314.3,314.3,,Won,New
Standard,0QLWC000003GTZd4AO,SM-SYM-RNM-SYSTNE,New Maintenance,,106.41,106.41,,Won,New
Premium,0QLWC000003GTZE4A4,CS-CLP-RRM-CYBERE,Renewal Maintenance,,314.3,314.3,,Won,New
Standard,0QLWC000003GTZe4AO,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,1710.5,1710.5,,Won,New
Premium,0QLWC000003GTZG4A4,CS-CLP-RRM-CYBERE,Renewal Maintenance,,276.84,276.84,,Won,New
Standard,0QLWC000003GTZg4AO,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,320.04,320.04,,Won,New
Premium,0QLWC000003GTZI4A4,CS-CLP-RRM-CYBERE,Renewal Maintenance,,314.3,314.3,,Won,New
Premium,0QLWC000003GTZJ4A4,CS-CLP-RRM-CYBERE,Renewal Maintenance,,276.84,276.84,,Won,New
Premium,0QLWC000003GTZL4A4,CS-CLP-RRM-CYBERE,Renewal Maintenance,,276.84,276.84,,Won,New
Premium,0QLWC000003GTZN4A4,CS-CLP-RRM-CYBERE,Renewal Maintenance,,314.3,314.3,,Won,New
Standard,0QLWC000003GTzo4AG,NW-INT-RRM-NMRM,Renewal Maintenance,,0,0,,Won,New
Standard,0QLWC000003GTzp4AG,NW-INT-RRM-NMRM,Renewal Maintenance,,2092.68,2092.68,,Won,New
Standard,0QLWC000003GTzr4AG,NW-INT-RNM-NMNM,New Maintenance,,249.7,249.7,,Won,New
Standard,0QLWC000003GTZS4A4,CS-CLP-RNM-CYBENE,New Maintenance,,11.25,11.25,,Won,New
Standard,0QLWC000003GTZX4A4,CS-CLP-RNM-CYBENE,New Maintenance,,12.79,12.79,,Won,New
Standard,0QLWC000003GTZz4AO,GOA-GAM-RNM-GANM,New Maintenance,,1260,1260,,Won,New
Standard,0QLWC000003GU0O4AW,GOA-GAM-RNM-GANM,New Maintenance,,210.38,210.38,,,New
Standard,0QLWC000003GU1a4AG,GOA-GAM-RNM-GANM,New Maintenance,,455,455,,Won,New
Standard,0QLWC000003GU1c4AG,GOA-GAM-RNM-GANM,New Maintenance,,455,455,,Won,New
Standard,0QLWC000003Gu1I4AS,DM-DML-RNM-DOC,New Maintenance,,938,938,,Won,New
Standard,0QLWC000003GU1Y4AW,GOA-GAM-RNM-GANM,New Maintenance,,455,455,,Won,New
Standard,0QLWC000003GU2d4AG,NW-INT-RNM-NMNM,New Maintenance,,770.73,770.73,,Won,New
Standard,0QLWC000003GU6z4AG,GOA-GAM-RRM-GARM,Renewal Maintenance,,0,0,,Won,New
Standard,0QLWC000003GU704AG,GOA-GAM-RRM-GARM,Renewal Maintenance,,2563,2563,,Won,New
Standard,0QLWC000003GU714AG,GOA-GAM-RRM-GARM,Renewal Maintenance,,511.59,511.59,,Won,New
Standard,0QLWC000003GU734AG,GOA-GAM-RRM-GARM,Renewal Maintenance,,1024.44,1024.44,,Won,New
Standard,0QLWC000003GUb34AG,GOA-GAM-RNM-GANM,New Maintenance,,300,300,,Won,New
Standard,0QLWC000003GUBb4AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBc4AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBe4AO,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUBG4A4,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUBh4AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBj4AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBK4A4,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBk4AO,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUBL4A4,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBM4A4,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUBo4AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBp4AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBQ4A4,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBq4AO,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUBS4A4,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBT4A4,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUBU4A4,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBu4AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBv4AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBW4A4,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUBw4AO,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUBY4A4,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUC04AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUC14AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUC24AO,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUC64AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUC74AO,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003GUC84AO,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003Gucb4AC,GOA-GAM-RNM-GANM,New Maintenance,,378,378,,Won,New
Standard,0QLWC000003GUCC4A4,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003Gucc4AC,GOA-GAM-RNM-GANM,New Maintenance,,378,378,,Won,New
Standard,0QLWC000003GUCD4A4,GOA-GAM-RNM-GANM,New Maintenance,,1850,1850,,Won,New
Standard,0QLWC000003Gucd4AC,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,1441.58,1441.58,,,New
Standard,0QLWC000003GUCG4A4,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,352.14,352.14,,Won,New
Standard,0QLWC000003GUCH4A4,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,439.21,439.21,,Won,New
Standard,0QLWC000003GUcW4AW,GOA-GAM-RNM-GANM,New Maintenance,,1100,1100,,Won,New
Standard,0QLWC000003Gudu4AC,GOA-GAM-RNM-GANM,New Maintenance,,1260,1260,,Won,New
Standard,0QLWC000003GuFo4AK,DP-DLP-RNM-DPNM,New Maintenance,,3.95,276.5,,Won,New
Standard,0QLWC000003GUiF4AW,GOA-GAM-RNM-GANM,New Maintenance,,190,190,,Won,New
Standard,0QLWC000003GUiH4AW,GOA-GAM-RNM-GANM,New Maintenance,,190,190,,Won,New
Standard,0QLWC000003Guiw4AC,GOA-GAM-RNM-GANM,New Maintenance,,5775,5775,,Won,New
Standard,0QLWC000003Guj44AC,GOA-GAM-RNM-GANM,New Maintenance,,294,294,,Won,New
Standard,0QLWC000003Guj64AC,GOA-GAM-RNM-GANM,New Maintenance,,294,294,,Won,New
Standard,0QLWC000003Guj84AC,GOA-GAM-RNM-GANM,New Maintenance,,1155,1155,,Won,New
Standard,0QLWC000003GujA4AS,GOA-GAM-RNM-GANM,New Maintenance,,1155,1155,,Won,New
Standard,0QLWC000003GuPN4A0,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,744.83,744.83,,Won,New
Standard,0QLWC000003GuPQ4A0,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,80.84,80.84,,Won,New
Standard,0QLWC000003GuPR4A0,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,2555.04,2555.04,,Won,New
Standard,0QLWC000003GuPS4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,54.89,54.89,,Won,New
Standard,0QLWC000003GupT4AS,GOA-GAM-RNM-GANM,New Maintenance,,1500,1500,,Won,New
Standard,0QLWC000003GuPU4A0,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,938.32,938.32,,Won,New
Standard,0QLWC000003GupU4AS,GOA-GAM-RNM-GANM,New Maintenance,,10290,10290,,Won,New
Standard,0QLWC000003GUPv4AO,GOA-GAM-RNM-GANM,New Maintenance,,400,400,,Won,New
Standard,0QLWC000003GUq14AG,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,,New
Standard,0QLWC000003GUq24AG,GOA-GAM-RNM-GANM,New Maintenance,,401.63,401.63,,,New
Standard,0QLWC000003GUq34AG,GOA-GAM-RNM-GANM,New Maintenance,,459,459,,,New
Standard,0QLWC000003GUq44AG,GOA-GAM-RNM-GANM,New Maintenance,,1606.5,1606.5,,,New
Standard,0QLWC000003GURM4A4,GOA-GAM-RNM-GANM,New Maintenance,,1200,1200,,Won,New
Standard,0QLWC000003GuRS4A0,RPA-AUT-RNM-RPANEW,New Maintenance,,917,1834,,Won,New
Standard,0QLWC000003GuRU4A0,RPA-AUT-RNM-RPANEW,New Maintenance,,917,917,,Won,New
Standard,0QLWC000003GUWb4AO,GOA-GAM-RNM-GANM,New Maintenance,,240.98,240.98,,Won,New
Standard,0QLWC000003GUWd4AO,GOA-GAM-RNM-GANM,New Maintenance,,240.98,240.98,,Won,New
Standard,0QLWC000003GUWe4AO,GOA-GAM-RNM-GANM,New Maintenance,,200.81,2008.1,,Won,New
Standard,0QLWC000003GUWW4A4,GOA-GAM-RNM-GANM,New Maintenance,,803.25,803.25,,Won,New
Standard,0QLWC000003GUWX4A4,GOA-GAM-RNM-GANM,New Maintenance,,0,0,,Won,New
Standard,0QLWC000003GUWZ4A4,GOA-GAM-RNM-GANM,New Maintenance,,240.98,240.98,,Won,New
Standard,0QLWC000003Guza4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,1623.01,1623.01,,Won,New
Standard,0QLWC000003Guzb4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,545.01,545.01,,Won,New
Standard,0QLWC000003Guzc4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,1623.01,1623.01,,Won,New
Standard,0QLWC000003Guzd4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,1623.01,1623.01,,Won,New
Standard,0QLWC000003Guze4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,498.91,498.91,,Won,New
Standard,0QLWC000003Guzf4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,248.83,1990.64,,Won,New
Standard,0QLWC000003Guzg4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,1999.38,1999.38,,Won,New
Standard,0QLWC000003Guzh4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,498.91,498.91,,Won,New
Standard,0QLWC000003Guzi4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,248.83,1990.64,,Won,New
Standard,0QLWC000003Guzj4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,999.06,999.06,,Won,New
Standard,0QLWC000003Guzk4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,250.07,250.07,,Won,New
Standard,0QLWC000003Guzl4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,999.06,999.06,,Won,New
Standard,0QLWC000003Guzm4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,250.07,250.07,,Won,New
Standard,0QLWC000003Guzn4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,2347.15,2347.15,,Won,New
Standard,0QLWC000003Guzo4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,469.16,469.16,,Won,New
Standard,0QLWC000003Guzp4AC,GOA-GAM-RRM-GARM,Renewal Maintenance,,233.87,1870.96,,Won,New
Standard,0QLWC000003GuzX4AS,GOA-GAM-RRM-GARM,Renewal Maintenance,,510.65,510.65,,Won,New
Standard,0QLWC000003GuzY4AS,GOA-GAM-RRM-GARM,Renewal Maintenance,,244.63,1957.04,,Won,New
Standard,0QLWC000003GuzZ4AS,GOA-GAM-RRM-GARM,Renewal Maintenance,,1623.01,1623.01,,Won,New
Standard,0QLWC000003Gv5j4AC,BI-SQ-RNM-BUSIIN,New Maintenance,,932.73,932.73,,Won,New
Standard,0QLWC000003Gv5o4AC,SM-SYM-RNM-SYSTNE,New Maintenance,,916.89,916.89,,Won,New
Standard,0QLWC000003Gv5p4AC,CS-CLP-RNM-CYBENE,New Maintenance,,1330.81,1330.81,,Won,New
Standard,0QLWC000003Gv5q4AC,CS-CLP-RNM-CYBENE,New Maintenance,,1213.21,1213.21,,Won,New
Standard,0QLWC000003Gv5s4AC,CS-CLP-RNM-CYBENE,New Maintenance,,1353.44,1353.44,,Won,New
Standard,0QLWC000003Gv5t4AC,SM-SYM-RNM-SYSTNE,New Maintenance,,747.03,747.03,,Won,New
Standard,0QLWC000003GV6w4AG,GOA-GAM-RNM-GANM,New Maintenance,,11740,11740,,Won,New
Standard,0QLWC000003Gv7X4AS,GOA-GAM-RNM-GANM,New Maintenance,,630,630,,Won,New
Standard,0QLWC000003Gv7Y4AS,GOA-GAM-RNM-GANM,New Maintenance,,6300,6300,,Won,New
Standard,0QLWC000003Gv8O4AS,GOA-GAM-RNM-GANM,New Maintenance,,210,210,,Won,New
Standard,0QLWC000003GvsT4AS,ES-SEG-RNM-ESNM,New Maintenance,,1012.5,1012.5,,Won,New
Standard,0QLWC000003GvsU4AS,ES-SEG-RNM-ESNM,New Maintenance,,600,600,,Won,New
Standard,0QLWC000003GVtK4AW,RPA-AUT-RNM-RPANEW,New Maintenance,,1125,1125,,Won,Renewal
Standard,0QLWC000003GVtL4AW,RPA-AUT-RRM-RPAREN,Renewal Maintenance,,462.31,462.31,,Won,Renewal
Standard,0QLWC000003GVtM4AW,RPA-AUT-RRM-RPAREN,Renewal Maintenance,,2092.65,2092.65,,Won,Renewal
Standard,0QLWC000003GVtN4AW,RPA-AUT-RRM-RPAREN,Renewal Maintenance,,490.15,980.3,,Won,Renewal
Standard,0QLWC000003GVtO4AW,RPA-AUT-RRM-RPAREN,Renewal Maintenance,,0,0,,Won,Renewal
Standard,0QLWC000003GVtQ4AW,RPA-AUT-RRM-RPAREN,Renewal Maintenance,,491.41,491.41,,Won,Renewal
Standard,0QLWC000003GVtR4AW,RPA-AUT-RRM-RPAREN,Renewal Maintenance,,491.41,491.41,,Won,Renewal
Standard,0QLWC000003GVuX4AW,GOA-GAM-RNM-GANM,New Maintenance,,1324,1324,,Won,New
Standard,0QLWC000003GVxB4AW,RPA-AUT-RNM-RPANEW,New Maintenance,,1100,1100,,Won,New
Standard,0QLWC000003GVXC4A4,GOA-GAM-RNM-GANM,New Maintenance,,640,640,,Won,New
Standard,0QLWC000003GvyG4AS,GOA-GAM-RNM-GANM,New Maintenance,,1800,1800,,Won,New
Standard,0QLWC000003GvyH4AS,GOA-GAM-RNM-GANM,New Maintenance,,6300,6300,,Won,New
Standard,0QLWC000003GW654AG,RPA-AUT-RRM-AMAORM,Renewal Maintenance,,6977.8,6977.8,,Won,New
Standard,0QLWC000003GWAt4AO,GOA-GAM-RNM-GANM,New Maintenance,,720,720,,Won,New
Standard,0QLWC000003GWAw4AO,GOA-GAM-RNM-GANM,New Maintenance,,720,720,,Won,New
Standard,0QLWC000003GWAx4AO,GOA-GAM-RNM-GANM,New Maintenance,,720,720,,Won,New
Standard,0QLWC000003GWAy4AO,GOA-GAM-RNM-GANM,New Maintenance,,1980,1980,,Won,New
Standard,0QLWC000003GWAz4AO,GOA-GAM-RNM-GANM,New Maintenance,,10488,10488,,Won,New
Standard,0QLWC000003GWB84AO,GOA-GAM-RNM-GANM,New Maintenance,,10488,10488,,Won,New
Standard,0QLWC000003GWBa4AO,GOA-GAM-RNM-GANM,New Maintenance,,10488,10488,,Won,New
Standard,0QLWC000003GWBG4A4,GOA-GAM-RNM-GANM,New Maintenance,,720,720,,Won,New
Standard,0QLWC000003GWBK4A4,GOA-GAM-RNM-GANM,New Maintenance,,720,720,,Won,New
Standard,0QLWC000003GWBL4A4,GOA-GAM-RNM-GANM,New Maintenance,,1980,1980,,Won,New
Standard,0QLWC000003GWBM4A4,GOA-GAM-RNM-GANM,New Maintenance,,10488,10488,,Won,New
Standard,0QLWC000003GWBO4A4,GOA-GAM-RNM-GANM,New Maintenance,,1980,1980,,Won,New
Standard,0QLWC000003GWBq4AO,GOA-GAM-RNM-GANM,New Maintenance,,720,720,,Won,New
Standard,0QLWC000003GWBr4AO,GOA-GAM-RNM-GANM,New Maintenance,,1980,1980,,Won,New
Standard,0QLWC000003GWBs4AO,GOA-GAM-RNM-GANM,New Maintenance,,10488,10488,,Won,New
Standard,0QLWC000003GWBX4A4,GOA-GAM-RNM-GANM,New Maintenance,,10488,10488,,Won,New
Standard,0QLWC000003GWBY4A4,GOA-GAM-RNM-GANM,New Maintenance,,720,720,,Won,New
Standard,0QLWC000003GWBZ4A4,GOA-GAM-RNM-GANM,New Maintenance,,1980,1980,,Won,New
Standard,0QLWC000003Gwcb4AC,GOA-GAM-RNM-GANM,New Maintenance,,6300,6300,,Won,New
Standard,0QLWC000003GWk44AG,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,727.8,727.8,,Won,New
Standard,0QLWC000003GWk54AG,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,992.7,992.7,,Won,New
Standard,0QLWC000003GWk64AG,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,536.4,536.4,,Won,New
Standard,0QLWC000003GWk74AG,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,0,0,,Won,New
Standard,0QLWC000003GWk94AG,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,0,0,,Won,New
Standard,0QLWC000003GWkA4AW,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,0,0,,Won,New
Standard,0QLWC000003GWkB4AW,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,0,0,,Won,New
