AttributeValue,QuoteLineItemId,QuoteLineItem.Product2Id,QuoteLineItem.Product2.Name,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status
Standard,0QLWC000003HiBB4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBb4AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBC4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBc4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBD4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBd4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBE4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBe4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBF4A0,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBf4AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBG4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBg4AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBH4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBI4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBi4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBJ4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBj4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBK4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBk4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBL4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBl4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBM4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBm4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBN4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBn4AK,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBO4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBo4AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBP4A0,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBp4AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBQ4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBq4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBR4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBr4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBS4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBs4AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBT4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBt4AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBU4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBu4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBV4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBv4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBW4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBw4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBX4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBx4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBY4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBy4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBZ4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiBz4AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003Hic04AC,01tWC00000DD1d9YAD,Robotic Process Automation-NewMaintenance,RPA-AUT-RNM-RPANEW,New Maintenance,,,Won
Standard,0QLWC000003HiC04AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiC14AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiC24AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiC34AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiC44AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiC54AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiC64AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiC74AK,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiC84AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiC94AK,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCA4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCa4AK,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCB4A0,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCC4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCD4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCE4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCF4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCG4A0,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCH4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCI4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCJ4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCK4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCL4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCM4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCN4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCO4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCP4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCQ4A0,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCR4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HICr4AO,01tWC00000DD19TYAT,Cybersecurity-NewMaintenance,CS-CLP-RNM-CYBENE,New Maintenance,,,Won
Standard,0QLWC000003HiCS4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCT4A0,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCU4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCV4A0,01tWC00000DD19UYAT,Cybersecurity-RenewalMaintenance,CS-CLP-RRM-CYBERE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCW4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCX4A0,01tWC00000DD1CTYA1,Doc Management-RenewalMaintenance,DM-DML-RRM-DOMA,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCY4A0,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiCZ4A0,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HiiI4AS,01tWC00000DD1mPYAT,Systems Management-NewMaintenance,SM-SYM-RNM-SYSTNE,New Maintenance,,,Won
Standard,0QLWC000003HiiK4AS,01tWC00000DD1mPYAT,Systems Management-NewMaintenance,SM-SYM-RNM-SYSTNE,New Maintenance,,,Won
Standard,0QLWC000003HiP04AK,01tWC00000EBPr7YAH,Data Protection Legacy SKU - Other,DP-DC-NROR-DPLEGACY,New Maintenance,,,Won
Standard,0QLWC000003HIqr4AG,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HIqt4AG,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HiRN4A0,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HiRO4A0,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003Hirp4AC,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HirQ4AS,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HiRR4A0,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HiRS4A0,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HIS44AO,01tWC00000DD1mPYAT,Systems Management-NewMaintenance,SM-SYM-RNM-SYSTNE,New Maintenance,,,Won
Standard,0QLWC000003HIS74AO,01tWC00000DD1mPYAT,Systems Management-NewMaintenance,SM-SYM-RNM-SYSTNE,New Maintenance,,,Won
Standard,0QLWC000003HiSj4AK,01tWC00000DD1LmYAL,GoAnywhere-RenewalMaintenance,GOA-GAM-RRM-GARM,Renewal Maintenance,,,Won
Standard,0QLWC000003HiSk4AK,01tWC00000DD15TYAT,Business Intelligence-RenewalMaintenance,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,,Won
Standard,0QLWC000003HiSn4AK,01tWC00000DD15TYAT,Business Intelligence-RenewalMaintenance,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,,Won
Standard,0QLWC000003HiSo4AK,01tWC00000DD15TYAT,Business Intelligence-RenewalMaintenance,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,,Won
Standard,0QLWC000003HiSp4AK,01tWC00000DD15TYAT,Business Intelligence-RenewalMaintenance,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,,Won
Standard,0QLWC000003HiSq4AK,01tWC00000DD15TYAT,Business Intelligence-RenewalMaintenance,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,,Won
Standard,0QLWC000003HiSr4AK,01tWC00000DD1LmYAL,GoAnywhere-RenewalMaintenance,GOA-GAM-RRM-GARM,Renewal Maintenance,,,Won
Standard,0QLWC000003HiTo4AK,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HiTp4AK,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HiTq4AK,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HiTr4AK,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HiTx4AK,01tWC00000DD1LlYAL,GoAnywhere-NewMaintenance,GOA-GAM-RNM-GANM,New Maintenance,,,Won
Standard,0QLWC000003HIud4AG,01tWC00000DD1LmYAL,GoAnywhere-RenewalMaintenance,GOA-GAM-RRM-GARM,Renewal Maintenance,,,
Standard,0QLWC000003HIue4AG,01tWC00000DD1LmYAL,GoAnywhere-RenewalMaintenance,GOA-GAM-RRM-GARM,Renewal Maintenance,,,
Standard,0QLWC000003HIuf4AG,01tWC00000DD1LmYAL,GoAnywhere-RenewalMaintenance,GOA-GAM-RRM-GARM,Renewal Maintenance,,,
Standard,0QLWC000003HIuh4AG,01tWC00000DD1mPYAT,Systems Management-NewMaintenance,SM-SYM-RNM-SYSTNE,New Maintenance,,,Won
Standard,0QLWC000003HIuj4AG,01tWC00000DD1mPYAT,Systems Management-NewMaintenance,SM-SYM-RNM-SYSTNE,New Maintenance,,,Won
Standard,0QLWC000003HIVg4AO,01tWC00000DD15TYAT,Business Intelligence-RenewalMaintenance,BI-SQ-RRM-BUSIIR,Renewal Maintenance,,,Won
Standard,0QLWC000003HIVh4AO,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HIVi4AO,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HIVj4AO,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HIVk4AO,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
Standard,0QLWC000003HIVl4AO,01tWC00000DD1mQYAT,Systems Management-RenewalMaintenance,SM-SYM-RRM-SYSTRE,Renewal Maintenance,,,Won
