LineNumber	Product2.Name	Product2Id	Fortra_Product_Type__c	Quantity	UnitPrice	ListPrice	Base_Price__c	NetUnitPrice	NetTotalPrice	TotalPrice	Subtotal	TotalLineAmount	PricingTerm	PricingTermCount	PricingTermUnit	StartDate	EndDate	Pre_Partner_Price__c	PrehookRSNetUnitPrice__c	PartnerDiscountPercent	Partner_Discount_Percent__c	COLACalculatedPrice__c	COLA_Uplift_Percent__c	CancelNetUnitPrice__c
4267431	Additional Threat Assessments	01tWC00000DD11SYAT		0	0	10000		0	0	0	0	0		0		2026-07-07								
4267432	Active Defense BEC Threat Intelligence Service	01tWC00000DD11JYAT		1	98700	94000		98700	98700	98700	98700	98700	1	1	Annual	2027-07-06						98700	5	
4267433	beSTORM	01tWC00000DD15HYAT		1	63720	60000		63720	63720	63720	63720	63720	1	1	Annual	2027-07-06						63720	6.2	
