LineNumber	Product2.Name	Product2Id	Fortra_Product_Type__c	Quantity	UnitPrice	ListPrice	Base_Price__c	NetUnitPrice	NetTotalPrice	TotalPrice	Subtotal	TotalLineAmount	PricingTerm	PricingTermCount	PricingTermUnit	StartDate	EndDate	Pre_Partner_Price__c	PrehookRSNetUnitPrice__c	PartnerDiscountPercent	Partner_Discount_Percent__c	COLACalculatedPrice__c	COLA_Uplift_Percent__c	CancelNetUnitPrice__c
4266005	Device Profiler Ev Express	01tWC00000DD1BUYA1	Subscription	1	468	325		374.4	374.4	374.4	468	468	1	1	Annual	2026-06-05	2027-06-04							
4266006	Device Profiler Ev Express-NewMaintenance	01tWC00000DD1BRYA1		1	0	0		0	0	0	0	0		0										
4266010	VnE Manager Ev	01tWC00000DCyyCYAT	Perpetual	1	34750	34750		34750	34750	34750	34750	34750		0										
4266011	VnE Manager Ev-NewMaintenance	01tWC00000DCyyBYAT		1	0	0		7992.5	7992.5	7992.5	7992.5	7992.5		0										
4266021	Tripwire Log Center for POS End Point Systems (includes Advanced Log Collector Agent)-NewMaintenance	01tWC00000DD1pTYAT		1	0	0		0	0	0	0	0		0										
4266022	Tripwire Log Center for POS End Point Systems (includes Advanced Log Collector Agent)	01tWC00000DD1pUYAT	Perpetual	1	33	33		33	33	33	33	33		0										
4266028	Powertech Identity & Access Manager (BoKS)	01tWC00000DD1btYAD	Perpetual	1	355	355		355	355	355	355	355		0										
4266029	Powertech Identity & Access Manager (BoKS)-NewMaintenance	01tWC00000DD1bsYAD		1	71	0		71	71	71	71	71		0										
