"Sequence","Name","ApiName","Status","Description","CriteriaExpressionType","CriteriaHumanReadable","ValidationMessage","SourceUAT_Id"
"19","Year 1 Maintenance Sku added to Tripwire Log Center Remote Log Collect Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterRemoteLogCollectPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRLOCR AND [0] QuoteTypeText__c ? New","","14OWC0000022EaP2AU"
"20","Year 1 Maintenance Sku added to Tripwire Log Center Manager Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterManagerPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCMP AND [0] QuoteTypeText__c ? New","","14OWC0000022EiT2AU"
"20","Year 2 Maintenance Sku added to Automate Ultimate Perpetual","year2MaintenanceSkuAddedToAutomateUltimatePerpetual","Inactive","","All","[0] ItemProductCode ? RPA-AUT-NRPS-AUP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022FbJ2AU"
"20","Year 2 Maintenance Sku added to CCM Limited Scan Engine Perpetual","year2MaintenanceSkuAddedToCcmLimitedScanEnginePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-CCMLIE AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Fuf2AE"
"20","Year 2 Maintenance Sku added to CCM for Network Devices Perpetual","year2MaintenanceSkuAddedToCcmForNetworkDevicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMNDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022FrR2AU"
"20","Year 2 Maintenance Sku added to CCM for Servers Perpetual","year2MaintenanceSkuAddedToCcmForServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMSER AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022EvO2AU"
"20","Year 2 Maintenance Sku added to CCM for Single Purpose Devices Perpetual","year2MaintenanceSkuAddedToCcmForSinglePurposeDevicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMSIP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022FRp2AM"
"20","Year 2 Maintenance Sku added to EFT 8 Continuum Perpetual","year2MaintenanceSkuAddedToEft8ContinuumPerpetual","Active","","All","[0] ItemProductCode ? GS-GSE-NRPS-E8CP AND [0] QuoteTypeText__c ? Renewal","","14OWC00000252jB2AQ"
"20","Year 2 Maintenance Sku added to FIM for MidSize Stores Perpetual","year2MaintenanceSkuAddedToFimForMidsizeStoresPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMMPE AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Gdp2AE"
"20","Year 2 Maintenance Sku added to File Integrity Manager for Databases Perpetual","year2MaintenanceSkuAddedToFileIntegrityManagerForDatabasesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMDAT AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022FwH2AU"
"20","Year 2 Maintenance Sku added to File Integrity Manager for Desktops Perpetual","year2MaintenanceSkuAddedToFileIntegrityManagerForDesktopsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMDEP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Fxt2AE"
"20","Year 2 Maintenance Sku added to File Integrity Manager for File System Perpetual","year2MaintenanceSkuAddedToFileIntegrityManagerForFileSystemPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMFSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022FzV2AU"
"20","Year 2 Maintenance Sku added to File Integrity Manager for Network Dev Perpetual","year2MaintenanceSkuAddedToFileIntegrityManagerForNetworkDevPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMNDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022G172AE"
"20","Year 2 Maintenance Sku added to File Integrity Manager for POS Servers Perpetual","year2MaintenanceSkuAddedToFileIntegrityManagerForPosServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMPSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022G2j2AE"
"20","Year 2 Maintenance Sku added to File Integrity Manager for Small Store Perpetual","year2MaintenanceSkuAddedToFileIntegrityManagerForSmallStorePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMSMA AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022G4L2AU"
"20","Year 2 Maintenance Sku added to File Integrity Manager for VMware ESX Perpetual","year2MaintenanceSkuAddedToFileIntegrityManagerForVmwareEsxPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMVEP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022GNh2AM"
"20","Year 2 Maintenance Sku added to File Integrity Mgr for Directory Serv Perpetual","year2MaintenanceSkuAddedToFileIntegrityMgrForDirectoryServPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMDSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022GVl2AM"
"20","Year 2 Maintenance Sku added to File Integrity Mgr for Large Store 75 Perpetual","year2MaintenanceSkuAddedToFileIntegrityMgrForLargeStore75Perpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMLAR AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022GXN2A2"
"20","Year 2 Maintenance Sku added to File Integrity Mgr for MidSize Store Perpetual","year2MaintenanceSkuAddedToFileIntegrityMgrForMidsizeStorePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMMID AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022GYz2AM"
"20","Year 2 Maintenance Sku added to File Integrity Mgr for POS End Point Perpetual","year2MaintenanceSkuAddedToFileIntegrityMgrForPosEndPointPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMPOE AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022GcD2AU"
"20","Year 2 Maintenance Sku added to IP360 Perpetual","year2MaintenanceSkuAddedToIp360Perpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-IP36PE AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022GfR2AU"
"20","Year 2 Maintenance Sku added to IP360 Term Based Perpetual","year2MaintenanceSkuAddedToIp360TermBasedPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-IP36TE AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Gh32AE"
"20","Year 2 Maintenance Sku added to Policy Manager for Desktops Perpetual","year2MaintenanceSkuAddedToPolicyManagerForDesktopsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Gif2AE"
"20","Year 2 Maintenance Sku added to Policy Manager for File Systems Perpetual","year2MaintenanceSkuAddedToPolicyManagerForFileSystemsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMFSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Glt2AE"
"20","Year 2 Maintenance Sku added to Policy Manager for Network Devices Perpetual","year2MaintenanceSkuAddedToPolicyManagerForNetworkDevicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMNDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Glu2AE"
"20","Year 2 Maintenance Sku added to Policy Manager for POS End Point Syste Perpetual","year2MaintenanceSkuAddedToPolicyManagerForPosEndPointSystePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMPP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022GnV2AU"
"20","Year 2 Maintenance Sku added to Policy Manager for POS Servers Perpetual","year2MaintenanceSkuAddedToPolicyManagerForPosServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMPSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022GPJ2A2"
"20","Year 2 Maintenance Sku added to Policy Manager for VMware ESX Perpetual","year2MaintenanceSkuAddedToPolicyManagerForVmwareEsxPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMVEP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Gp72AE"
"20","Year 2 Maintenance Sku added to Powertech Identity_Access Manager Perpetual","year2MaintenanceSkuAddedToPowertechIdentity_accessManagerPerpetual","Active","","All","[0] ItemProductCode ? PIA-PIA-NRPS-PIAP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Eyb2AE"
"20","Year 2 Maintenance Sku added to TE Academic Institution Site License Perpetual","year2MaintenanceSkuAddedToTeAcademicInstitutionSiteLicensePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEAI AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022GsL2AU"
"20","Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseDataPerpetual","year2MaintenanceSkuAddedToTeacademicinstitutionsitelicensedataperpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEACAD AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Gtx2AE"
"20","Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseDeskPerpetual","year2MaintenanceSkuAddedToTeacademicinstitutionsitelicensedeskperpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TAIP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022H0P2AU"
"20","Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseDirSer Perpetual","year2MaintenanceSkuAddedToTeacademicinstitutionsitelicensedirserPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TESP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022H212AE"
"20","Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseNetDevPerpetual","year2MaintenanceSkuAddedToTeacademicinstitutionsitelicensenetdevperpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022H6r2AE"
"20","Year 2 Maintenance Sku added to TEAcademicInstitutionSiteLicenseVMWarePerpetual","year2MaintenanceSkuAddedToTeacademicinstitutionsitelicensevmwareperpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEEP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HA52AM"
"20","Year 2 Maintenance Sku added to TFS for Workstations Perpetual","year2MaintenanceSkuAddedToTfsForWorkstationsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TFSWOR AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HBh2AM"
"20","Year 2 Maintenance Sku added to Tripwire App Custom Workflow Integrate Perpetual","year2MaintenanceSkuAddedToTripwireAppCustomWorkflowIntegratePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRIPWI AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HTR2A2"
"20","Year 2 Maintenance Sku added to Tripwire App Term Based Enterprise Uti Perpetual","year2MaintenanceSkuAddedToTripwireAppTermBasedEnterpriseUtiPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TATP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HV32AM"
"20","Year 2 Maintenance Sku added to Tripwire CCM Unlimited Use Perpetual","year2MaintenanceSkuAddedToTripwireCcmUnlimitedUsePerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TCUUP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Hy52AE"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise Console Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseConsolePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TECP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Dxh2AE"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise Express Console Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseExpressConsolePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEECP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HwT2AU"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise Perpetual","year2MaintenanceSkuAddedToTripwireEnterprisePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022LC52AM"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for Databases Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForDatabasesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Hur2AE"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for Directory Serv Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForDirectoryServPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEDSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Hrd2AE"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for File Systems Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForFileSystemsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEFSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022EDp2AM"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for Industrial Dev Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForIndustrialDevPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEIDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022EH32AM"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for Large Stores Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForLargeStoresPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TELP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Hq12AE"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for Large StoresND Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForLargeStoresndPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRENTE AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Hzh2AE"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for Microsoft Exch Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForMicrosoftExchPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEMEP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022LVR2A2"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for Microsoft IIS Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForMicrosoftIisPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEMIP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Kr72AE"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for MidSize Store Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForMidsizeStorePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEMP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022LTp2AM"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for Network Device Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForNetworkDevicePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TENDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022LP02AM"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for POS End Point Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForPosEndPointPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEPP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022LOz2AM"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for POS Servers Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForPosServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEPSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022LLl2AM"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for Small Stores Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForSmallStoresPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRFP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022LIX2A2"
"20","Year 2 Maintenance Sku added to Tripwire Enterprise for VMware ESX Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseForVmwareEsxPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEVEP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022LGv2AM"
"20","Year 2 Maintenance Sku added to Tripwire EnterpriseforSmallStoreswND Perpetual","year2MaintenanceSkuAddedToTripwireEnterpriseforsmallstoreswndPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRIPES AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022KKu2AM"
"20","Year 2 Maintenance Sku added to Tripwire IP360 NonTransferable Unlimi Perpetual","year2MaintenanceSkuAddedToTripwireIp360NontransferableUnlimiPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TINP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022L2P2AU"
"20","Year 2 Maintenance Sku added to Tripwire Log Center Advanced Log Colle Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterAdvancedLogCollePerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Kvx2AE"
"20","Year 2 Maintenance Sku added to Tripwire Log Center Console Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterConsolePerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCCP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022KpV2AU"
"20","Year 2 Maintenance Sku added to Tripwire Log Center Manager License Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterManagerLicensePerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCMLP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022EnJ2AU"
"20","Year 2 Maintenance Sku added to Tripwire Log Center Manager Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterManagerPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCMP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Hhx2AE"
"20","Year 2 Maintenance Sku added to Tripwire Log Center Remote Log Collect Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterRemoteLogCollectPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRLOCR AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HlB2AU"
"20","Year 2 Maintenance Sku added to Tripwire Log Center Term Based Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterTermBasedPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCTBP AND [0] ItemProductCode ? Renewal","","14OWC0000022Hmn2AE"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for Desktops Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForDesktopsPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRILOG AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022KVJ2A2"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for Directory Serv Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForDirectoryServPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLOG AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Kj32AE"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for File Systems Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForFileSystemsPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCFSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Kfp2AE"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for Industrial Env Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForIndustrialEnvPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCIEP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Kaz2AE"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for Microsoft IIS Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForMicrosoftIisPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRLOCM AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022KZN2A2"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for Network Device Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForNetworkDevicePerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRLOCN AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022KXl2AM"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for NetworkDevices Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForNetworkdevicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCNDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Ewz2AE"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for POS End Point Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForPosEndPointPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRLOCP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022KS52AM"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for POS Servers Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForPosServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLOCPO AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HbV2AU"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for Security Dev Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForSecurityDevPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCSDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022EvN2AU"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for VMware ESX Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForVmwareEsxPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRLOCV AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Es92AE"
"20","Year 2 Maintenance Sku added to Tripwire Log Center for VMware ESX RC Perpetual","year2MaintenanceSkuAddedToTripwireLogCenterForVmwareEsxRcPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLOCVM AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Hej2AE"
"20","Year 2 Maintenance Sku added to Tripwire Manager Perpetual","year2MaintenanceSkuAddedToTripwireManagerPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TMP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HoP2AU"
"20","Year 2 Maintenance Sku added to Tripwire State Analyzer Express Perpetual","year2MaintenanceSkuAddedToTripwireStateAnalyzerExpressPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRST AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HjZ2AU"
"20","Year 2 Maintenance Sku added to Tripwire State Analyzer Perpetual","year2MaintenanceSkuAddedToTripwireStateAnalyzerPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TTBELP AND [0] QuoteTypeText__c ? Renwal","","14OWC0000022HgL2AU"
"20","Year 2 Maintenance Sku added to Tripwire Term Based Enterprise License Perpetual","year2MaintenanceSkuAddedToTripwireTermBasedEnterpriseLicensePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TTBELP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022ETx2AM"
"20","Year 2 Maintenance Sku added to Tripwire for Databases Perpetual","year2MaintenanceSkuAddedToTripwireForDatabasesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TDP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022L8r2AE"
"20","Year 2 Maintenance Sku added to Tripwire for Directory Services Perpetual","year2MaintenanceSkuAddedToTripwireForDirectoryServicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TDSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022L7F2AU"
"20","Year 2 Maintenance Sku added to Tripwire for Servers  Perpetual","year2MaintenanceSkuAddedToTripwireForServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TSP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022L412AE"
"20","Year 2 Maintenance Sku added to TripwireEnterpriseforMidSizeStorewND Perpetual","year2MaintenanceSkuAddedToTripwireenterpriseformidsizestorewndPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRIPEM AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022Hd72AE"
"20","Year 2 Maintenance Sku added to VnE Manager Ev Express Perpetual","year2MaintenanceSkuAddedToVneManagerEvExpressPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-VEMEEP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HZt2AM"
"20","Year 2 Maintenance Sku added to VnE Manager Ev Limited Perpetual","year2MaintenanceSkuAddedToVneManagerEvLimitedPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-VEMELP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HYH2A2"
"20","Year 2 Maintenance Sku added to VnE Manager Ev Perpetual","year2MaintenanceSkuAddedToVneManagerEvPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-VEMEVP AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022HWf2AM"
"20","Year 2 Maintenance Sku added to VnE Manager Ev_Device Profiler Ev Perpetual","year2MaintenanceSkuAddedToVneManagerEv_deviceProfilerEvPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-VEMEVD AND [0] QuoteTypeText__c ? Renewal","","14OWC0000022EQj2AM"
"22","Year 1 Maintenance Sku added to Tripwire Log Center Manager License Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterManagerLicensePerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCMLP AND [0] QuoteTypeText__c ? New","","14OWC0000022Edp2AE"
"24","Year 1 Maintenance Sku added to Tripwire Log Center for VMware ESX RC Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterForVmwareEsxRcPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLOCVM AND [0] QuoteTypeText__c ? New","","14OWC0000022F532AE"
"25","Year 1 Maintenance Sku added to Tripwire Log Center for VMware ESX Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterForVmwareEsxPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRLOCV AND [0] QuoteTypeText__c ? New","","14OWC0000022F6f2AE"
"26","Year 1 Maintenance Sku added to Tripwire Log Center for Security Dev Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterForSecurityDevPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCSDP AND [0] QuoteTypeText__c ? New","","14OWC0000022F3d2AE"
"27","Year 1 Maintenance Sku added to Tripwire Log Center for NetworkDevices Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterForNetworkdevicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCNDP AND [0] QuoteTypeText__c ? New","","14OWC0000022FEj2AM"
"27","Year 1 Maintenance Sku added to Tripwire Log Center for POS End Point Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterForPosEndPointPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRLOCP AND [0] QuoteTypeText__c ? New","","14OWC0000022EQk2AM"
