"Sequence","Name","ApiName","Status","Description","CriteriaExpressionType","CriteriaHumanReadable","ValidationMessage","SourceUAT_Id"
"10","Requires existing license of Automate Professional_2","requiresExistingLicenseOfAutomateProfessional_2","Active","","All","[0] ItemProductCode ? RPA-AUD-RSS-APAPS_LIC","","14OWC000001s0Gz2AI"
"10","Year 1 Maintenance Sku added to Automate Maintenance Add Ons Perpetual","year1MaintenanceSkuAddedToAutomateMaintenanceAddOnsPerpetual","Active","","All","[0] ItemProductCode ? RPA-AUT-NRPS-AMAOP AND [0] QuoteTypeText__c ? New","","14OWC0000023ZWL2A2"
"10","Year 1 Maintenance Sku added to Automate Ultimate Perpetual","year1MaintenanceSkuAddedToAutomateUltimatePerpetual","Active","","All","[0] ItemProductCode ? RPA-AUT-NRPS-AUP AND [0] QuoteTypeText__c ? New","","14OWC0000022UIb2AM"
"10","Year 1 Maintenance Sku added to CCM Limited Management Server Perpetual license","year1MaintenanceSkuAddedToCcmLimitedManagementServerPerpetualLicense","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMLIM AND [0] QuoteTypeText__c ? New","","14OWC000001s7NJ2AY"
"10","Year 1 Maintenance Sku added to CCM Limited Scan Engine Perpetual","year1MaintenanceSkuAddedToCcmLimitedScanEnginePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-CCMLIE AND [0] QuoteTypeText__c ? New","","14OWC0000022UqT2AU"
"10","Year 1 Maintenance Sku added to CCM Management Server Perpetual","year1MaintenanceSkuAddedToCcmManagementServerPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMMSP AND [0] QuoteTypeText__c ? New","","14OWC000001s7K52AI"
"10","Year 1 Maintenance Sku added to CCM Scan Engine Perpetual","year1MaintenanceSkuAddedToCcmScanEnginePerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMSEP AND [0] QuoteTypeText__c ? New","","14OWC000001s7Gr2AI"
"10","Year 1 Maintenance Sku added to CCM for Network Devices Perpetual","year1MaintenanceSkuAddedToCcmForNetworkDevicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMNDP AND [0] QuoteTypeText__c ? New","","14OWC0000022Uth2AE"
"10","Year 1 Maintenance Sku added to CCM for Servers Perpetual","year1MaintenanceSkuAddedToCcmForServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMSER AND [0] QuoteTypeText__c ? New","","14OWC0000022Us52AE"
"10","Year 1 Maintenance Sku added to CCM for Single Purpose Devices Perpetual","year1MaintenanceSkuAddedToCcmForSinglePurposeDevicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMSIP AND [0] QuoteTypeText__c ? New","","14OWC0000022PUD2A2"
"10","Year 1 Maintenance Sku added to CCM for Workstations Perpetual","year1MaintenanceSkuAddedToCcmForWorkstationsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMWOR AND [0] QuoteTypeText__c ? New","","14OWC000001s7QX2AY"
"10","Year 1 Maintenance Sku added to Device Profiler Ev Express Perpetual","year1MaintenanceSkuAddedToDeviceProfilerEvExpressPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-DPEEXP AND [0] QuoteTypeText__c ? New","","14OWC0000022Uor2AE"
"10","Year 1 Maintenance Sku added to Device Profiler Ev Limited Perpetual","year1MaintenanceSkuAddedToDeviceProfilerEvLimitedPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-DPELIM AND [0] QuoteTypeText__c ? New","","14OWC000001s7Dd2AI"
"10","Year 1 Maintenance Sku added to Device Profiler Ev NonTran Unlmtd Use Perpetual","year1MaintenanceSkuAddedToDeviceProfilerEvNontranUnlmtdUsePerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-DPENON AND [0] QuoteTypeText__c ? New","","14OWC000001s5br2AA"
"10","Year 1 Maintenance Sku added to Device Profiler Ev Perpetual","year1MaintenanceSkuAddedToDeviceProfilerEvPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-DPEPER AND [0] QuoteTypeText__c ? New","","14OWC000001s7C12AI"
"10","Year 1 Maintenance Sku added to Doc Management Bundle Perpetual","year1MaintenanceSkuAddedToDocManagementBundlePerpetual","Active","","All","[0] ItemProductCode ? DM-DML-NRPS-DMBP AND [0] QuoteTypeText__c ? New","","14OWC0000023Zcn2AE"
"10","Year 1 Maintenance Sku added to EFT 8 Continuum Perpetual","year1MaintenanceSkuAddedToEft8ContinuumPerpetual","Active","","All","[0] ItemProductCode ? GS-GSE-NRPS-E8CP AND [0] QuoteTypeText__c ? New","","14OWC00000252hZ2AQ"
"10","Year 1 Maintenance Sku added to FIM for MidSize Stores Perpetual","year1MaintenanceSkuAddedToFimForMidsizeStoresPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMMPE AND [0] QuoteTypeText__c ? New","","14OWC0000022UaL2AU"
"10","Year 1 Maintenance Sku added to File Integrity Manager for Databases Perpetual","year1MaintenanceSkuAddedToFileIntegrityManagerForDatabasesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMDAT AND [0] QuoteTypeText__c ? New","","14OWC0000022PSb2AM"
"10","Year 1 Maintenance Sku added to File Integrity Manager for Desktops Perpetual","year1MaintenanceSkuAddedToFileIntegrityManagerForDesktopsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMDEP AND [0] QuoteTypeText__c ? New","","14OWC0000022UNR2A2"
"10","Year 1 Maintenance Sku added to File Integrity Manager for File System Perpetual","year1MaintenanceSkuAddedToFileIntegrityManagerForFileSystemPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMFSP AND [0] QuoteTypeText__c ? New","","14OWC0000022UnF2AU"
"10","Year 1 Maintenance Sku added to File Integrity Manager for Large Store Perpetual","year1MaintenanceSkuAddedToFileIntegrityManagerForLargeStorePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMLAR AND [0] QuoteTypeText__c ? New","","14OWC0000023ZeP2AU"
"10","Year 1 Maintenance Sku added to File Integrity Manager for Mid Size St Perpetual","year1MaintenanceSkuAddedToFileIntegrityManagerForMidSizeStPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMMID AND [0] QuoteTypeText__c ? New","","14OWC0000023Zg12AE"
"10","Year 1 Maintenance Sku added to File Integrity Manager for Network Dev Perpetual","year1MaintenanceSkuAddedToFileIntegrityManagerForNetworkDevPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMNDP AND [0] QuoteTypeText__c ? New","","14OWC0000022Uld2AE"
"10","Year 1 Maintenance Sku added to File Integrity Manager for POS Servers Perpetual","year1MaintenanceSkuAddedToFileIntegrityManagerForPosServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMPSP AND [0] QuoteTypeText__c ? New","","14OWC0000022Uk12AE"
"10","Year 1 Maintenance Sku added to File Integrity Manager for Small Store Perpetual","year1MaintenanceSkuAddedToFileIntegrityManagerForSmallStorePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMSMA AND [0] QuoteTypeText__c ? New","","14OWC000001s73x2AA"
"10","Year 1 Maintenance Sku added to File Integrity Manager for VMware ESX Perpetual","year1MaintenanceSkuAddedToFileIntegrityManagerForVmwareEsxPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMVEP AND [0] QuoteTypeText__c ? New","","14OWC0000022UiP2AU"
"10","Year 1 Maintenance Sku added to File Integrity Mgr for Directory Serv Perpetual","year1MaintenanceSkuAddedToFileIntegrityMgrForDirectoryServPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMDSP AND [0] QuoteTypeText__c ? New","","14OWC0000022Ugn2AE"
"10","Year 1 Maintenance Sku added to File Integrity Mgr for Large Store 75 Perpetual","year1MaintenanceSkuAddedToFileIntegrityMgrForLargeStore75Perpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMLAR AND [0] QuoteTypeText__c ? New","","14OWC0000022UfB2AU"
"10","Year 1 Maintenance Sku added to File Integrity Mgr for MidSize Store Perpetual","year1MaintenanceSkuAddedToFileIntegrityMgrForMidsizeStorePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMPOE AND [0] QuoteTypeText__c ? New","","14OWC0000022UdZ2AU"
"10","Year 1 Maintenance Sku added to File Integrity Mgr for POS End Point Perpetual","year1MaintenanceSkuAddedToFileIntegrityMgrForPosEndPointPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMPOE AND [0] QuoteTypeText__c ? New","","14OWC0000022Ubx2AE"
"10","Year 1 Maintenance Sku added to FileCatalyst Central Perpetual","year1MaintenanceSkuAddedToFilecatalystCentralPerpetual","Active","","All","[0] ItemProductCode ? GOA-FIL-NRPS-FCCP AND [0] QuoteTypeText__c ? New","","14OWC0000023Zkr2AE"
"10","Year 1 Maintenance Sku added to IP360 Perpetual","year1MaintenanceSkuAddedToIp360Perpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-IP36PE AND [0] QuoteTypeText__c ? New","","14OWC0000022UYj2AM"
"10","Year 1 Maintenance Sku added to IP360 Term Based Perpetual","year1MaintenanceSkuAddedToIp360TermBasedPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-IP36TE AND [0] QuoteTypeText__c ? New","","14OWC0000022UGz2AM"
"10","Year 1 Maintenance Sku added to Policy Manager for Desktops Perpetual","year1MaintenanceSkuAddedToPolicyManagerForDesktopsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMDP AND [0] QuoteTypeText__c ? New","","14OWC0000022UX72AM"
"10","Year 1 Maintenance Sku added to Policy Manager for File Systems Perpetual","year1MaintenanceSkuAddedToPolicyManagerForFileSystemsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMFSP AND [0] QuoteTypeText__c ? New","","14OWC0000022UVV2A2"
"10","Year 1 Maintenance Sku added to Policy Manager for Network Devices Perpetual","year1MaintenanceSkuAddedToPolicyManagerForNetworkDevicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMNDP AND [0] QuoteTypeText__c ? New","","14OWC0000022UTt2AM"
"10","Year 1 Maintenance Sku added to Policy Manager for POS End Point Syste Perpetual","year1MaintenanceSkuAddedToPolicyManagerForPosEndPointSystePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMPP AND [0] QuoteTypeText__c ? New","","14OWC0000022USH2A2"
"10","Year 1 Maintenance Sku added to Policy Manager for POS Servers Perpetual","year1MaintenanceSkuAddedToPolicyManagerForPosServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMPSP AND [0] QuoteTypeText__c ? New","","14OWC0000022UQf2AM"
"10","Year 1 Maintenance Sku added to Policy Manager for VMware ESX Perpetual","year1MaintenanceSkuAddedToPolicyManagerForVmwareEsxPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-PMVEP AND [0] QuoteTypeText__c ? New","","14OWC0000022UP32AM"
"10","Year 1 Maintenance Sku added to Powertech Identity_Access Manager Perpetual","year1MaintenanceSkuAddedToPowertechIdentity_accessManagerPerpetual","Active","","All","[0] ItemProductCode ? PIA-PIA-NRPS-PIAP AND [0] QuoteTypeText__c ? New","","14OWC0000022ULp2AM"
"10","Year 1 Maintenance Sku added to TE Academic Institution Site License Perpetual","year1MaintenanceSkuAddedToTeAcademicInstitutionSiteLicensePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEAI AND [0] QuoteTypeText__c ? New","","14OWC000001s6ZJ2AY"
"10","Year 1 Maintenance Sku added to TEAcademicInstitutionSiteLicenseDataPerpetual","year1MaintenanceSkuAddedToTeacademicinstitutionsitelicensedataperpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEACAD AND [0] QuoteTypeText__c ? New","","14OWC0000022UKD2A2"
"10","Year 1 Maintenance Sku added to TEAcademicInstitutionSiteLicenseDeskPerpetual","year1MaintenanceSkuAddedToTeacademicinstitutionsitelicensedeskperpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TAIP AND [0] QuoteTypeText__c ? New","","14OWC0000022PQz2AM"
"10","Year 1 Maintenance Sku added to TEAcademicInstitutionSiteLicenseDirSer Perpetual","year1MaintenanceSkuAddedToTeacademicinstitutionsitelicensedirserPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TESP AND [0] QuoteTypeText__c ? New","","14OWC0000022PPN2A2"
"10","Year 1 Maintenance Sku added to TEAcademicInstitutionSiteLicenseNetDevPerpetual","year1MaintenanceSkuAddedToTeacademicinstitutionsitelicensenetdevperpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEDP AND [0] QuoteTypeText__c ? New","","14OWC0000022PNl2AM"
"10","Year 1 Maintenance Sku added to TEAcademicInstitutionSiteLicenseVMWarePerpetual","year1MaintenanceSkuAddedToTeacademicinstitutionsitelicensevmwareperpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEEP AND [0] QuoteTypeText__c ? New","","14OWC0000022PM92AM"
"10","Year 1 Maintenance Sku added to TFS for Workstations Perpetual","year1MaintenanceSkuAddedToTfsForWorkstationsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TFSWOR AND [0] QuoteTypeText__c ? New","","14OWC0000022PKX2A2"
"10","Year 1 Maintenance Sku added to Tripwire App Custom Workflow Integrate Perpetual","year1MaintenanceSkuAddedToTripwireAppCustomWorkflowIntegratePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRIPWI AND [0] QuoteTypeText__c ? New","","14OWC0000022PIv2AM"
"10","Year 1 Maintenance Sku added to Tripwire App Term Based Enterprise Uti Perpetual","year1MaintenanceSkuAddedToTripwireAppTermBasedEnterpriseUtiPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TATP AND [0] QuoteTypeText__c ? New","","14OWC0000022PHJ2A2"
"10","Year 1 Maintenance Sku added to Tripwire CCM Unlimited Use Perpetual","year1MaintenanceSkuAddedToTripwireCcmUnlimitedUsePerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TCUUP AND [0] QuoteTypeText__c ? New","","14OWC0000022PFh2AM"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise Console Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseConsolePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TECP AND [0] QuoteTypeText__c ? New","","14OWC0000022DMb2AM"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise Express Console Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseExpressConsolePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEECP AND [0] QuoteTypeText__c ? New","","14OWC0000022PE52AM"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise Perpetual","year1MaintenanceSkuAddedToTripwireEnterprisePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEP AND [0] QuoteTypeText__c ? New","","14OWC0000022Mo52AE"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for Databases Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForDatabasesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRDP AND [0] QuoteTypeText__c ? New","","14OWC0000022NfJ2AU"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for Desktops Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForDesktopsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRIPEN AND [0] QuoteTypeText__c ? New","","14OWC0000022Ndh2AE"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for Directory Serv Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForDirectoryServPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEDSP AND [0] QuoteTypeText__c ? New","","14OWC0000022Nc52AE"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for File Systems Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForFileSystemsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEFSP AND [0] QuoteTypeText__c ? New","","14OWC0000022NaT2AU"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for Large Stores Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForLargeStoresPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TELP AND [0] QuoteTypeText__c ? New","","14OWC0000022NSP2A2"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for Large StoresND Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForLargeStoresndPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRENTE AND [0] QuoteTypeText__c ? New","","14OWC0000022NQn2AM"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for Microsoft Exch Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForMicrosoftExchPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEMEP AND [0] QuoteTypeText__c ? New","","14OWC0000022Mxl2AE"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for Microsoft IIS Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForMicrosoftIisPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEMIP AND [0] QuoteTypeText__c ? Tripwire Enterprise for Microsoft IIS","","14OWC0000022GAn2AM"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for MidSize Store Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForMidsizeStorePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEMP AND [0] QuoteTypeText__c ? New","","14OWC0000022Mw92AE"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for Network Device Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForNetworkDevicePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TENDP AND [0] QuoteTypeText__c ? New","","14OWC0000022MuX2AU"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for POS End Point Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForPosEndPointPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEPP AND [0] QuoteTypeText__c ? New","","14OWC0000022Msv2AE"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for POS Servers Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForPosServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEPSP AND [0] QuoteTypeText__c ? New","","14OWC0000022MjL2AU"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for Small Stores Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForSmallStoresPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRFP AND [0] QuoteTypeText__c ? New","","14OWC0000022MrJ2AU"
"10","Year 1 Maintenance Sku added to Tripwire Enterprise for VMware ESX Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseForVmwareEsxPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TEVEP AND [0] QuoteTypeText__c ? New","","14OWC0000022Mph2AE"
"10","Year 1 Maintenance Sku added to Tripwire EnterpriseforSmallStoreswND Perpetual","year1MaintenanceSkuAddedToTripwireEnterpriseforsmallstoreswndPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRIPES AND [0] QuoteTypeText__c ? New","","14OWC0000022GM52AM"
"10","Year 1 Maintenance Sku added to Tripwire IP360 NonTransferable Unlimi Perpetual","year1MaintenanceSkuAddedToTripwireIp360NontransferableUnlimiPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TINP AND [0] QuoteTypeText__c ? New","","14OWC0000022GE12AM"
"10","Year 1 Maintenance Sku added to Tripwire Log Center Advanced Log Colle Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterAdvancedLogCollePerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCP AND [0] QuoteTypeText__c ? New","","14OWC0000022GCP2A2"
"10","Year 1 Maintenance Sku added to Tripwire for Databases Perpetual","year1MaintenanceSkuAddedToTripwireForDatabasesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TDP AND [0] QuoteTypeText__c ? New","","14OWC0000022GKT2A2"
"10","Year 1 Maintenance Sku added to Tripwire for Directory Services Perpetual","year1MaintenanceSkuAddedToTripwireForDirectoryServicesPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TDSP AND [0] QuoteTypeText__c ? New","","14OWC0000022GHF2A2"
"10","Year 1 Maintenance Sku added to Tripwire for Servers  Perpetual","year1MaintenanceSkuAddedToTripwireForServersPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TSP AND [0] QuoteTypeText__c ? New","","14OWC0000022GFd2AM"
"10","Year 2 Maintenance Sku added to Automate Maintenance Add Ons Perpetual","year2MaintenanceSkuAddedToAutomateMaintenanceAddOnsPerpetual","Active","","All","[0] ItemProductCode ? RPA-AUT-NRPS-AMAOP AND [0] QuoteTypeText__c ? New","","14OWC0000023ZrJ2AU"
"10","Year 2 Maintenance Sku added to CCM Limited Management Server Perpetual license","year2MaintenanceSkuAddedToCcmLimitedManagementServerPerpetualLicense","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMLIM AND [0] Quote_Type__c ? Renewable","","14OWC0000021QIf2AM"
"10","Year 2 Maintenance Sku added to CCM Management Server Perpetual","year2MaintenanceSkuAddedToCcmManagementServerPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMMSP AND [0] QuoteTypeText__c ? Renewable","","14OWC0000021QP72AM"
"10","Year 2 Maintenance Sku added to CCM Scan Engine Perpetual","year2MaintenanceSkuAddedToCcmScanEnginePerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMSEP AND [0] QuoteTypeText__c ? Renewable","","14OWC0000021QSL2A2"
"10","Year 2 Maintenance Sku added to CCM for Workstations Perpetual","year2MaintenanceSkuAddedToCcmForWorkstationsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-CCMWOR AND [0] QuoteTypeText__c ? renewable","","14OWC0000021QDp2AM"
"10","Year 2 Maintenance Sku added to Device Profiler Ev Express Perpetual","year2MaintenanceSkuAddedToDeviceProfilerEvExpressPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-RSS-DPEEXS AND [0] QuoteTypeText__c ? Renewal","","14OWC0000021QVZ2A2"
"10","Year 2 Maintenance Sku added to Device Profiler Ev Limited Perpetual","year2MaintenanceSkuAddedToDeviceProfilerEvLimitedPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-DPELIM AND [0] QuoteTypeText__c ? Renewable","","14OWC0000021QnJ2AU"
"10","Year 2 Maintenance Sku added to Device Profiler Ev NonTran Unlmtd Use Perpetual","year2MaintenanceSkuAddedToDeviceProfilerEvNontranUnlmtdUsePerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-DPENON AND [0] QuoteTypeText__c ? Renewable","","14OWC0000021QqX2AU"
"10","Year 2 Maintenance Sku added to Device Profiler Ev Perpetual","year2MaintenanceSkuAddedToDeviceProfilerEvPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-DPEPER AND [0] QuoteTypeText__c ? Renewable","","14OWC0000021Qtl2AE"
"10","Year 2 Maintenance Sku added to File Integrity Manager for Large Store Perpetual","year2MaintenanceSkuAddedToFileIntegrityManagerForLargeStorePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-FIMLAD AND [0] QuoteTypeText__c ? New","","14OWC0000023a4D2AQ"
"10","Year 2 Maintenance Sku added to TE Academic Institution Site LicenseDS Perpetual","year2MaintenanceSkuAddedToTeAcademicInstitutionSiteLicensedsPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TESP AND [0] QuoteTypeText__c ? New","","14OWC0000023a5p2AA"
"10","Year1Maintenance Sku added to Tripwire Log Center for Databases includ Perpetual","year1maintenanceSkuAddedToTripwireLogCenterForDatabasesIncludPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TRCP AND [0] QuoteTypeText__c ? New","","14OWC0000023Zph2AE"
"10","Year1Maintenance Sku added to Tripwire Log Center for Microsoft Exch Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterForMicrosoftExchPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLOGCE AND [0] QuoteTypeText__c ? New","","14OWC0000023Zo52AE"
"11","Year 1 Maintenance Sku added to VnE Manager Ev_Device Profiler Ev Perpetual","year1MaintenanceSkuAddedToVneManagerEv_deviceProfilerEvPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-VEMEVD AND [0] QuoteTypeText__c ? New","","14OWC0000022Dkn2AE"
"12","Year 1 Maintenance Sku added to VnE Manager Ev Perpetual","year1MaintenanceSkuAddedToVneManagerEvPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-VEMEVP AND [0] QuoteTypeText__c ? New","","14OWC0000022DzJ2AU"
"13","Year 1 Maintenance Sku added to VnE Manager Ev Limited Perpetual","year1MaintenanceSkuAddedToVneManagerEvLimitedPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-VEMELP AND [0] QuoteTypeText__c ? New","","14OWC0000022E0v2AE"
"14","Year 1 Maintenance Sku added to VnE Manager Ev Express Perpetual","year1MaintenanceSkuAddedToVneManagerEvExpressPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-VEMEEP AND [0] QuoteTypeText__c ? New","","14OWC0000022E8z2AE"
"15","Year 1 Maintenance Sku added to TripwireEnterpriseforMidSizeStorewND Perpetual","year1MaintenanceSkuAddedToTripwireenterpriseformidsizestorewndPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRIPEM AND [0] QuoteTypeText__c ? New","","14OWC0000022ECD2A2"
"16","Year 1 Maintenance Sku added to Tripwire State Analyzer Perpetual","year1MaintenanceSkuAddedToTripwireStateAnalyzerPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TSAP AND [0] QuoteTypeText__c ? New","","14OWC0000022ELt2AM"
"16","Year 1 Maintenance Sku added to Tripwire Term Based Enterprise License Perpetual","year1MaintenanceSkuAddedToTripwireTermBasedEnterpriseLicensePerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TTBELP AND [0] QuoteTypeText__c ? New","","14OWC0000022EIf2AM"
"17","Year 1 Maintenance Sku added to Tripwire State Analyzer Express Perpetual","year1MaintenanceSkuAddedToTripwireStateAnalyzerExpressPerpetual","Active","","All","[0] ItemProductCode ? FIM-FIM-NRPS-TRST AND [0] QuoteTypeText__c ? New","","14OWC0000022ENV2A2"
"18","Year 1 Maintenance Sku added to Tripwire Log Center Term Based Perpetual","year1MaintenanceSkuAddedToTripwireLogCenterTermBasedPerpetual","Active","","All","[0] ItemProductCode ? FIM-TLC-NRPS-TLCTBP AND [0] QuoteTypeText__c ? New","","14OWC0000022EYn2AM"
"18","Year 1 Maintenance Sku added to Tripwire Manager Perpetual","year1MaintenanceSkuAddedToTripwireManagerPerpetual","Active","","All","[0] ItemProductCode ? FIM-FML-NRPS-TMP AND [0] QuoteTypeText__c ? New","","14OWC0000022ESL2A2"
