Id,Name,StockKeepingUnit,BasedOnId,BasedOn.Name
01tWC00000DD14VYAT,Automate Ops Console-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD14ZYAT,Automate Plus-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD14mYAD,Automate Professional Action Pack-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD14iYAD,Automate Professional-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD14tYAD,Automate Runtime-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD156YAD,Batch Import Utility-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD15AYAT,Batch Report Server-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD15fYAD,Capacity Planning with Performance Navigator-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD211YAD,CCM - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD220YAD,CCM - Scan Engine - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD16ZYAT,CD Builder-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD16iYAD,Change Data Capture Module-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD16mYAD,Change Management-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD17pYAD,Comprehensive Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD17sYAD,Comprehensive i Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD19EYAT,CSV Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD19LYAT,Custom Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD19YYAT,Data Acquisition-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD19iYAD,Data Export/400 - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD19sYAD,Data Monitor for iSeries Base (Changes)-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1A0YAL,Data Monitor for iSeries Reads-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1ATYA1,Data Set View Builder-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1AXYA1,Data Transfer/400 - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1AaYAL,DataImport-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1AxYAL,DealerTrack Bundle - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1B0YAL,DealerTrack Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1B3YAL,DeliverNow - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1B6YAL,DeliverNow-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1BDYA1,Deployment Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1CUYA1,Doc Management Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1CXYA1,Doc Management Legacy Product-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1ChYAL,DocAlpha Advanced Capture - Header Footer-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1CkYAL,DocAlpha Advanced Capture - Line Item-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1CnYAL,DocAlpha Concurrent Seat License-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1CqYAL,DocAlpha Invoice Capture Header/Footer-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1CtYAL,DocAlpha Invoice Capture Line Item-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1CwYAL,DocAlpha Output Connector-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1CzYAL,docAlpha(Artsyl)-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1DRYA1,Domino Report Server-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1DVYA1,Download Conv Bund Basic-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD20aYAD,DP Ev - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1GNYA1,Electronic Forms Designer-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1GQYA1,Electronic Forms License-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1GVYA1,Email Dist Bundle Basic-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1GYYA1,Email File Server - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1GbYAL,Email Monitor-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1GfYAL,Email Report Distribution Bundle PC-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1GiYAL,Email Report Server-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1H5YAL,Enhanced Data Sources-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1H9YAL,Enhanced ESEND for SMB Pricing - Per User-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1HDYA1,Enhanced ETL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1HHYA1,Enhanced Metadata Management-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1HTYA1,Enterprise Fax-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1HaYAL,Enterprise Workflow - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1HdYAL,Enterprise Workflow Lite - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1InYAL,FileCatalyst Central Additional Nodes-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1IjYAL,FileCatalyst Central-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1IyYAL,FileCatalyst Concurrent Connections Additional-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1IuYAL,FileCatalyst Concurrent Connections-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1J2YAL,FileCatalyst Development Kit-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1J6YAL,FileCatalyst Direct-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1JCYA1,FileCatalyst Hotfolder for Automation-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1JHYA1,FileCatalyst Load Balancer-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1JLYA1,FileCatalyst Reverse Proxy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1JQYA1,FileCatalyst TransferAgent - Web Integration Kit-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1JYYA1,FileCatalyst Workflow Acceleration-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1JUYA1,FileCatalyst Workflow-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1JoYAL,Formdocs License-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD213YAD,FORTRAVM - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1LYYA1,FTP/400 Remote Comma-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1LVYA1,FTP/400-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1LrYAL,GoAnywhere Accelerated File Transfer Per Gbps-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1LnYAL,GoAnywhere Accelerated File Transfer-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1LvYAL,GoAnywhere Advanced Agent-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1LzYAL,GoAnywhere Advanced Reporting-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1M7YAL,GoAnywhere Advanced Workflows and Reporting-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1M3YAL,GoAnywhere Advanced Workflows-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MBYA1,GoAnywhere Agent-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MFYA1,GoAnywhere AS2 Send/Receive-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MJYA1,GoAnywhere AS3 Send/Receive-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MNYA1,GoAnywhere AS4 Send/Receive-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MRYA1,GoAnywhere Basic Agent-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MVYA1,GoAnywhere Business Activity Monitor-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MZYA1,GoAnywhere Cloud Connector Premium-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MhYAL,GoAnywhere Cloud Connector Standard Pack-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MdYAL,GoAnywhere Cloud Connector Standard-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MlYAL,GoAnywhere Collaboration Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MuYAL,GoAnywhere Core Server Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1N6YAL,GoAnywhere Enterprise Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NBYA1,GoAnywhere FTP Client & Server-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NFYA1,GoAnywhere FTPS Server-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NNYA1,GoAnywhere Gateway and Load Balancer-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NRYA1,GoAnywhere Gateway Load Balancer-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NJYA1,GoAnywhere Gateway-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NVYA1,GoAnywhere GoDrive-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NZYA1,GoAnywhere GoFast Server-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NlYAL,GoAnywhere PeSIT Client-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NpYAL,GoAnywhere PeSIT Express Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NvYAL,GoAnywhere PeSIT Premium Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1NzYAL,GoAnywhere PeSIT Server-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1O3YAL,GoAnywhere PeSIT Starter Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1O9YAL,GoAnywhere Premium AS2-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1ODYA1,GoAnywhere Premium Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1OMYA1,GoAnywhere Secure Folders-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1OQYA1,GoAnywhere Secure Forms-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1OUYA1,GoAnywhere Secure Mail-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1OYYA1,GoAnywhere Security Domains-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1OdYAL,GoAnywhere Services (legacy)-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1OgYAL,GoAnywhere SFTP Server-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1OkYAL,GoAnywhere Standard Agent-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1OoYAL,GoAnywhere Starter Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1OzYAL,GoAnywhere Ultimate AS2-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1P3YAL,GoAnywhere Workflows Basic-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1P7YAL,GoAnywhere Workflows Express-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1PBYA1,GoAnywhere Workflows Restricted-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1PqYAL,HTML Report Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1Q5YAL,iEncrypt-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwVSYA1,iForms Electronic Forms and Report Writer - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1QCYA1,iForms-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwVVYA1,IFS Tools-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwVZYA1,Image Viewer - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwVcYAL,Imaging Barcode/OCR-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwVhYAL,Info Print Integrator/400-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwVpYAL,Insite Analytics-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwW4YAL,Integration Toolkit-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD20cYAD,IP360 - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwWiYAL,iSeries Data Access-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwWlYAL,iSeries Office Integrator-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwWpYAL,iSeries PDF and TIFF-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCwWsYAL,JDA Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1QjYAL,MCP Remote Support-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1RKYA1,Microsoft Office Add-Ins-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1RpYAL,Native AFP to PDF Report-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD09MYAT,Native AFP to TIFF Report-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD09PYAT,Native Converters-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD09SYAT,Native DataImport Report Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD09VYAT,Native Host Print Transform Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD09YYAT,Native PCL to PDF Converter - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD09bYAD,Native Text to CSV Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD09eYAD,Native Text to PDF Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD0ADYA1,NSS - AIX-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD0AHYA1,NSS - Linux-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD0ALYA1,NSS - SNMP Trap Receiver-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD0ATYA1,NSS - Web Application Monitor-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD0AXYA1,NSS - Windows-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1U4YAL,Parallel Loading-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1UGYA1,PCL to PDF Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1UKYA1,PDF Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1UOYA1,PDF Splitter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1aEYAT,POP/400 Email Retrieval API-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1aPYAT,Powertech Antivirus - Linux / AIX-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1aTYAT,Powertech Antivirus - Solaris-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1aXYAT,Powertech Antivirus - x86 Linux-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1abYAD,Powertech Antivirus for IBM i - Domino-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1afYAD,Powertech Antivirus for IBM i-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1atYAD,Powertech Command Security for IBM i-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1bYYAT,Powertech Encryption for IBM i (Auto IFS Encryption Module)-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1bcYAD,Powertech Encryption for IBM i (Backup Encryption Module)-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1bgYAD,Powertech Encryption for IBM i (Field Encryption Module)-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1bUYAT,Powertech Encryption for IBM i-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1bkYAD,Powertech Event Manager-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1c2YAD,Powertech Multi-Factor Authentication for IBM i-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1c6YAD,Powertech Password Self Help for IBM i-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1cEYAT,Powertech Risk Assessor for IBM i-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1cMYAT,Powertech Security Auditor-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1cTYAT,Powertech SIEM Agent for IBM i-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1cZYAT,PowerVM-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1WzYAL,Query & Report Writer-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1X4YAL,RAW Report Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1XTYA1,Remote Data Push-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1XXYA1,Remote Data Sourcing-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1XwYAL,Report Archive Bundle iSeries - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1XzYAL,Report Splitter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1YGYA1,RJS PDF API-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1YrYAL,Robot HA-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1YvYAL,Robot Monitor - AIX-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1YzYAL,Robot Monitor - Linux-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1Z3YAL,Robot Monitor - VIOS-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1ZRYA1,Robot Schedule Enterprise Agent-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1ZbYAL,Robot Services-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1dBYAT,Rodin Enterprise - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1dEYAT,Rodin Runtime - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1dKYAT,RPG Toolbox-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1dOYAT,RPG2SQL Integrator-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1dSYAT,RTF Report Converter-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1deYAD,Safestone Password Self Help Users-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1daYAD,Safestone Password Self Help-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1drYAD,Scan Workstation - Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1duYAD,Scan Workstation-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1fqYAD,Security KM Events-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1fuYAD,Security KM Incidents-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1g2YAD,Security Scan - Cross Platform-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1g6YAD,Security Scan - i-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1gEYAT,Sequel - User Based-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1gIYAT,SEQUEL Client Report Option-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1jbYAD,Sequel Data Warehouse (RODIN) Select License-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1jlYAD,SEQUEL Data Warehouse Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1MxYAL,Sequel Data Warehouse-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1jyYAD,Sequel Repository Designer-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1kpYAD,Sequel Repository-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1kAYAT,SEQUEL SMB Bundle Additional User-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1kIYAT,SEQUEL Solution Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1klYAD,Showcase Client Reporting-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1l1YAD,SignHere Legacy-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1kxYAD,SignHere-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1lAYAT,SMTP/400 Email Send API-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1lPYAT,Software - Misc-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1laYAD,Spreadsheet Conv Bundle-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1mDYAT,Surveyor/400 - Single User Price - Unlimited Partitions-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1m9YAD,Surveyor/400 - Single User Price-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1mIYAT,Surveyor/400 - Unlimited Partitions-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1m6YAD,Surveyor/400-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD1mZYAT,Task Supervisor-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCxlVYAT,Text Report Converter (ASCII/ANSI/TXT/PRN)-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DCxmJYAT,Trend Tables-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD20eYAD,Tripwire Enterprise Console - MySQL Backend - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD20gYAD,Tripwire Enterprise for Databases - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD20kYAD,Tripwire Enterprise for Desktops - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD20iYAD,Tripwire Enterprise for Directory Services - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD223YAD,Tripwire Enterprise for File Systems - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD20nYAD,Tripwire Enterprise for Network Devices - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD225YAD,Tripwire Enterprise for VMware ESX - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD227YAD,Tripwire for Servers - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD21EYAT,Tripwire Log Center - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD21GYAT,Tripwire Log Center for Desktops - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD21IYAT,Tripwire Log Center for File Systems - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD22JYAT,Tripwire Log Center for Network Devices - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
01tWC00000DD22LYAT,Tripwire Log Center for Security Devices - EVAL-NewMaintenance,,11BWC0000037mBF2AY,STYPE_ONLY
