LineNumber	Product2.Name	Product2Id	Fortra_Product_Type__c	Quantity	UnitPrice	ListPrice	Base_Price__c	NetUnitPrice	NetTotalPrice	TotalPrice	Subtotal	TotalLineAmount	PricingTerm	PricingTermCount	PricingTermUnit	StartDate	EndDate	Pre_Partner_Price__c	PrehookRSNetUnitPrice__c	PartnerDiscountPercent	Partner_Discount_Percent__c	COLACalculatedPrice__c	COLA_Uplift_Percent__c	CancelNetUnitPrice__c
4267368	BoKS Administration License Fee	01tWC00000DD15IYAT		0	1000	1000		722.5	0	0	0	0		0		2026-07-06		1000		15				
4267369	beSECURE - Cloud-Based	01tWC00000DD10zYAD		1	5417.5	0		1646.9561	1646.9561	1646.9561	5417.5	5417.5	1	1	Annual	2027-07-01		5417.5		18		5417.5	6.2	
