
===== SHEET: Products (9441r x 23c) =====
Product SKU	Name	Software Product Master	GP Item Class	Tax Code	Price	Legacy Product?	Bundle?	Unit Label	Is Tiered Pricing	Experlogix Series	Family Unit (Software Product Family) (Product)	Solution Group Family (Software Product Family) (Product)	Product Brand Family (Software Product Family) (Product)	Product Family (Software Product Family) (Product)	Software Product Family	Product SKU (Software Product Family) (Product)	In Bundles	Required With Items	Approval Discount Fraction	Hardware	Regional Discounts	Term Length Discounts
PT01943	Getting Started Powertech Exit Point Manager for IBM i for  1 Test and 1 High Availability Production LPAR with Insite and Central Admin	Powertech Services	SERV SUP	SC070321	5225	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT02109	SSO Implementation		SERV SUP	SC070321	9500	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Fortra Security Services	Fortra Security Services	Fortra Security Services	F4TRASECSERV			0.25	HADR50		No
RB01905	Robot Online Services Half Day		SERV SUP	SC070321	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01906	Robot Online Services Full Day		SERV SUP	SC070321	2200	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01907	Robot On-site Services Full Day		SERV SUP	SC070321	2475	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
SS01905	Safestone Online Services Half Day	Safestone Services	SERV SUP	SC070321	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Safestone	Safestone Services	Safestone Services	F4SSSERV			0.25	HADR50	Yes	No
SS01906	Safestone Online Services Full Day	Safestone Services	SERV SUP	SC070321	2200	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Safestone	Safestone Services	Safestone Services	F4SSSERV			0.25	HADR50	Yes	No
SS01907	Safestone On-site Services Full Day	Safestone Services	SERV SUP	SC070321	2475	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Safestone	Safestone Services	Safestone Services	F4SSSERV			0.25	HADR50	Yes	No
TG01905	Tango - Online Services Half Day	Tango04 Services	SERV SUP	SC070321	1000	Yes					CORE	Systems Management	Tango	Tango04 Services	Tango04 Services	F4TANGO04SERV			0.25	HADR50	Yes	No
TG01907	Tango - On-site Services Full Day	Tango04 Services	SERV SUP	SC070321	2250	Yes					CORE	Systems Management	Tango	Tango04 Services	Tango04 Services	F4TANGO04SERV			0.25	HADR50	Yes	No
TQ01921	TeamQuest Global Services - Analysis Services	TeamQuest Services	SERV SUP	SC070321	263	No				New Software; Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQ01922	TeamQuest Global Services - Implementation Services	TeamQuest Services	SERV SUP	SC070321	263	No				New Software; Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQ01923	TeamQuest Global Services - Managed Services	TeamQuest Services	SERV SUP	SP140000	263	No				New Software; Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQ01924	TeamQuest Global Services - Strategic Services	TeamQuest Services	SERV SUP	SP140000	263	No				New Software; Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQG1910	TeamQuest - GSA - Contract Development	TeamQuest Services	SERV SUP	SC070321	0	Yes					CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQG1921	TeamQuest - GSA - Global Services - Analysis Services	TeamQuest Services	SERV SUP	SC070321	250	Yes					CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQG1922	TeamQuest - GSA - Global Services - Implementation Services	TeamQuest Services	SERV SUP	SC070321	250	Yes					CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQG1923	TeamQuest - GSA - Global Services - Managed Services	TeamQuest Services	SERV SUP	SC070321	250	Yes					CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQG1924	TeamQuest - GSA - Global Services - Strategic Services	TeamQuest Services	SERV SUP	SC070321	250	Yes					CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TN01910	Tango Advanced Assistance Credits	Tango04 Services	SERV SUP	SC070321	250	Yes					CORE	Systems Management	Tango	Tango04 Services	Tango04 Services	F4TANGO04SERV			0.25	HADR50	Yes	No
RJ07470	Webdocs Cloud Managed Services - Application		SERV SUP	SC070321	800	Yes					CORE	Document Management	Doc Management	WebDocs	WebDocs	F4WEBDOCS			0.25	HADR50		No
RJ07197	Getting Started Services for WebDocs Forms Management		SERV SUP	SC070321	3600	No				Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
PT01926	Getting Started with Powertech Multi-Factor Authentication		SERV SUP	ST080000	1650	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
MP01905	MPG Online Services Half Day	Robot Services	SERV SUP	SC070321	1200	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
MP01906	MPG Online Services Full Day	Robot Services	SERV SUP	SC070321	2400	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
MP01907	MPG On-site Services Full Day	Robot Services	SERV SUP	SC070321	2700	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
MP01911	MPG Travel Time	Robot Services	SERV SUP	NT	125	No	No			Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
IM05905	Intermapper Travel Time	InterMapper Services	SERV SUP	NT	125	No				New Software; New Software No Rules; Professional Services	CORE	Network Monitoring	InterMapper	InterMapper Services	InterMapper Services	F4INTERMAPPERSERV			0.25	0	Yes	No
IM05906	InterMapper Getting Started Services	InterMapper Services	SERV SUP	ST080000	500	No				New Software; New Software No Rules; Professional Services	CORE	Network Monitoring	InterMapper	InterMapper Services	InterMapper Services	F4INTERMAPPERSERV			0.25	0	Yes	No
PT01928	Getting Started with Powertech RSA SecurID		SERV SUP	ST080000	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01929	Getting Started with Powertech Password Self Help		SERV SUP	ST080000	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01930	Getting Started with Powertech Encryption - Field		SERV SUP	ST080000	825	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01931	Getting Started with Powertech Encryption - IFS		SERV SUP	ST080000	825	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01932	Getting Started with Powertech Antivirus for IBM i		SERV SUP	ST080000	825	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01933	Getting Started with Powertech Antivirus Linux / AIX		SERV SUP	ST080000	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT11911	Getting Started with Powertech Security Auditor - Cross Platform		SERV SUP	ST080000	550	Yes	No			New Software No Rules	CORE	Cybersecurity	Powertech	Powertech Services	PowertechX Services	F4PTXSERVICES			0.25	0		No
PT11912	Getting Started with Powertech Antivirus - Cross Platform		SERV SUP	ST080000	500	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	PowertechX Services	F4PTXSERVICES			0.25	0		No
PT01934	Getting Started with Powertech Authority Broker for IBM i		SERV SUP	ST080000	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01935	Getting Started Powertech SIEM Agent for IBM i		SERV SUP	ST080000	825	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01936	Getting Started Powertech Command Security for IBM i		SERV SUP	ST080000	825	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01937	Getting Started Powertech Exit Point Manager for IBM i for  1 Test and 1 Production LPAR		SERV SUP	ST080000	3850	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01938	Getting Started Powertech Identity Manager for IBM i		SERV SUP	ST080000	2750	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01939	Getting Started Powertech Compliance Monitor for IBM i		SERV SUP	ST080000	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01940	Getting Started Powertech Database Monitor for IBM i		SERV SUP	ST080000	1375	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
IG01910	Quick Start Basic Provisioning	IGA Services	SERV SUP	SC070321	73500	No				New Software; New Software No Rules; Professional Services	CORE	Identity & Access Management	Core IGA	Core IGA Services	Core IGA Services	F4COREIGASERVICES			0.25	None		No
IG01911	Quick Start Advanced Provisioning	IGA Services	SERV SUP	SC070321	89250	No				New Software; New Software No Rules; Professional Services	CORE	Identity & Access Management	Core IGA	Core IGA Services	Core IGA Services	F4COREIGASERVICES			0.25	None		No
IG08000	Basic Ops Services 1/4 FTE (2 hours/day) - 3 Months	Ops Services	SERV SUP	SP140000	25000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08001	Basic Ops Services 1/4 FTE (2 hours/day) - 6 Months	Ops Services	SERV SUP	SP140000	44000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08002	Basic Ops Services 1/4 FTE (2 hours/day) - 12 Months	Ops Services	SERV SUP	SP140000	75000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08003	Basic Ops Services 1/2 FTE (3 hours/day) - 3 Months	Ops Services	SERV SUP	SP140000	37000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08004	Basic Ops Services 1/2 FTE (3 hours/day) - 6 Months	Ops Services	SERV SUP	SP140000	65000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08005	Basic Ops Services 1/2 FTE (3 hours/day) - 12 Months	Ops Services	SERV SUP	SP140000	112000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08006	Basic Ops Services FTE (6 hours/day) - 3 Months	Ops Services	SERV SUP	SP140000	75000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08007	Basic Ops Services FTE (6 hours/day) - 6 Months	Ops Services	SERV SUP	SP140000	131000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08008	Basic Ops Services FTE (6 hours/day) - 12 Months	Ops Services	SERV SUP	SP140000	224000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08009	Flexible Ops Services 1/4 FTE (2 hours/day) - 3 Months	Ops Services	SERV SUP	SP140000	29000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08010	Flexible Ops Services 1/4 FTE (2 hours/day) - 6 Months	Ops Services	SERV SUP	SP140000	52000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08011	Flexible Ops Services 1/4 FTE (2 hours/day) - 12 Months	Ops Services	SERV SUP	SP140000	86000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08012	Flexible Ops Services 1/2 FTE (3 hours/day) - 3 Months	Ops Services	SERV SUP	SP140000	43000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08013	Flexible Ops Services 1/2 FTE (3 hours/day) - 6 Months	Ops Services	SERV SUP	SP140000	78000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08014	Flexible Ops Services 1/2 FTE (3 hours/day) - 12 Months	Ops Services	SERV SUP	SP140000	128000	No				New Software No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
RB01922	Getting Started Robot Alert for IBM i		SERV SUP	SP140000	550	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01923	Getting Started Robot Console for IBM i		SERV SUP	SP140000	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01924	Getting Started Robot Schedule for IBM i		SERV SUP	SP140000	2200	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01925	Getting Started Robot Schedule Enterprise for IBM i		SERV SUP	SP140000	1375	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01926	Getting Started Robot Schedule Enterprise One Interface for IBM i		SERV SUP	SP140000	550	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01927	Getting Started Robot Replay for IBM i		SERV SUP	SP140000	825	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01928	Getting Started Robot Network for IBM i		SERV SUP	SP140000	1650	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01929	Getting Started Robot Reports for IBM i		SERV SUP	SP140000	3300	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01930	Getting Started Robot Save for IBM i		SERV SUP	SP140000	2200	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB01931	Getting Started Robot Space for IBM i		SERV SUP	SP140000	2200	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
PT01982	Powertech Authority Broker Comprehensive Implementation: LPAR's 1-5		SERV SUP	ST080000	1500	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01983	Powertech Authority Broker Comprehensive Implementation: LPAR's 6-10		SERV SUP	ST080000	1300	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01984	Powertech Authority Broker Comprehensive Implementation: LPAR's 11-20		SERV SUP	ST080000	1100	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01985	Powertech Authority Broker Comprehensive Implementation: LPAR's 21+		SERV SUP	ST080000	900	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01986	Powertech Compliance Monitor Comprehensive Implementation: LPAR's 1-5		SERV SUP	ST080000	2000	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01987	Powertech Compliance Monitor Comprehensive Implementation: LPAR's 6-10		SERV SUP	ST080000	1750	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01988	Powertech Compliance Monitor Comprehensive Implementation: LPAR's 11-20		SERV SUP	ST080000	1500	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01989	Powertech Compliance Monitor Comprehensive Implementation: LPAR's 21+		SERV SUP	ST080000	1250	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01990	Powertech Exit Point Manager Comprehensive Implementation: LPAR's 1-5		SERV SUP	ST080000	3000	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01991	Powertech Exit Point Manager Comprehensive Implementation: LPAR's 6-10		SERV SUP	ST080000	2750	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01992	Powertech Exit Point Manager Comprehensive Implementation: LPAR's 11-20		SERV SUP	ST080000	2250	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01993	Powertech Exit Point Manager Comprehensive Implementation: LPAR's 21+		SERV SUP	ST080000	1800	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
RJ07210	Getting Started Services for Basic Document Management		SERV SUP	SC070321	4800	No				New Software; New Software No Rules; Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
RJ07211	Getting Started Services for Document Management with DeliverNow		SERV SUP	SC070321	6000	No				New Software; New Software No Rules; Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
RJ07212	Getting Started Services for Document Management with Automate		SERV SUP	SC070321	6000	No				New Software; New Software No Rules; Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
RJ07213	Getting Started Services for Document Management with iForms		SERV SUP	SC070321	7500	No				New Software; New Software No Rules; Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
TQ01927	Getting Started Services - Starter Pack	TeamQuest Services	SERV SUP	SC070321	3150	No				New Software; New Software No Rules; Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQ01928	Getting Started Services - Tier 1	TeamQuest Services	SERV SUP	SC070321	6825	No				New Software; New Software No Rules; Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQ01929	Getting Started Services - Tier 2	TeamQuest Services	SERV SUP	SC070321	10500	No				New Software; New Software No Rules; Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQ01930	Getting Started Services - Tier 3	TeamQuest Services	SERV SUP	SC070321	15750	No				New Software; New Software No Rules; Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
RJ07502	DeliverNow Only		SERV SUP	SC070321	2000	No				New Software; New Software No Rules; Professional Services	CORE	Document Management	Doc Management	DeliverNow	DeliverNow	F4DELIVERNOW			0.25	HADR50		No
RJ07503	WDW with Automate Email Capture		SERV SUP	SC070321	8800	No				New Software; New Software No Rules; Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
RJ07504	AP Standard Automation Service Pack		SERV SUP	SC070321	36000	No				New Software; New Software No Rules; Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
RJ07506	AP Advanced Automation Service Pack		SERV SUP	SC070321	55500	No				New Software; New Software No Rules; Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
PT02110	Getting Started with Powertech Antivirus for Linux/AIX with Management Console		SERV SUP	ST080000	2200	No	No		No	New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01997	Getting Started Powertech Exit Point Manager for IBM i for Single Production LPAR (with no related Test or Backup partition)	Powertech Services	SERVICES	SC070321	2200	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01998	Getting Started Powertech Exit Point Manager for IBM i for 1 High Availability Production LPAR		SERVICES	SC070321	3500	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT02108	QSECURITY 30 to QSECURITY 40 - Security Level Change Feasibility Assessment Service		SERVICES	SC070321	5000	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Fortra Security Services	Fortra Security Services	Fortra Security Services	F4TRASECSERV			0.25	HADR50		No
IM05900	InterMapper Services (Hourly)	InterMapper Services	SERVICES	SC070321	250	No				New Software; New Software No Rules; Professional Services	CORE	Network Monitoring	InterMapper	InterMapper Services	InterMapper Services	F4INTERMAPPERSERV	2	0	0.25	0	Yes	No
IM05901	InterMapper Online Services Half Day	InterMapper Services	SERVICES	SC070321	1000	No				New Software; New Software No Rules; Professional Services	CORE	Network Monitoring	InterMapper	InterMapper Services	InterMapper Services	F4INTERMAPPERSERV			0.25	0	Yes	No
IM05902	InterMapper Online Services Full Day	InterMapper Services	SERVICES	SC070321	2000	No				New Software; New Software No Rules; Professional Services	CORE	Network Monitoring	InterMapper	InterMapper Services	InterMapper Services	F4INTERMAPPERSERV			0.25	0	Yes	No
IM05903	InterMapper On-site Services Full Day	InterMapper Services	SERVICES	SC070321	2250	No				New Software; New Software No Rules; Professional Services	CORE	Network Monitoring	InterMapper	InterMapper Services	InterMapper Services	F4INTERMAPPERSERV			0.25	0	Yes	No
RJ07192	RJS Services (per hour)		SERVICES	SC070321	225	No				New Software; New Software No Rules; Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
BI01904	SEQUEL Services (Hourly)		SERVICES	SC070321	275	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50	Yes	No
BI01905	SEQUEL Online Services Half Day		SERVICES	SC070321	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50	Yes	No
BI01906	SEQUEL Online Services Full Day		SERVICES	SC070321	2200	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50	Yes	No
BI01907	SEQUEL On-site Services Full Day		SERVICES	SC070321	2475	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50	Yes	No
BI01908	SEQUEL On Demand Consulting (hourly)		SERVICES	SC070321	180	No				New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50	Yes	No
BI01910	ShowCase Services (Hourly)		SERVICES	SC070321	275	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	ShowCase	ShowCase Services	ShowCase Services	F4SCSERV			0.25	HADR50	Yes	No
BI01911	ShowCase Online Services Half Day		SERVICES	SC070321	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	ShowCase	ShowCase Services	ShowCase Services	F4SCSERV			0.25	HADR50	Yes	No
BI01912	ShowCase Online Services Full Day		SERVICES	SC070321	2200	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	ShowCase	ShowCase Services	ShowCase Services	F4SCSERV			0.25	HADR50	Yes	No
BI01913	ShowCase On-site Services Full Day		SERVICES	SC070321	2475	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	ShowCase	ShowCase Services	ShowCase Services	F4SCSERV			0.25	HADR50	Yes	No
BI01914	ShowCase On Demand Consulting (hourly)		SERVICES	SC070321	200	No				New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	ShowCase	ShowCase Services	ShowCase Services	F4SCSERV			0.25	HADR50	Yes	No
BI01924	Sequel Viewpoint Level 1: Getting Started		SERVICES	ST080000	594	No	No			Professional Services	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50	Yes	No
BI01925	Sequel Viewpoint Level 2: Beyond the Basics		SERVICES	ST080000	594	No	No			Professional Services	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50	Yes	No
... [truncated at 400 non-empty rows; sheet has 9441 rows]

===== SHEET: Product Families (788r x 2c) =====
Row Labels	Count of SKUs
A la Carte Menu	3
A la Carte Menu and Security System	3
Abstract	12
Abstract	12
Access Assurance Suite	712
Aspect Communications IVR Software	2
Core Access	10
Core Access Assurance Suite	2
Core Compliance	4
Core Connector Framework (RDK)	2
Core Connector Library	2
Core Connectors Undefined	1
Core Password	4
Core Provisioning	12
Non-Standard Core Connectors	323
RoleCourier	8
SecureReset	8
Standard Core Connectors - In Product	124
Standard Core Connectors - Standard Delivery	210
Advanced Job Scheduler	48
Advanced Job Scheduler	48
Advanced Reporting Suite	8
Advanced Reporting Suite	6
Advanced Reporting Suite Cross	1
Advanced Reporting Suite IBM i	1
Alert Intelligence	24
Alert Intelligence	24
AnyDate	28
AnyDate	28
Audit Journal Manager	48
Audit Journal Manager	48
