
===== SHEET: Products (9441r x 23c) =====
Product SKU	Name	Software Product Master	GP Item Class	Tax Code	Price	Legacy Product?	Bundle?	Unit Label	Is Tiered Pricing	Experlogix Series	Family Unit (Software Product Family) (Product)	Solution Group Family (Software Product Family) (Product)	Product Brand Family (Software Product Family) (Product)	Product Family (Software Product Family) (Product)	Software Product Family	Product SKU (Software Product Family) (Product)	In Bundles	Required With Items	Approval Discount Fraction	Hardware	Regional Discounts	Term Length Discounts
PT11902	PowerTech - Renew Maintenance - Renew Standard Maintenance - Cross		RENEW MAIN	SC100122	0	No					CORE	Cybersecurity	Powertech	Powertech Maintenance	Powertech Maintenance	F4PTMAINT			0.25	0		No
PT11903	Powertech - Renew Maintenance - Renew Premium Maintenance  - Cross		RENEW MAIN	SC100122	0	No					CORE	Cybersecurity	Powertech	Powertech Maintenance	Powertech Maintenance	F4PTMAINT			0.25	0		No
FT01902	BoKS - Renew Maintenance - Renew Standard Maintenance		RENEW MAIN	SC100122	0	No					CORE	Identity & Access Management	BoKS	BoKs Maintenance	BoKs Maintenance	F4BOKSMAINTENANCE			0.25	HADR50		No
FT01903	BoKS - Renew Maintenance - Renew Premium Maintenance		RENEW MAIN	SC100122	0	No					CORE	Identity & Access Management	BoKS	BoKs Maintenance	BoKs Maintenance	F4BOKSMAINTENANCE			0.25	HADR50		No
FT02103	BoKS Maintenance - License Upgrade Stub Period - Standard		RENEW MAIN	SC100221	0	No					CORE	Identity & Access Management	BoKS	BoKs Maintenance	BoKs Maintenance	F4BOKSMAINTENANCE			0.25	HADR50		No
FT02104	BoKS Maintenance - License Upgrade Stub Period - Premium		RENEW MAIN	SC100221	0	No					CORE	Identity & Access Management	BoKS	BoKs Maintenance	BoKs Maintenance	F4BOKSMAINTENANCE			0.25	HADR50		No
BI11902	SEQUEL Renew Standard Maintenance - Cross		RENEW MAIN	SC100122	0	No					CORE	Business Intelligence	Sequel	SEQUEL Maintenance	SEQUEL Maintenance	F4SEQUELMAINT			0.25	HADR50		No
BI11903	SEQUEL Renew Premium Maintenance - Cross		RENEW MAIN	SC100122	0	No					CORE	Business Intelligence	Sequel	SEQUEL Maintenance	SEQUEL Maintenance	F4SEQUELMAINT			0.25	HADR50		No
PT12103	PowertechX Maintenance - License Upgrade Stub Period - Standard		RENEW MAIN	SC100221	0	No					CORE	Cybersecurity	Powertech	Powertech Maintenance	Powertech Maintenance	F4PTMAINT			0.25	0		No
PT12104	PowertechX Maintenance - License Upgrade Stub Period - Premium		RENEW MAIN	SC100221	0	No					CORE	Cybersecurity	Powertech	Powertech Maintenance	Powertech Maintenance	F4PTMAINT			0.25	0		No
MP01902	MPG Renew Standard Maintenance		RENEW MAIN	SC100122	0	No					CORE	Systems Management	Robot	Robot Maintenance	Robot Maintenance	F4RBTMAINT			0.25	HADR50		No
MP01903	MPG Renew Premuim Maintenance		RENEW MAIN	SC100122	0	No					CORE	Systems Management	Robot	Robot Maintenance	Robot Maintenance	F4RBTMAINT			0.25	HADR50		No
MP02103	MPG HW Change Stub Maintenance - Standard Maintenance		RENEW MAIN	SC100221	0	No					CORE	Systems Management	Robot	Robot Maintenance	Robot Maintenance	F4RBTMAINT			0.25	HADR50		No
MP02104	MPG HW Change Stub Maintenance - Premium Maintenance		RENEW MAIN	SC100221	0	No					CORE	Systems Management	Robot	Robot Maintenance	Robot Maintenance	F4RBTMAINT			0.25	HADR50		No
IG01902	IGA - Renew Standard Maintenance		RENEW MAIN	SC100122	0	No					CORE	Identity & Access Management	Core IGA	Core IGA Maintenance	Core IGA Maintenance	F4COREIGAMAINT			0.25	None		No
IG01903	IGA - Renew Premium Maintenance		RENEW MAIN	SC100122	0	No					CORE	Identity & Access Management	Core IGA	Core IGA Maintenance	Core IGA Maintenance	F4COREIGAMAINT			0.25	None		No
IG02103	IGA Maintenance - License Upgrade Stub Period - Standard		RENEW MAIN	SC100221	0	No					CORE	Identity & Access Management	Core IGA	Core IGA Maintenance	Core IGA Maintenance	F4COREIGAMAINT			0.25	None		No
IG02104	IGA Maintenance - License Upgrade Stub Period - Premium		RENEW MAIN	SC100221	0	No					CORE	Identity & Access Management	Core IGA	Core IGA Maintenance	Core IGA Maintenance	F4COREIGAMAINT			0.25	None		No
BI01909	Travel Expense (billed as incurred)	SEQUEL Services	SERV EXP	OT010100	0	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50		No
BI01915	Travel Expense (billed as incurred)	ShowCase Services	SERV EXP	OT010100	0	No	No			New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	ShowCase	ShowCase Services	ShowCase Services	F4SCSERV			0.25	HADR50		No
IM05999	Travel Expense (billed as incurred)	InterMapper Services	SERV EXP	OT010100	0	No				Professional Services	CORE	Network Monitoring	InterMapper	InterMapper Services	InterMapper Services	F4INTERMAPPERSERV			0.25	0		No
RJ07199	Travel Expense (billed as incurred)	RJS Services	SERV EXP	OT010100	0	No	No			Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
RB01909	Robot Services Expense		SERV EXP	OT010100	0	No				Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50		No
SS01909	Travel Expense (billed as incurred)	Safestone Services	SERV EXP	OT010100	0	No				Professional Services	CORE	Cybersecurity	Safestone	Safestone Services	Safestone Services	F4SSSERV			0.25	HADR50		No
PT01909	PowerTech Services Expense	Powertech Services	SERV EXP	OT010100	0	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0		No
PT01915	Travel Expense (billed as incurred)	HelpSystems Security Services Services	SERV EXP	OT010100	0	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Fortra Security Services	Fortra Security Services	Fortra Security Services	F4TRASECSERV			0.25	HADR50		No
BW01909	Travel Expense (billed as incurred)	Bytware Services	SERV EXP	OT010100	0	No				Professional Services	CORE	Systems Management	Bytware	Bytware Services	Bytware Services	F4BYTWARESERV			0.25	HADR50		No
CC01909	Travel Expense (billed as incurred)	CCSS Services	SERV EXP	OT010100	0	No				Professional Services	CORE	Systems Management	CCSS	CCSS Services	CCSS Services	F4CCSSSERV			0.25	HADR50		No
HC01909	Travel Expense (billed as incurred)	Halcyon Services	SERV EXP	OT010100	0	No				Professional Services	CORE	Systems Management	Halcyon	Halcyon Services	Halcyon Services	F4HALCYONSERV			0.25	HADR50		No
TG01909	Tango - Services Expense - Legacy	Tango04 Services	SERV EXP	OT010100	0	Yes					CORE	Systems Management	Tango	Tango04 Services	Tango04 Services	F4TANGO04SERV			0.25	HADR50		No
TQ01909	Travel Expense (billed as incurred)	TeamQuest Services	SERV EXP	OT010100	0	No				Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TQG1909	TeamQuest - GSA - Services Expense	TeamQuest Services	SERV EXP	OT010100	0	Yes					CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
TN01909	Travel Expense (billed as incurred)	Tango04 Services	SERV EXP	OT010100	0	No				Professional Services	CORE	Systems Management	Tango	Tango04 Services	Tango04 Services	F4TANGO04SERV			0.25	HADR50		No
FT01909	BoKS Services Expense	PowertechX Services	SERV EXP	OT010100	0	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	PowertechX Services	F4PTXSERVICES			0.25	0		No
PT11909	PowerTechX Services Expense	PowertechX Services	SERV EXP	OT010100	0	No				New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	PowertechX Services	F4PTXSERVICES			0.25	0		No
MP01909	MPG Services Expense	Robot Services	SERV EXP	OT010100	0	No	No			New Software; New Software No Rules; Professional Services	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50		No
IG01909	Travel Expense (billed as incurred)	IGA Services	SERV EXP	OT010100	0	No				New Software No Rules; Professional Services	CORE	Identity & Access Management	Core IGA	Core IGA Services	Core IGA Services	F4COREIGASERVICES			0.25	None		No
IG01921	Travel Expense Fixed Rate - One trip, up to 4 days	IGA Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Identity & Access Management	Core IGA	Core IGA Services	Core IGA Services	F4COREIGASERVICES			0.25	None		No
BI01917	Travel Expense Fixed Rate - One trip, up to 4 days	SEQUEL Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50		No
IM05998	Travel Expense Fixed Rate - One trip, up to 4 days	InterMapper Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Network Monitoring	InterMapper	InterMapper Services	InterMapper Services	F4INTERMAPPERSERV			0.25	0		No
RJ07198	Travel Expense Fixed Rate - One trip, up to 4 days	RJS Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Document Management	Doc Management	Doc Management Services	Doc Management Services	F4DOCMNGTSERV			0.25	HADR50		No
BW01911	Travel Expense Fixed Rate - One trip, up to 4 days	Bytware Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Systems Management	Bytware	Bytware Services	Bytware Services	F4BYTWARESERV			0.25	HADR50		No
CC01911	Travel Expense Fixed Rate - One trip, up to 4 days	CCSS Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Systems Management	CCSS	CCSS Services	CCSS Services	F4CCSSSERV			0.25	HADR50		No
TQ01911	Travel Expense Fixed Rate - One trip, up to 4 days	TeamQuest Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Capacity Management	Capacity Management	TeamQuest Services	TeamQuest Services	F4TQSERV			0.25	None		No
PT01999	Travel Expense Fixed Rate - One trip, up to 4 days	HelpSystems Security Services Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Cybersecurity	Fortra Security Services	Fortra Security Services	Fortra Security Services	F4TRASECSERV			0.25	HADR50		No
HC01911	Travel Expense Fixed Rate - One trip, up to 4 days	Halcyon Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Systems Management	Halcyon	Halcyon Services	Halcyon Services	F4HALCYONSERV			0.25	HADR50		No
SS01912	Travel Expense Fixed Rate - One trip, up to 4 days	Safestone Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Cybersecurity	Safestone	Safestone Services	Safestone Services	F4SSSERV			0.25	HADR50		No
BI01918	Travel Expense Fixed Rate - One trip, up to 4 days	ShowCase Services	SERV EXP	OT010100	3500	No	No		No	New Software; New Software No Rules; Professional Services	CORE	Business Intelligence	ShowCase	ShowCase Services	ShowCase Services	F4SCSERV			0.25	HADR50		No
TN01911	Travel Expense Fixed Rate - One trip, up to 4 days	Tango04 Services	SERV EXP	OT010100	3500	No	No		No	Professional Services	CORE	Systems Management	Tango	Tango04 Services	Tango04 Services	F4TANGO04SERV			0.25	HADR50		No
PT02063	Powertech Services (Hourly) - Recurring	Powertech Services	SERV RECUR	SC130121	275	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT02064	Fortra Security Services (Hourly) - Recurring	HelpSystems Services	SERV RECUR	SC130121	275	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Cybersecurity	Fortra Security Services	Fortra Security Services	Fortra Security Services	F4TRASECSERV			0.25	HADR50		No
BI01942	Sequel Services (Hourly) - Recurring	SEQUEL Services	SERV RECUR	SC130121	275	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Business Intelligence	Sequel	SEQUEL Services	SEQUEL Services	F4SEQUELSERV			0.25	HADR50	Yes	No
IG08020	Ops Services – Recurring Services	Ops Services	SERV RECUR	SC070321	138000	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
PT01950	Managed Security Services for IBM i - Standard - New	Managed Security Services for IBM i - Standard	SERV RECUR	DC010500	4920	No					CORE	Cybersecurity	Fortra Security Services	Managed Security Services for IBM i	Managed Security Services for IBM i - Standard	F4MANSECSERVIBMISTD			0.25	HADR50		No
PT01951	Managed Security Services for IBM i - Premium - New	Managed Security Services for IBM i - Premium	SERV RECUR	DC010500	8220	No					CORE	Cybersecurity	Fortra Security Services	Managed Security Services for IBM i	Managed Security Services for IBM i - Premium	F4MANSECSERVIBMIPREM			0.25	HADR50		No
PT01952	Managed Security Services - Standard - Renewal	Managed Security Services for IBM i - Standard	SERV RECUR	DC010500	4920	No					CORE	Cybersecurity	Fortra Security Services	Managed Security Services for IBM i	Managed Security Services for IBM i - Standard	F4MANSECSERVIBMISTD			0.25	HADR50		No
PT01953	Managed Security Services - Premium - Renewal	Managed Security Services for IBM i - Premium	SERV RECUR	DC010500	8220	No					CORE	Cybersecurity	Fortra Security Services	Managed Security Services for IBM i	Managed Security Services for IBM i - Premium	F4MANSECSERVIBMIPREM			0.25	HADR50		No
PT01954	Managed Security Services - Upgrade MSS Premium - New	Managed Security Services for IBM i - Premium	SERV RECUR	DC010500	3300	No					CORE	Cybersecurity	Fortra Security Services	Managed Security Services for IBM i	Managed Security Services for IBM i - Premium	F4MANSECSERVIBMIPREM			0.25	HADR50		No
PT01955	Managed Security Services - Upgrade MSS Premium - Renewal	Managed Security Services for IBM i - Premium	SERV RECUR	DC010500	3300	No					CORE	Cybersecurity	Fortra Security Services	Managed Security Services for IBM i	Managed Security Services for IBM i - Premium	F4MANSECSERVIBMIPREM			0.25	HADR50		No
RB05006	Standard Managed Backup Recovery Services - New	Robot Services	SERV RECUR	SP140000	4200	Yes					CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB05007	Standard Managed Backup Recovery Services - Renewal	Robot Services	SERV RECUR	SP140000	4200	Yes					CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB05008	Premium Managed Backup Recovery Services - New	Robot Services	SERV RECUR	SP140000	6600	Yes					CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB05009	Premium Managed Backup Recovery Services - Renewal	Robot Services	SERV RECUR	SP140000	6600	Yes					CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB06000	Standard Disk Space Managed Service - New	Robot Services	SERV RECUR	SP140000	4200	Yes					CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB06001	Standard Disk Space Managed Service - Renewal	Robot Services	SERV RECUR	SP140000	4200	Yes					CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB06002	Premium Disk Space Managed Service - New	Robot Services	SERV RECUR	SP140000	6600	Yes					CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
RB06003	Premium Disk Space Managed Service - Renewal	Robot Services	SERV RECUR	SP140000	6600	Yes					CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
PT01956	Managed Security Services - New - Base License	Managed Security Services	SERV RECUR	DC010500	2500	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01957	Managed Security Services - New - Per Agent 1-10	Managed Security Services	SERV RECUR	DC010500	240	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01958	Managed Security Services - New - Per Agent 11 - 100	Managed Security Services	SERV RECUR	DC010500	180	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01959	Managed Security Services - New - Per Agent 101 - 500	Managed Security Services	SERV RECUR	DC010500	150	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01960	Managed Security Services - New - Per Agent 501 - 1000	Managed Security Services	SERV RECUR	DC010500	120	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01961	Managed Security Services - New - Per Agent 1001+	Managed Security Services	SERV RECUR	DC010500	90	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01962	Managed Security Services - Renewal - Base License	Managed Security Services	SERV RECUR	DC010500	2500	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01963	Managed Security Services - Renewal - Per Agent 1-10	Managed Security Services	SERV RECUR	DC010500	240	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01964	Managed Security Services - Renewal - Per Agent 11 - 100	Managed Security Services	SERV RECUR	DC010500	180	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01965	Managed Security Services - Renewal - Per Agent 101 - 500	Managed Security Services	SERV RECUR	DC010500	150	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01966	Managed Security Services - Renewal - Per Agent 501 - 1000	Managed Security Services	SERV RECUR	DC010500	120	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01967	Managed Security Services - Renewal - Per Agent 1001+	Managed Security Services	SERV RECUR	DC010500	90	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
TN02000	Managed Services - Advanced Maintenance - New	Managed Services	SERV RECUR	SC100221	0	Yes	No			Subscriptions No Rules	CORE	Systems Management	Tango	Managed Services	Managed Services	F4MANSERV			0.25	HADR50		No
TN02001	Managed Services - Premium Maintenance - New	Managed Services	SERV RECUR	SC100221	0	Yes	No			Subscriptions No Rules	CORE	Systems Management	Tango	Managed Services	Managed Services	F4MANSERV			0.25	HADR50		No
TN02002	Managed Services - Advanced Maintenance - Renewal	Managed Services	SERV RECUR	SC100122	0	Yes					CORE	Systems Management	Tango	Managed Services	Managed Services	F4MANSERV			0.25	HADR50		No
TN02003	Managed Services - Premium Maintenance - Renewal	Managed Services	SERV RECUR	SC100122	0	Yes					CORE	Systems Management	Tango	Managed Services	Managed Services	F4MANSERV			0.25	HADR50		No
PT01968	Managed Security Services - New - 10 OS Instances	Managed Security Services	SERV RECUR	DC010500	4900	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01972	Managed Security Services - New - OS 1,000 +	Managed Security Services	SERV RECUR	DC010500	90	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01970	Managed Security Services - New - OS 101 - 500	Managed Security Services	SERV RECUR	DC010500	150	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01969	Managed Security Services - New - OS 11 - 100	Managed Security Services	SERV RECUR	DC010500	180	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01971	Managed Security Services - New - OS 501-1,000	Managed Security Services	SERV RECUR	DC010500	120	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01973	Managed Security Services - Renewal - 10 OS Instances	Managed Security Services	SERV RECUR	DC010500	4900	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01977	Managed Security Services - Renewal - OS 1,000 +	Managed Security Services	SERV RECUR	DC010500	90	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01975	Managed Security Services - Renewal - OS 101 - 500	Managed Security Services	SERV RECUR	DC010500	150	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01974	Managed Security Services - Renewal - OS 11 - 100	Managed Security Services	SERV RECUR	DC010500	180	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01976	Managed Security Services - Renewal - OS 501-1,000	Managed Security Services	SERV RECUR	DC010500	120	Yes				Subscriptions No Rules	CORE	Cybersecurity	Powertech	Managed Security Services	Managed Security Services	F4MANAGEDSCRTYSERVIC			0.25	0		No
PT01980	Single Sign On Managed Services – IBM I - New	Single Sign On Managed Services – IBM I	SERV RECUR	DC010500	3300	No					CORE	Cybersecurity	Fortra Security Services	Single Sign On Managed Services - IBM I	Single Sign On Managed Services – IBM I	F4SINGLESIGNONMANSER			0.25	HADR50		No
PT01981	Single Sign On Managed Services – IBM I - Renew	Single Sign On Managed Services – IBM I	SERV RECUR	DC010500	3300	No					CORE	Cybersecurity	Fortra Security Services	Single Sign On Managed Services - IBM I	Single Sign On Managed Services – IBM I	F4SINGLESIGNONMANSER			0.25	HADR50		No
IG08016	Ops Services (2 hours / day) - 3 Months	Ops Services	SERV RECUR	SP140000	31185	Yes				Subscriptions No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08017	Ops Services (3 hours / day) - 3 Months	Ops Services	SERV RECUR	SP140000	45360	Yes				Subscriptions No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08018	Ops Services (4 hours / day) - 3 Months	Ops Services	SERV RECUR	SP140000	59535	Yes				Subscriptions No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
IG08019	Ops Services (6 hours / day) - 3 Months	Ops Services	SERV RECUR	SP140000	90300	Yes	No			Subscriptions No Rules	CORE	Identity & Access Management	Core IGA	Core IGA Services	Ops Services	F4OPSSERVICES			0.25	None		No
PT02062	PowertechX Services (Hourly) - Recurring	PowertechX Services	SERV RECUR	SC130121	275	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Cybersecurity	Powertech	Powertech Services	PowertechX Services	F4PTXSERVICES			0.25	0		No
PT02066	Managed Security Services for IBM i - Premium - Renewal - Bundle Pricing	Managed Security Services for IBM i	SERV RECUR	DC010500	7200	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Cybersecurity	Fortra Security Services	Managed Security Services for IBM i	Managed Security Services for IBM i - Premium	F4MANSECSERVIBMIPREM			0.25	HADR50		No
PT02065	Managed Security Services for IBM i - Premium - New - Bundle Pricing	Managed Security Services for IBM i	SERV RECUR	DC010500	7200	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Cybersecurity	Fortra Security Services	Managed Security Services for IBM i	Managed Security Services for IBM i - Premium	F4MANSECSERVIBMIPREM			0.25	HADR50		No
MP01918	Robot Services (Hourly) - Recurring	Robot Services	SERV RECUR	SC130121	275	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
HC01912	Halcyon Services (Hourly) - Recurring	Halcyon Services	SERV RECUR	SC130121	275	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Systems Management	Halcyon	Halcyon Services	Halcyon Services	F4HALCYONSERV			0.25	HADR50	Yes	No
MP01919	Robot (MPG) Services (Hourly) - Recurring	Robot Services	SERV RECUR	SC130121	300	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Systems Management	Robot	Robot Services	Robot Services	F4RBTSERV			0.25	HADR50	Yes	No
BI01941	Showcase Services (Hourly) - Recurring	ShowCase Services	SERV RECUR	SC130121	275	No	No		No	Subscriptions; Subscriptions No Rules	CORE	Business Intelligence	ShowCase	ShowCase Services	ShowCase Services	F4SCSERV			0.25	HADR50	Yes	No
PT01942	Getting Started Powertech Exit Point Manager for IBM i for  1 Test and 1 Production LPAR with Insite and Central Admin	Powertech Services	SERV SUP	SC070321	4675	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01944	Getting Started with Powertech Authority Broker for IBM i with Insite	Powertech Services	SERV SUP	SC070321	1250	Yes	No				CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01948	Getting Started with Powertech Encryption - Field for Production LPAR plus Dev Box Replication	Powertech Services	SERV SUP	SC070321	1375	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01949	Getting Started with Powertech Encryption - Field for Production and HA LPAR plus Dev Box Replication	Powertech Services	SERV SUP	SC070321	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01945	Getting Started Powertech Compliance Monitor for IBM I - additional Endpoint	Powertech Services	SERV SUP	SC070321	275	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01994	Getting Started with Powertech Encryption - IFS for Production and HA LPAR	Powertech Services	SERV SUP	SC070321	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01995	Getting Started with Powertech Encryption - IFS for Production LPAR plus Dev Box Replication	Powertech Services	SERV SUP	SC070321	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01996	Getting Started with Powertech Encryption - IFS for Production and HA LPAR plus Dev Box Replication	Powertech Services	SERV SUP	SC070321	1375	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01941	Getting Started Powertech Exit Point Manager for IBM I for 1 Test and 1 High Availability Production LPAR	Powertech Services	SERV SUP	SC070321	4400	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
PT01947	Getting Started with Powertech Encryption - Field for Production and HA LPAR	Powertech Services	SERV SUP	SC070321	1100	No	No			New Software; New Software No Rules; Professional Services	CORE	Cybersecurity	Powertech	Powertech Services	Powertech Services	F4PTSERV			0.25	0	Yes	No
