Id,MasterLabel,Status,ApiVersion,LastModifiedBy.Name,LastModifiedDate,VersionNumber,Definition.DeveloperName
301WC00000jlrTeYAI,Fortra | Screen Flow - Inquiry Conversion,Active,65,Andy Kumar,2026-05-29T14:25:01.000+0000,11,Inquiry_Conversion_Screen_Flow
301WC00000jm6imYAA,Fortra | Screen Flow - Inquiry Conversion,Obsolete,65,Andy Kumar,2026-05-29T14:18:41.000+0000,10,Inquiry_Conversion_Screen_Flow
301WC00000jluxkYAA,Fortra | Screen Flow - Inquiry Conversion,Obsolete,65,Andy Kumar,2026-05-29T14:04:34.000+0000,9,Inquiry_Conversion_Screen_Flow
301WC00000jj1vkYAA,Fortra | Screen Flow - Inquiry Conversion,Obsolete,65,Joe Martinez,2026-05-28T19:57:42.000+0000,8,Inquiry_Conversion_Screen_Flow
301WC00000jiqVdYAI,Fortra | Screen Flow - Inquiry Conversion,Obsolete,65,Joe Martinez,2026-05-28T17:16:56.000+0000,7,Inquiry_Conversion_Screen_Flow
