Allow_Regional_Pricing__c,AvailabilityDate,BasedOnId,BillingPolicyId,CPW_Max__c,CPW_Min__c,CanUseQuantitySchedule,CanUseRevenueSchedule,ConfigureDuringSale,CurrencyIsoCode,CustomDecompositionScope,Custom_Product_Name__c,DecompositionScope,Description,DiscontinuedDate,DisplayUrl,EndOfLifeDate,Excluded_Feature_Codes__c,ExternalDataSourceId,ExternalId,External_ID__c,Family,Final_SKU_Name_License_Type__c,Finance_Business_Unit__c,Fortra_Product_Type__c,FulfillmentQtyCalcMethod,GearsetExternalId__c,Hardware_ID__c,Has_Attribute_Pricing__c,HelpText,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Legacy_Brand_Name__c,Legacy_ProductId__c,Legacy_Product_Number__c,License_Type__c,Name,NumberOfQuantityInstallments,NumberOfRevenueInstallments,Parent_Category_Name__c,Power_Split_Type__c,Practice__c,Primary_Catalog_Name__c,Primary_Category_Name__c,Processor_Min__c,ProductCode,ProductType__c,Product_Descriptions__c,Product_Lifecycle_Stage__c,Product_Selling_Model_Type__c,Project_Template__c,QuantityInstallmentPeriod,QuantityScheduleType,QuantityUnitOfMeasure,RecordTypeId,Required_Feature_Codes__c,Rev_Category_Name__c,Rev_Category__c,Rev_Schedule__c,RevenueInstallmentPeriod,RevenueScheduleType,Revenue_Recognition_Schedule_Template__c,Revenue_Treatment__c,Solution_Category__c,Solution_Group__c,Solution__c,StockKeepingUnit,TaxPolicyId,Type,UnitOfMeasureId,Unit__c,UsageModelType,Workday_Sales_Item_ID__c,c2g__CODAAllowDeleteInUse__c,c2g__CODAExternalId__c,c2g__CODAIncludeInIncomeSchedule__c,c2g__CODAIncomeSchedule__c,c2g__CODAInputTaxCode__c,c2g__CODAPurchaseAnalysisAccount__c,c2g__CODASalesRevenueAccount__c,c2g__CODASalesTaxRule__c,c2g__CODASalesTaxStatus__c,c2g__CODATaxCode__c,c2g__CODAUnitOfWork__c,c2g__Email__c,c2g__PlaceOfSupply__c,c2g__ReverseCharge__c,fferpcore__SalesTaxStatus__c,fferpcore__TaxCode__c,pse__Forecast_Curve__c,pse__IsServicesProduct__c,pse__ServicesCreditValue__c
True,2026-01-10T13:00:00.000+0000,11Bct0000051QpOEAU,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Data Loss Prevention Services,OrderLineItem,Months 12 | Services | Calendar Month Resident,,,,,,,,Services,Data Loss Prevention Services - Services,BU50,Services,,DAYm91DD00000CWt10,False,False,,True,True,False,Digital Guardian,"33615C18-0312-EF11-9F89-00224821CE28, 34615C18-0312-EF11-9F89-00224821CE28, 35615C18-0312-EF11-9F89-00224821CE28","DG06092, DG06093, DG06094",Services,Data Loss Prevention Services,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Data Loss Prevention,,DP-DLP-RSP-DLPS,Services,,,Term Based - Annual,,,,Quantity,,,Recurring Services Sales - Recurring Professional Services,RC_45004,Recurring Service,,,Spread Even,Deferred,Data Protection,Defensive Security,Data Loss Prevention,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T14:00:00.000+0000,11BaZ000008qwmwUAA,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Data Protection Technical Account Manager,OrderLineItem,Services | Dedicated,,,,,,,,Services,Data Protection Technical Account Manager - Services,BU50,Services,,TAYSlxCD00000CWt10,False,False,,True,True,False,Digital Guardian,"26C35F49-B3D4-EE11-9078-000D3A9A2ABC, 13C35F49-B3D4-EE11-9078-000D3A9A2ABC","DG06026, DG06027",Services,Data Protection Technical Account Manager,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Data Loss Prevention,,DP-DLP-RSP-DPTAMS,Services,,,Term Based - Annual,,,,Quantity,,,Recurring Services Sales - Recurring Professional Services,RC_45004,Recurring Service,,,Spread Even,Deferred,Data Protection,Defensive Security,Data Loss Prevention,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T05:00:00.000+0000,,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Expert Services -Core,OrderLineItem,Services,,,,,,,,Services,Expert Services -Core - Services,BU50,Services,,DAYdy1DD00000CWt10,False,False,,True,True,False,Titus,"74a28e82-878e-f011-b4cc-7c1e5217dd0d, 1729a594-878e-f011-b4cc-7c1e5217dd0d","DC00631-DCN, DC00631-DLN",Services,Expert Services -Core,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Data Loss Prevention,,DP-DLP-RSP-ESCS,Services,,,Term Based - Annual,,,,Quantity,,,Recurring Services Sales - Recurring Professional Services,RC_45004,,,,Spread Even,Deferred,Data Protection,Defensive Security,Data Loss Prevention,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T05:00:00.000+0000,,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Expert Services -Enterprise,OrderLineItem,Services,,,,,,,,Services,Expert Services -Enterprise - Services,BU50,Services,,DAYey1DD00000CWt10,False,False,,True,True,False,Titus,"b7a28e82-878e-f011-b4cc-7c1e5217dd0d, 6829a594-878e-f011-b4cc-7c1e5217dd0d","DC00632-DCN, DC00632-DLN",Services,Expert Services -Enterprise,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Data Loss Prevention,,DP-DLP-RSP-ESES,Services,,,Term Based - Annual,,,,Quantity,,,Recurring Services Sales - Recurring Professional Services,RC_45004,,,,Spread Even,Deferred,Data Protection,Defensive Security,Data Loss Prevention,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T05:00:00.000+0000,,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Expert Services -Enhanced,OrderLineItem,Services,,,,,,,,Services,Expert Services -Enhanced - Services,BU50,Services,,DAYfy1DD00000CWt10,False,False,,True,True,False,Titus,"4a278088-878e-f011-b4cc-7c1e5217d428, 9929a594-878e-f011-b4cc-7c1e5217dd0d","DC00633-DCN, DC00633-DLN",Services,Expert Services -Enhanced,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Data Loss Prevention,,DP-DLP-RSP-EXSEHSS,Services,,,Term Based - Annual,,,,Quantity,,,Recurring Services Sales - Recurring Professional Services,RC_45004,,,,Spread Even,Deferred,Data Protection,Defensive Security,Data Loss Prevention,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T05:00:00.000+0000,,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Fortra Enhanced Support,OrderLineItem,Services,,,,,,,,Services,Fortra Enhanced Support - Services,BU50,Services,,DAYly1DD00000CWt10,False,False,,True,True,False,Titus,"19841eb8-7471-f011-bec2-7c1e5217dd0d, 0bdab5b1-7471-f011-bec2-7c1e5217dd0d","DCENH-SP, DLENH-SP",Services,Fortra Enhanced Support,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Data Loss Prevention,,DP-DLP-RSP-FENHSS,Services,,,Term Based - Annual,,,,Quantity,,,Recurring Services Sales - Recurring Professional Services,RC_45004,,,,Spread Even,Deferred,Data Protection,Defensive Security,Data Loss Prevention,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T05:00:00.000+0000,,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Fortra Enterprise Support,OrderLineItem,Services,,,,,,,,Services,Fortra Enterprise Support - Services,BU50,Services,,DAYmy1DD00000CWt10,False,False,,True,True,False,Titus,"679c002f-908e-f011-b4cc-7c1e5217d428, a435e033-908e-f011-b4cc-7ced8d1ed4db","DCENT-SP, DLENT-SP",Services,Fortra Enterprise Support,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Data Loss Prevention,,DP-DLP-RSP-FENTSS,Services,,,Term Based - Annual,,,,Quantity,,,Recurring Services Sales - Recurring Professional Services,RC_45004,,,,Spread Even,Deferred,Data Protection,Defensive Security,Data Loss Prevention,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T05:00:00.000+0000,,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Resident Engineer,OrderLineItem,Services,,,,,,,,Services,Resident Engineer - Services,BU50,Services,,TAYTy1DD00000CWt10,False,False,,True,True,False,Titus,"e3778d85-dfb0-f011-bbd3-7c1e5259613e, 7e821749-838e-f011-b4cc-7c1e5217dd0d","DC00615-DLN, DC00615-N",Services,Resident Engineer,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Data Loss Prevention,,DP-DLP-RSP-RES,Services,,,Term Based - Annual,,,,Quantity,,,Recurring Services Sales - Recurring Professional Services,RC_45004,,,,Spread Even,Deferred,Data Protection,Defensive Security,Data Loss Prevention,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T14:00:00.000+0000,11Bct0000051QpOEAU,,,,False,False,Allowed,USD,,Training - Secure Collaboration - Vera,,Per User  | Services | Self-Stufy & Certification Exam,,,,,,,,Training,Training - Secure Collaboration - Vera - Services,BU50,Training,,TAYCmxCD00000CWt10,False,False,,True,True,False,Vera,"16202E13-0312-EF11-9F89-7C1E520CEDD4, 18202E13-0312-EF11-9F89-7C1E520CEDD4, 19202E13-0312-EF11-9F89-7C1E520CEDD4, 1A202E13-0312-EF11-9F89-7C1E520CEDD4","DRM0603, DRM0605, DRM0606, DRM0607",Services,Training - Secure Collaboration - Vera,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Secure Collaboration,,DP-SC-NRST-TSCVS,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Training,RC_45000,Pre Pay Service,,,As Delivered,Deferred,Data Protection,Defensive Security,Secure Collaboration,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T16:00:00.000+0000,11Bct0000051QpNEAU,,,,False,False,Allowed,USD,,Setup - Secure Collaboration - Vera,OrderLineItem,Per User  | Services | Business - Hybrid,,,,,,,,Services,Setup - Secure Collaboration - Vera - Services,BU50,Services,,TAYWk1DD00000CWt10,False,False,,True,True,False,Vera,"1F599712-0312-EF11-9F89-000D3A1631B1, 14202E13-0312-EF11-9F89-7C1E520CEDD4, 15202E13-0312-EF11-9F89-7C1E520CEDD4","DRM0600, DRM0601, DRM0602",Services,Setup - Secure Collaboration - Vera,,,Data Protection,Order Line Only,aAuct000000FmdqCAC,Cyber,Secure Collaboration,,DP-SC-NRSU-SSCVS,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Set Up,RC_45001,Pre Pay Service,,,As Delivered,Deferred,Data Protection,Defensive Security,Secure Collaboration,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T11:00:00.000+0000,11Bct0000051QpNEAU,,,,False,False,Allowed,USD,,DMARC Training,OrderLineItem,Per Instance  | Services | Lite (up to 1/2 Day),,,,,,,,Services,DMARC Training - Services,BU49,Services,,1AYFC1DD00000CWt10,False,False,,True,True,False,Agari,"9C9D3DAE-FC40-EE11-BDF3-000D3A190FE1, 9F9D3DAE-FC40-EE11-BDF3-000D3A190FE1","AG04012, AG04013",Services,DMARC Training,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,DMARC Protection,,ES-DMP-NRST-DMARTR,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Training,RC_45000,Pre Pay Service,,,As Delivered,Deferred,Email Security,Defensive Security,DMARC Protection,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T03:00:00.000+0000,11Bct0000051QpKEAU,,,,False,False,Allowed,USD,,Health Check,OrderLineItem,Services | 1 Day - Basic Report,,,,,,,,Services,Health Check - Services,BU49,Services,,LAYaP1DD00000CWt10,False,False,,True,True,False,Agari,"7C9D3DAE-FC40-EE11-BDF3-000D3A190FE1, 809D3DAE-FC40-EE11-BDF3-000D3A190FE1","AG04008, AG04009",Services,Health Check,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,DMARC Protection,,ES-DMP-NRST-HEALTH,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Training,RC_45000,Pre Pay Service,,,As Delivered,Deferred,Email Security,Defensive Security,DMARC Protection,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T23:00:00.000+0000,11Bct0000051QpKEAU,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Onboarding,OrderLineItem,Services | DMARC Protection,,,,,,,,Services,Onboarding - Services,BU49,Services,,LAYjT1DD00000CWt10,False,False,,True,True,False,Agari,"75977B94-399D-EF11-8A69-6045BDD6CDA4, 26F58C94-399D-EF11-8A6A-000D3A9C9FA6","AG04023, AG04024",Services,Onboarding,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,DMARC Protection,,ES-DMP-NRST-ONBOAR,Services,,,Term Based - Annual,,,,Quantity,,,Non-Recurring Services Sales - Training,RC_45000,Pre Pay Service,,,As Delivered,Deferred,Email Security,Defensive Security,DMARC Protection,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T08:00:00.000+0000,11Bct0000051QpKEAU,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,ESP,OrderLineItem,Services | Essential,,,,,,,,Services,ESP - Services,BU49,Services,,LAYlH1DD00000CWt10,False,False,,True,True,False,Agari,"87F635B4-FC40-EE11-BDF3-000D3A190FE1, 8AF635B4-FC40-EE11-BDF3-000D3A190FE1, 8DF635B4-FC40-EE11-BDF3-000D3A190FE1, 90F635B4-FC40-EE11-BDF3-000D3A190FE1","AG05020, AG05021, AG05022, AG05023",Services,ESP,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,DMARC Protection,,ES-DMP-RSP-ESP,Services,,,Term Based - Annual,,,,1 Each,,,Recurring Services Sales - Recurring Professional Services,RC_45004,Recurring Service,,,Spread Even,Deferred,Email Security,Defensive Security,DMARC Protection,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T08:00:00.000+0000,11Bct0000051QpKEAU,,,,False,False,Allowed,USD,,Email Security Travel Expense,OrderLineItem,"Services | One Trip, up to 4 days",,,,,,,,Services,Email Security Travel Expense - Services,BU49,Services,,LAY0H1DD00000CWt10,False,False,,True,True,False,Clearswift,8DDA4689-B9FB-ED11-8849-6045BDD9C62D,CS00856,Services,Email Security Travel Expense,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,Secure Email Gateway,,ES-SEG-NRSE-ESTE,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Services Expense Reimbursements,RC_45002,License,,,Expense Reimbursement,Invoice,Email Security,Defensive Security,Secure Email Gateway,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T08:00:00.000+0000,11Bct0000051QpNEAU,,,,False,False,Allowed,USD,,Email Security Services,OrderLineItem,Per User  | Services | Healthcheck (1 Day Basic Report),,,,,,,,Services,Email Security Services - Services,BU49,Services,,LAYxG1DD00000CWt10,False,False,,True,True,False,Clearswift,"B6BDAB54-2D02-ED11-82E4-0022481F3B0F, 0A47159A-2D02-ED11-82E4-0022481F3B0F, 8D75A094-3C3F-ED11-9DB0-00224826DD9D","CS00849, CS00850, CS00854",Services,Email Security Services,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,Secure Email Gateway,,ES-SEG-NRST-EMSE,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Training,RC_45000,Pre Pay Service,,,As Delivered,Deferred,Email Security,Defensive Security,Secure Email Gateway,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T08:00:00.000+0000,11BaZ000008qwn5UAA,,,,False,False,Allowed,USD,,Email Security Architect (Services) Per Day,OrderLineItem,Per Day  | Services,,,,,,,,Services,Email Security Architect (Services) Per Day - Services,BU49,Services,,LAYoG1DD00000CWt10,False,False,,True,True,False,Clearswift,0C8B66BC-2B32-EE11-BDF3-6045BDF05170,CS00857,Services,Email Security Architect (Services) Per Day,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,Secure Email Gateway,,ES-SEG-NRST-ESASPD,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Training,RC_45000,Pre Pay Service,,,As Delivered,Deferred,Email Security,Defensive Security,Secure Email Gateway,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T08:00:00.000+0000,11Bct0000051QpOEAU,,,,False,False,Allowed,USD,,Email Security Training,OrderLineItem,Hours 8 | Services | Lite (up to 8 hours),,,,,,,,Services,Email Security Training - Services,BU49,Services,,LAYzG1DD00000CWt10,False,False,,True,True,False,Clearswift,"5E33CE61-2C02-ED11-82E4-0022481F3B0F, 2DDADB04-2D02-ED11-82E4-0022481F3B0F","CS00851, CS00852",Services,Email Security Training,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,Secure Email Gateway,,ES-SEG-NRST-EST,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Training,RC_45000,Pre Pay Service,,,As Delivered,Deferred,Email Security,Defensive Security,Secure Email Gateway,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T21:00:00.000+0000,11Bct0000051QpNEAU,,,,False,False,Allowed,USD,,Professional Services Per Day,OrderLineItem,Per Instance  | Services | Agari,,,,,,,,Services,Professional Services Per Day - Services,BU49,Services,,DAYrc1DD00000CWt10,False,False,,True,True,False,Clearswift,"969D3DAE-FC40-EE11-BDF3-000D3A190FE1, 7D9937C8-ADEE-EA11-810E-0050569F6BB1","AG04010, CS00837",Services,Professional Services Per Day,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,Secure Email Gateway,,ES-SEG-NRST-PSPD,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Training,RC_45000,Pre Pay Service,,,As Delivered,Deferred,Email Security,Defensive Security,Secure Email Gateway,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T08:00:00.000+0000,11Bct0000051QpNEAU,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Email Security Expert Services,OrderLineItem,Services | Basic - Agari,,,,,,,,Services,Email Security Expert Services - Services,BU49,Services,,LAYvG1DD00000CWt10,False,False,,True,True,False,Clearswift,"8F88B228-6553-EF11-A317-7C1E520211C0, 76D86726-6553-EF11-A317-0022481CE75F, 44324A29-6553-EF11-A317-6045BDFFCB5C, C1D86726-6553-EF11-A317-0022481CE75F, 3335852F-6553-EF11-A317-6045BDFFCB5C, 48324A29-6553-EF11-A317-6045BDFFCB5C","AG05025, AG05026, AG05027, CS06383, CS06384, CS06385",Services,Email Security Expert Services,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,Secure Email Gateway,,ES-SEG-RSP-EMSES,Services,,,Term Based - Annual,,,,Tier Based,,,Recurring Services Sales - Recurring Professional Services,RC_45004,Recurring Service,,,Spread Even,Deferred,Email Security,Defensive Security,Secure Email Gateway,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T08:00:00.000+0000,11Bct0000051QpNEAU,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Email Security Recurring Services,OrderLineItem,Per User  | Services | Core Services,,,,,,,,Services,Email Security Recurring Services - Services,BU49,Services,,LAYwG1DD00000CWt10,False,False,,True,True,False,Agari,"8D9D3DAE-FC40-EE11-BDF3-000D3A190FE1, 909D3DAE-FC40-EE11-BDF3-000D3A190FE1, 939D3DAE-FC40-EE11-BDF3-000D3A190FE1, 72F635B4-FC40-EE11-BDF3-000D3A190FE1, 799D3DAE-FC40-EE11-BDF3-000D3A190FE1","AG04003, AG04004, AG04005, AG04006, AG04007",Services,Email Security Recurring Services,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,Secure Email Gateway,,ES-SEG-RSP-ESRS,Services,,,Term Based - Annual,,,,Quantity,,,Recurring Services Sales - Recurring Professional Services,RC_45004,Pre Pay Service,,,Spread Even,Deferred,Email Security,Defensive Security,Secure Email Gateway,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T01:00:00.000+0000,11Bct0000051QpMEAU,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Managed Service For SECURE Email Gateway,OrderLineItem,Users 1-500 | Services,,,,,,,,Services,Managed Service For SECURE Email Gateway - Services,BU49,Services,,LAYgQ1DD00000CWt10,False,False,,True,True,False,Clearswift,"4E119B54-31DB-EA11-810D-0050569F6BB1, 50119B54-31DB-EA11-810D-0050569F6BB1, 52119B54-31DB-EA11-810D-0050569F6BB1, 54119B54-31DB-EA11-810D-0050569F6BB1","CS05267, CS05268, CS05269, CS05270",Services,Managed Service For SECURE Email Gateway,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,Secure Email Gateway,,ES-SEG-RSP-MSSEG,Services,,,Term Based - Annual,,,,Tier Based,,,Recurring Services Sales - Recurring Professional Services,RC_45004,Recurring Service,,,Spread Even,Deferred,Email Security,Defensive Security,Secure Email Gateway,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T18:00:00.000+0000,11Bct0000051QpKEAU,1BPaZ0000000wlZWAQ,,,False,False,Allowed,USD,,Premium Services (12 Months) Basic Cost,OrderLineItem,Services | Clearswift,,,,,,,,Services,Premium Services (12 Months) Basic Cost - Services,BU49,Services,,TAYZ01DD00000CWt10,False,False,,True,True,False,Clearswift,"BFF7E8D6-61FF-EA11-810F-0050569F6BB1, 999D3DAE-FC40-EE11-BDF3-000D3A190FE1, A8D3E010-4FFF-EA11-810F-0050569F6BB1","CS00846, AG04011, CS00843",Services,Premium Services (12 Months) Basic Cost,,,Email Security,Order Line Only,aAuct000000FmdrCAC,Cyber,Secure Email Gateway,,ES-SEG-RSP-PREMS1,Services,,,Term Based - Annual,,,,Tier Based,,,Recurring Services Sales - Recurring Professional Services,RC_45004,Recurring Service,,,Spread Even,Deferred,Email Security,Defensive Security,Secure Email Gateway,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T14:00:00.000+0000,11Bct0000051QpKEAU,,,,False,False,Allowed,USD,,Travel & Expenses,OrderLineItem,Services | Training,,,,,,,,Services,Travel & Expenses - Services,BU58,Services,,TAYImxCD00000CWt10,False,False,,True,True,False,File Integrity Monitoring,"01tU00000007SBtIAM, 01tU00000007SC4IAM, 01t4P00000Aa2e6QAB","900989-90, 900999-90, 901090-90",Services,Travel & Expenses,,,File Integrity Monitoring,Order Line Only,aAuct000000FmdsCAC,Cyber,File Integrity Monitoring,,FIM-FIM-NRSE-TRAVEL,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Services Expense Reimbursements,RC_45002,Post Pay Service,,,Expense Reimbursement,Invoice,File Integrity Monitoring,Defensive Security,File Integrity Monitoring,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T15:00:00.000+0000,,,,,False,False,Allowed,USD,,Channel PS Certification Program,OrderLineItem,Services,,,,,,,,Services,Channel PS Certification Program - Services,BU58,Services,,DAYq61DD00000CWt10,False,False,,True,True,False,File Integrity Monitoring,01tU0000001ZxkkIAC,901035-90-JA,Services,Channel PS Certification Program,,,File Integrity Monitoring,Order Line Only,aAuct000000FmdsCAC,Cyber,File Integrity Monitoring,,FIM-FIM-NRST-CPCP,Services,,,One Time,,,,Tier Based,,,Non-Recurring Services Sales - Training,RC_45000,Post Pay Service,,,As Delivered,Deferred,File Integrity Monitoring,Defensive Security,File Integrity Monitoring,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-10T02:00:00.000+0000,,,,,False,False,Allowed,USD,,Implementation Partner Certification Fee,,Services,,,,,,,,Training,Implementation Partner Certification Fee - Services,BU58,Training,,LAYgVwCD00000CWt10,False,False,,True,True,False,File Integrity Monitoring,"01tU00000007SBBIA2, 01tU0000002S80LIAS","900945-90, 900945-90-JA",Services,Implementation Partner Certification Fee,,,File Integrity Monitoring,Order Line Only,aAuct000000FmdsCAC,Cyber,File Integrity Monitoring,,FIM-FIM-NRST-IPCF,Services,,,One Time,,,,Tier Based,,,Non-Recurring Services Sales - Training,RC_45000,Post Pay Service,,,As Delivered,Deferred,File Integrity Monitoring,Defensive Security,File Integrity Monitoring,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T11:00:00.000+0000,,,,,False,False,Allowed,USD,,Post-paid Tripwire Services,OrderLineItem,Services,,,,,,,,Services,Post-paid Tripwire Services - Services,BU58,Services,,DAYsp1DD00000CWt10,False,False,,True,True,False,File Integrity Monitoring,"01tU0000000ymFXIAY, 01t4T000000q37GQAQ","901034-90, 901038-90",Services,Post-paid Tripwire Services,,,File Integrity Monitoring,Order Line Only,aAuct000000FmdsCAC,Cyber,File Integrity Monitoring,,FIM-FIM-NRST-POPTSS,Services,,,One Time,,,,Quantity,,,Non-Recurring Services Sales - Training,RC_45000,Post Pay Service,,,As Delivered,Deferred,File Integrity Monitoring,Defensive Security,File Integrity Monitoring,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
True,2026-01-09T11:00:00.000+0000,11Bct0000051QpKEAU,,,,False,False,Allowed,USD,,Pre-paid Tripwire Advisory Services,OrderLineItem,Services | 12 Hours,,,,,,,,Services,Pre-paid Tripwire Advisory Services - Services,BU58,Services,,DAYqp1DD00000CWt10,False,False,,True,True,False,File Integrity Monitoring,01t4T000002PefGQAS,900914-99,Services,Pre-paid Tripwire Advisory Services,,,File Integrity Monitoring,Order Line Only,aAuct000000FmdsCAC,Cyber,File Integrity Monitoring,,FIM-FIM-NRST-PPTASS,Services,,,One Time,,,,Tier Based,,,Non-Recurring Services Sales - Training,RC_45000,Pre Pay Service,,,As Delivered,Deferred,File Integrity Monitoring,Defensive Security,File Integrity Monitoring,,1TpaZ00000005nhSAA,,,Cyber,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,True,
