Allow_Regional_Pricing__c,AvailabilityDate,BasedOnId,BillingPolicyId,CPW_Max__c,CPW_Min__c,CanUseQuantitySchedule,CanUseRevenueSchedule,ConfigureDuringSale,CurrencyIsoCode,CustomDecompositionScope,Custom_Product_Name__c,DecompositionScope,Description,DiscontinuedDate,DisplayUrl,EndOfLifeDate,Excluded_Feature_Codes__c,ExternalDataSourceId,ExternalId,External_ID__c,Family,Final_SKU_Name_License_Type__c,Finance_Business_Unit__c,Fortra_Product_Type__c,FulfillmentQtyCalcMethod,GearsetExternalId__c,Hardware_ID__c,Has_Attribute_Pricing__c,HelpText,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Legacy_Brand_Name__c,Legacy_ProductId__c,Legacy_Product_Number__c,License_Type__c,Name,NumberOfQuantityInstallments,NumberOfRevenueInstallments,Parent_Category_Name__c,Power_Split_Type__c,Practice__c,Primary_Catalog_Name__c,Primary_Category_Name__c,Processor_Min__c,ProductCode,ProductType__c,Product_Descriptions__c,Product_Lifecycle_Stage__c,Product_Selling_Model_Type__c,Project_Template__c,QuantityInstallmentPeriod,QuantityScheduleType,QuantityUnitOfMeasure,RecordTypeId,Required_Feature_Codes__c,Rev_Category_Name__c,Rev_Category__c,Rev_Schedule__c,RevenueInstallmentPeriod,RevenueScheduleType,Revenue_Recognition_Schedule_Template__c,Revenue_Treatment__c,Solution_Category__c,Solution_Group__c,Solution__c,StockKeepingUnit,TaxPolicyId,Type,UnitOfMeasureId,Unit__c,UsageModelType,Workday_Sales_Item_ID__c,c2g__CODAAllowDeleteInUse__c,c2g__CODAExternalId__c,c2g__CODAIncludeInIncomeSchedule__c,c2g__CODAIncomeSchedule__c,c2g__CODAInputTaxCode__c,c2g__CODAPurchaseAnalysisAccount__c,c2g__CODASalesRevenueAccount__c,c2g__CODASalesTaxRule__c,c2g__CODASalesTaxStatus__c,c2g__CODATaxCode__c,c2g__CODAUnitOfWork__c,c2g__Email__c,c2g__PlaceOfSupply__c,c2g__ReverseCharge__c,fferpcore__SalesTaxStatus__c,fferpcore__TaxCode__c,pse__Forecast_Curve__c,pse__IsServicesProduct__c,pse__ServicesCreditValue__c
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Abstract,,,,,,,,Perpetual,,BU53,Perpetual,,TAYDzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Abstract (Technical),,,,Order Line Only,,,,,BI-ABS-NRPS-ABSTPE-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Abstract,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Abstract,,,,,,,,New Maintenance,,BU53,New Maintenance,,TAYCzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Abstract (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-ABS-RNM-ABSTNE-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Abstract,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Abstract,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,TAYEzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Abstract (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-ABS-RRM-ABSTRE-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Abstract,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Abstract,,,,,,,,Subscription,,BU53,Subscription,,TAYFzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Abstract (Technical),,,,Order Line Only,,,,,BI-ABS-RSS-ABSTSU-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Abstract,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for AnyDate,,,,,,,,Perpetual,,BU53,Perpetual,,TAYHzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,AnyDate (Technical),,,,Order Line Only,,,,,BI-AD-NRPS-ANYDPE-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,AnyDate,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for AnyDate,,,,,,,,New Maintenance,,BU53,New Maintenance,,TAYGzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,AnyDate (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-AD-RNM-ANYDNE-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,AnyDate,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for AnyDate,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,TAYIzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,AnyDate (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-AD-RRM-ANYDRE-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,AnyDate,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for AnyDate,,,,,,,,Subscription,,BU53,Subscription,,TAYJzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,AnyDate (Technical),,,,Order Line Only,,,,,BI-AD-RSS-ANYDSU-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,AnyDate,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for SEQUEL Client Report Option,,,,,,,,Perpetual,,BU53,Perpetual,,LAY5MfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,SEQUEL Client Report Option (Technical),,,,Order Line Only,,,,,BI-CRO-NRPS-SCRP-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Client Report Option,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Showcase Client Reporting,,,,,,,,Perpetual,,BU53,Perpetual,,5AYPMXBF00000CWt10,False,False,,True,True,False,ShowCase,,,,Showcase Client Reporting (Technical),,,,Order Line Only,,,,,BI-CRO-NRPS-SHOWCA-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Client Report Option,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for SEQUEL Client Report Option,,,,,,,,New Maintenance,,BU53,New Maintenance,,LAY4MfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,SEQUEL Client Report Option (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-CRO-RNM-SCRM-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Client Report Option,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Showcase Client Reporting,,,,,,,,New Maintenance,,BU53,New Maintenance,,5AYOMXBF00000CWt10,False,False,,True,True,False,ShowCase,,,,Showcase Client Reporting (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-CRO-RNM-SCRNM-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Client Report Option,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Showcase Client Reporting,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,5AYQMXBF00000CWt10,False,False,,True,True,False,ShowCase,,,,Showcase Client Reporting (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-CRO-RRM-SCRRM-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Client Report Option,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for SEQUEL Client Report Option,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,LAY6MfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,SEQUEL Client Report Option (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-CRO-RRM-SECL-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Client Report Option,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for SEQUEL Client Report Option,,,,,,,,Subscription,,BU53,Subscription,,LAYqLfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,SEQUEL Client Report Option (Technical),,,,Order Line Only,,,,,BI-CRO-RSS-SCRS-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Client Report Option,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Showcase Client Reporting,,,,,,,,Subscription,,BU53,Subscription,,5AYRMXBF00000CWt10,False,False,,True,True,False,ShowCase,,,,Showcase Client Reporting (Technical),,,,Order Line Only,,,,,BI-CRO-RSS-SHCL-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Client Report Option,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Deployment Bundle,,,,,,,,Perpetual,,BU53,Perpetual,,DAYdzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Deployment Bundle (Technical),,,,Order Line Only,,,,,BI-DB-NRPS-DEPLPE-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Deployment Bundle,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Deployment Bundle,,,,,,,,New Maintenance,,BU53,New Maintenance,,DAYczeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Deployment Bundle (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-DB-RNM-DEPLNE-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Deployment Bundle,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Deployment Bundle,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,DAYezeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Deployment Bundle (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-DB-RRM-DEPLRE-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Deployment Bundle,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Deployment Bundle,,,,,,,,Subscription,,BU53,Subscription,,DAYfzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Deployment Bundle (Technical),,,,Order Line Only,,,,,BI-DB-RSS-DEPLSU-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Deployment Bundle,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Enhanced ESEND for SMB Pricing - Per User,,,,,,,,Perpetual,,BU53,Perpetual,,DAYlzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Enhanced ESEND for SMB Pricing - Per User (Technical),,,,Order Line Only,,,,,BI-ESN-NRPS-ENHANC-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Esend,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Esend,,,,,,,,Perpetual,,BU53,Perpetual,,1AYFHfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Esend (Technical),,,,Order Line Only,,,,,BI-ESN-NRPS-ESENPE-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Esend,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Enhanced ESEND for SMB Pricing - Per User,,,,,,,,New Maintenance,,BU53,New Maintenance,,DAYkzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Enhanced ESEND for SMB Pricing - Per User (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-ESN-RNM-EESPPU-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Esend,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Esend,,,,,,,,New Maintenance,,BU53,New Maintenance,,DAYwzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Esend (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-ESN-RNM-ESENNE-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Esend,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Enhanced ESEND for SMB Pricing - Per User,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,DAYmzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Enhanced ESEND for SMB Pricing - Per User (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-ESN-RRM-ENES-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Esend,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Esend,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,DAYxzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Esend (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-ESN-RRM-ESENRE-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Esend,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Enhanced ESEND for SMB Pricing - Per User,,,,,,,,Subscription,,BU53,Subscription,,DAYnzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Enhanced ESEND for SMB Pricing - Per User (Technical),,,,Order Line Only,,,,,BI-ESN-RSS-ENUS-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Esend,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Esend Full,,,,,,,,Subscription,,BU53,Subscription,,1AYGHfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Esend Full (Technical),,,,Order Line Only,,,,,BI-ESN-RSS-ESENFU-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Esend,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Esend,,,,,,,,Subscription,,BU53,Subscription,,DAYyzeBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Esend (Technical),,,,Order Line Only,,,,,BI-ESN-RSS-ESENSU-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Esend,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Core,,,,,,,,Perpetual,,BU53,Perpetual,,LAYxGfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Core (Technical),,,,Order Line Only,,,,,BI-ISA-NRPS-IACP-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Premium,,,,,,,,Perpetual,,BU53,Perpetual,,LAYzGfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Premium (Technical),,,,Order Line Only,,,,,BI-ISA-NRPS-IAPP-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Pro,,,,,,,,Perpetual,,BU53,Perpetual,,LAYyGfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Pro (Technical),,,,Order Line Only,,,,,BI-ISA-NRPS-IAPROP-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Starter Package,,,,,,,,Perpetual,,BU53,Perpetual,,LAY0HfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Starter Package (Technical),,,,Order Line Only,,,,,BI-ISA-NRPS-IASPP-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics,,,,,,,,Perpetual,,BU53,Perpetual,,LAYwGfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics (Technical),,,,Order Line Only,,,,,BI-ISA-NRPS-INSIPE-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Non-Recurring Perpetual Sales - Software,RC_41000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Core,,,,,,,,New Maintenance,,BU53,New Maintenance,,LAY8HfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Core (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-ISA-RNM-IACNM-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Premium,,,,,,,,New Maintenance,,BU53,New Maintenance,,1AYAHfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Premium (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-ISA-RNM-IAPRMNM-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Pro,,,,,,,,New Maintenance,,BU53,New Maintenance,,1AYCHfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Pro (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-ISA-RNM-IAPRONM-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Starter Package,,,,,,,,New Maintenance,,BU53,New Maintenance,,1AYEHfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Starter Package (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-ISA-RNM-IASPNM-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics,,,,,,,,New Maintenance,,BU53,New Maintenance,,LAYvGfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics (Technical)-NewMaintenance,,,,Order Line Only,,,,,BI-ISA-RNM-INSINE-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring New Maintenance,RC_42000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Core,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,LAY7HfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Core (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-ISA-RRM-IACRM-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Premium,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,LAY9HfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Premium (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-ISA-RRM-IAPRMRM-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Pro,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,1AYBHfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Pro (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-ISA-RRM-IAPROM-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Starter Package,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,1AYDHfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Starter Package (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-ISA-RRM-IASPRM-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics,,,,,,,,Renewal Maintenance,,BU53,Renewal Maintenance,,LAY1HfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics (Technical)-RenewalMaintenance,,,,Order Line Only,,,,,BI-ISA-RRM-INSIRE-TECH,,,,,,,,Quantity,012ct00000Idwo9AAB,,Recurring Renew Maintenance,RC_43000,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Core,,,,,,,,Subscription,,BU53,Subscription,,LAY3HfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Core (Technical),,,,Order Line Only,,,,,BI-ISA-RSS-IACS-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Pro,,,,,,,,Subscription,,BU53,Subscription,,LAY4HfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Pro (Technical),,,,Order Line Only,,,,,BI-ISA-RSS-IAPROS-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Premium,,,,,,,,Subscription,,BU53,Subscription,,LAY5HfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Premium (Technical),,,,Order Line Only,,,,,BI-ISA-RSS-IAPS-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
False,,,,,,False,False,,USD,,,,Technical fulfillment product for Insite Analytics - Starter Package,,,,,,,,Subscription,,BU53,Subscription,,LAY6HfBF00000CWt10,False,False,,True,True,False,SEQUEL,,,,Insite Analytics - Starter Package (Technical),,,,Order Line Only,,,,,BI-ISA-RSS-IASPS-TECH,,,,,,,,1 Each,012ct00000Idwo9AAB,,Recurring Sales - Software Subscriptions,RC_41202,,,,,,Business Intelligence,Power,Insite Analytics,,,,,,,,False,,False,,,,,,Taxable,,,,With Account,False,,,,False,
